ZONA;CF;FINCA;COD CAM;CAMPO;HA;VARIEDAD;DISTSUR;TIPO DE SUELO;RIEGO;CICLO;%DESP;DIASRESI;MM(AB-MY);HRRIEGO;KgN/Ha;TM/HA;TM/HAMES;EDAD
2;53;Montelimar;53008;A-08;1.76; Otras ;1.65; Franco Arcillo Arenoso ; Goteo ;2122;;0;91;32;0;0;0;0
2;53;Montelimar;53176;A-08A;0.98; Otras ;1.65; Franco Arenoso ; Goteo ;2122;;0;91;32;0;0;0;0
2;53;Montelimar;53019;A-19;1.27; Otras ;1.65; Franco Arenoso ; Goteo ;2122;;0;91;16;115.0072441;82.9207126;7.7613787;10.68376068
2;53;Montelimar;53020;B-01;13.32; CP72-2086 ;2.6; Franco Arcillo Arenoso ; Goteo ;2122;0.113333333;24;110;1099;115.4131321;77.82128728;8.079602591;9.63182117
2;53;Montelimar;53023;B-04;1.27; CP72-2086 ;1.9; Franco Arcillo Arenoso ; Goteo ;2122;0.389833333;45;110;743;139.5075969;122.5922342;12.72783537;9.63182117
2;53;Montelimar;53024;B-05;13.08; CP72-2086 ;2.6; Franco Arcillo Arenoso ; Goteo ;2122;0.105666667;32;110;1050;133.3860688;123.7107731;12.88795109;9.59894806
2;53;Montelimar;53210;B-05A;3.17; CP72-2086 ;2.6; Franco Arcillo Arenoso ; Goteo ;2122;;0;110;587;122.6401514;114.3367497;14.02469325;8.152531229
2;53;Montelimar;53027;B-08;12.23; CG04-10295 ;2.2; Franco Arcilloso ; Goteo ;2122;0.099333333;20;110;1178;110.9662692;109.4042732;11.31999316;9.66469428
2;53;Montelimar;53028;B-09;2.25; CG04-10295 ;1.9; Franco Arcillo Arenoso ; Gravedad ;2122;0.3085;37;110;488;131.9788622;105.104533;10.02282098;10.48652202
2;53;Montelimar;53029;B-10;5.85; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.2355;31;110;671;174.5023685;82.84366622;7.924856372;10.45364892
2;53;Montelimar;53032;B-13;1.47; CP72-2086 ;2.2; Franco Arcilloso ; Goteo ;2122;0.494833333;80;110;286;119.8707483;72.81739886;6.943903678;10.48652202
2;53;Montelimar;53034;B-15;8.96; RB86-7515 ;2.2; Franco Arcilloso ; Goteo ;2122;;0;110;980;126.0219286;98.84159053;8.422300235;11.7357002
2;53;Montelimar;53170;B-15A;4.02; CG04-10295 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.192333333;20;110;591;111.6525672;84.76320035;7.539463611;11.24260355
2;53;Montelimar;53035;B-16;2.56; RB86-7515 ;1.9; Franco Arcillo Arenoso ; Goteo ;2122;0.481166667;30;110;593;142.2344141;81.76118503;6.614827789;12.36028928
2;53;Montelimar;53036;B-17;2.4; RB86-7515 ;1.9; Arcilloso ; Goteo ;2122;0.4845;34;110;231;112.6895833;75.74812591;7.223379279;10.48652202
2;53;Montelimar;53037;B-18;2.29; RB86-7515 ;2.2; Franco Arcilloso ; Goteo ;2122;0.323166667;41;110;472;115.3912314;125.7117893;11.98793928;10.48652202
2;53;Montelimar;53038;B-19;7.22; RB86-7515 ;1.75; Franco Arcillo Arenoso ; Goteo ;2122;;67;89;198;117.8531856;83.25528227;8.358500616;9.960552268
2;53;Montelimar;53068;D-01;19.4; CG04-10295 ;1.65; Franco Arenoso ; Goteo ;2122;0.148;24;89;446;132.3768041;108.3831732;9.812548004;11.04536489
2;53;Montelimar;53205;D-02A;1.49; CP08-2256 ;1.4; Franco Arenoso ; Goteo ;2122;0.2965;21;89;48;142.7684564;107.612939;9.599957784;11.20973044
2;53;Montelimar;53070;D-03;9.7; CP72-2086 ;1.5; Franco Arenoso ; Mini Aspersi¢n ;2122;0.599;0;89;240;125.4087093;124.167318;11.24157682;11.04536489
2;53;Montelimar;53071;D-04;3.94; CP72-2086 ;1.5; Franco Arenoso ; Goteo ;2122;0.399;0;89;128;125.7231838;135.1592896;12.09278115;11.17685733
2;53;Montelimar;53072;D-05;1.3; CG04-10295 ;1.65; Franco Arcillo Arenoso ; Gravedad ;2122;0.075333333;21;89;40;116.9923077;79.60136859;7.271692591;10.94674556
2;53;Montelimar;53075;D-08;5.63; CP72-2086 ;1.5; Franco Arcilloso ; Gravedad ;2122;0.361;33;89;152;100.0659325;89.39164135;7.290331716;12.26166995
2;53;Montelimar;53077;D-10;2.26; CG04-10295 ;1.65; Franco Arenoso ; Gravedad ;2122;0.163333333;21;89;32;127.7743363;91.36043592;8.345899282;10.94674556
2;53;Montelimar;53078;D-11;3.24; CP72-2086 ;1.5; Franco Arcillo Arenoso ; Gravedad ;2122;0.548166667;0;89;160;125.8376;159.738063;14.16685678;11.27547666
2;53;Montelimar;53079;D-12;4.72; CP72-2086 ;1.5; Franco Arcilloso ; Goteo ;2122;0.444166667;0;89;136;125.6356678;134.916502;12.0710588;11.17685733
2;53;Montelimar;53081;D-14;4.96; Otras ;1; Franco Arcilloso ; Goteo ;2122;0.455666667;27;89;72;108.5347742;84.9910569;7.717695376;11.01249178
2;53;Montelimar;53082;D-15;9.07; NA56-42 ;1.75; Franco Arenoso ; Goteo ;2122;0.363166667;34;89;184;124.227387;100.2200281;8.108226739;12.36028928
2;53;Montelimar;53206;D-15A;0.7; CG04-10295 ;1.65; Franco Arenoso ; Goteo ;2122;0.163833333;22;89;40;130.1714286;118.0326509;10.62293858;11.11111111
2;53;Montelimar;53084;D-17;4.2; CG04-10295 ;1.65; Franco Arcillo Arenoso ; Goteo ;2122;0.058666667;21;89;128;112.1452381;88.37933845;8.073571999;10.94674556
2;53;Montelimar;53085;E-01;7.89; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.343166667;27;104;710.5;120.3265501;87.75878755;8.041031076;10.91387245
2;53;Montelimar;53087;E-03;19.74; NA56-42 ;2.6; Arcilloso ; Goteo ;2122;0.204916667;38;104;907;102.0782942;93.61224729;8.629347159;10.84812623
2;53;Montelimar;53089;E-05;2.29; CG04-10295 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.143666667;21;104;883.5;160.0063686;86.11431674;7.399992981;11.63708087
2;53;Montelimar;53093;E-09;3.48; RB86-7515 ;2.2; Arcilloso ; Goteo ;2122;0.071333333;24;104;788.5;223.628446;97.63808958;10.95996563;8.908612755
2;53;Montelimar;53094;E-10;11.54; CP72-2086 ;2.6; Arcilloso ; Goteo ;2122;0.246166667;80;104;1017.5;100.6868111;120.6523729;11.87781613;10.15779093
2;53;Montelimar;53097;E-13;5.07; RB86-7515 ;2.2; Franco Arcilloso ; Goteo ;2122;0.378833333;33;104;1003.5;93.07055385;82.72568435;7.128938577;11.60420776
2;53;Montelimar;53098;E-14;8.02; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;;41;104;844.5;122.369983;78.46569133;7.529736058;10.42077581
2;53;Montelimar;53099;E-15;2.4; RB86-7515 ;1.9; Franco Arcilloso ; Goteo ;2122;0.502166667;42;104;604.5;116.0854167;116.0175374;11.13329176;10.42077581
2;53;Montelimar;53100;E-16;14.55; RB86-7515 ;2.2; Franco Arcilloso ; Goteo ;2122;0.0915;30;110;1583;182.4563673;86.93355949;7.98948302;10.88099934
2;53;Montelimar;53102;E-18;8.46; NA56-42 ;2.6; Franco Arcilloso ; Goteo ;2122;0.509466667;30;110;910;85.59205674;94.51862887;9.552347808;9.894806049
2;53;Montelimar;53180;E-19A;3.12; Otras ;2.2; Franco Arcilloso ; Goteo ;2122;;0;110;516;110.5;90.27850954;8.372781281;10.78238001
2;53;Montelimar;53104;E-20;5.02; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;;26;110;1309;121.4710518;93.8356326;8.445206934;11.11111111
2;53;Montelimar;53105;E-21;7.88; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.221;29;110;758;106.2384772;113.90449;11.54991529;9.861932939
2;53;Montelimar;53106;E-22;4.18; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;;34;110;717;120.215311;74.51175064;6.806749112;10.94674556
2;53;Montelimar;53107;E-23;4.75; Otras ;1.65; Franco ; Goteo ;2122;;0;89;104;107.5018947;80.17631873;7.346275951;10.91387245
2;53;Montelimar;53108;E-24;2.7; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.712666667;26;110;521;106.8684356;64.52678332;5.984465697;10.78238001
2;53;Montelimar;53109;E-25;7.8; NA56-42 ;1.9; Franco Arcillo Arenoso ; Goteo ;2122;0.488166667;36;110;971;121.4917672;86.64380558;8.084983331;10.71663379
2;53;Montelimar;53110;E-26;14.43; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.497833333;35;110;908;106.036036;84.45362452;7.490026991;11.27547666
2;53;Montelimar;53111;E-27;0.72; RB84-5210 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;;32;110;492;123.5695111;108.0036217;10.07812936;10.71663379
2;53;Montelimar;53112;E-28;3.76; NA56-42 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.548;33;110;798;163.2573957;84.76240031;7.885236139;10.7495069
2;53;Montelimar;53115;F-01;0.81; CP73-1547 ;1.4; Franco Arcillo Arenoso ; Goteo ;2122;0.3465;24;89;32;112.4938272;84.28316249;6.892187642;12.22879684
2;53;Montelimar;53116;F-02;2.06; Otras ;1.65; Franco Arcillo Arenoso ; Goteo ;2122;;0;89;40;137.9974909;92.38366421;8.388988254;11.01249178
2;53;Montelimar;53117;F-03;4.35; RB86-7515 ;1.5; Franco Arcilloso ; Goteo ;2122;0.360333333;33;70;731;131.1726576;94.06828732;8.175878001;11.50558843
2;53;Montelimar;53212;F-03A;5.2; CP72-2086 ;2.2; Franco Arcilloso ; Goteo ;2122;;0;70;239.13;110.5;44.74606822;5.022787437;8.908612755
2;53;Montelimar;53118;F-04;12.23; RB86-7515 ;1.9; Franco Arcillo Arenoso ; Goteo ;2122;0.287;32;70;806;95.61229436;96.18777005;8.360091328;11.50558843
2;53;Montelimar;53121;GALL-01;14.68; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.2725;41;79;649;115.2025433;83.77453174;7.408201325;11.30834977
2;53;Montelimar;53124;GALL-03;12.49; NA56-42 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.2915;35;79;1070.9;149.5438444;110.0785737;9.706058585;11.34122288
2;53;Montelimar;53125;GALL-04;9.99; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.206183333;21;79;383.9;157.7713445;92.16472144;8.444731405;10.91387245
2;53;Montelimar;53126;GALL-05;9.66; NA56-42 ;1.9; Franco Arcillo Arenoso ; Mini Aspersi¢n ;2122;0.374666667;36;79;380;130.2855776;99.63201125;8.734310611;11.4069691
2;53;Montelimar;53128;LAV-01;7.2; NA56-42 ;2.2; Franco Arenoso ; Mini Aspersi¢n ;2122;0.45;26;87;754.6;119.0804722;81.28271539;8.353446629;9.7304405
2;53;Montelimar;53129;LAV-02;14.38; CP00-1101 ;2.2; Franco Arcilloso ; Mini Aspersi¢n ;2122;0.501333333;39;87;1078.08;129.0881497;116.827333;10.54566015;11.078238
2;53;Montelimar;53187;LAV-02A;4.7; CP72-2086 ;2.2; Arcilloso ; Goteo ;2122;0.353333333;24;87;554.8;119.6714757;83.531547;8.584559661;9.7304405
2;53;Montelimar;53130;LAV-03;12.22; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.366333333;36;87;858.78;134.3648249;97.70450659;8.614988668;11.34122288
2;53;Montelimar;53141;P-01;22.56; Otras ;2.2; Franco Arcilloso ; Goteo ;2122;;0;76;1234.87;0;0;0;0
2;53;Montelimar;53195;POTRISEC-01;6.6; CP72-2086 ;2.2; Franco Arcilloso ; Goteo ;2122;0.280166667;32;87;649.24;128.4469697;95.04840111;8.682799885;10.94674556
2;53;Montelimar;53143;R-01;6.26; Otras ;2.2; Franco Arcilloso ; Goteo ;2122;;0;88;72;104.328;114.701836;11.04186662;10.3879027
2;53;Montelimar;53144;R-01A;4.8; CP72-2086 ;2.2; Franco Arcilloso ; Goteo ;2122;0.251666667;30;88;207;113.9697917;106.1946995;8.973452105;11.83431953
2;53;Montelimar;53145;R-03;9.62; RB86-7515 ;1.65; Franco Arcillo Arenoso ; Goteo ;2122;0.084833333;27;88;343.3;115.299896;85.47067224;7.761247312;11.01249178
2;53;Montelimar;53147;R-05;6.09; RB86-7515 ;1.65; Franco Arcillo Arenoso ; Goteo ;2122;0.344;38;88;422;119.9172414;107.9312783;9.572214248;11.27547666
2;53;Montelimar;53148;R-06;9.7; RB86-7515 ;1.65; Franco Arcillo Arenoso ; Goteo ;2122;0.1965;25;88;524.5;112.7948454;111.0215408;10.0514145;11.04536489
2;53;Montelimar;53150;R-08;2.58; NA56-42 ;1.65; Franco Arcillo Arenoso ; Goteo ;2122;0.211;10;88;197;111.9263566;46.21461246;3.926951148;11.76857331
2;53;Montelimar;53151;SAN IGN-01;10.53; NA56-42 ;1.9; Arcilloso ; Goteo ;2122;0.348;36;87;541.78;99.51377018;79.66043475;7.410612921;10.7495069
2;53;Montelimar;53173;SAN ING-01A;1.62; CG04-10295 ;2.4; Franco Arenoso ; Goteo ;2122;0.046333333;36;87;186.5;103.1203704;42.26169937;3.931501207;10.7495069
2;28;Ronald Guido;28001;RG-0101;11.56; Otras ;1.7; Franco Arcilloso ; Goteo ;2122;;30;69;518.84;119.2236159;87.23843345;7.153081255;12.19592373
2;28;Ronald Guido;28011;RG-0105A;5.28; CP72-2086 ;1.7; Franco Arcilloso ; Goteo ;2122;;30;69;291.28;119.0549242;86.4200159;7.029136053;12.29454306
2;80;Rosario SD;80001;Rosario-01;19.21; CP72-2086 ;1.65; Franco ; Goteo ;2122;;0;0;0;110.5;41.96804051;5.046117756;8.316896778
3;84;Azacualpa;84004;A-04;77.32; CP89-2143 ;2.2; Franco Arenoso ; Goteo ;2122;0.392633333;48;40;1625.7;102.3411148;62.83808775;5.973545717;10.51939513
3;64;Buen Suceso;64001;M-01;3.67; RB86-7515 ;2.2; Arcilloso ; Goteo ;2122;;0;48;414.13;118.8474114;91.28464606;7.956673161;11.47271532
3;64;Buen Suceso;64003;M-03;3.62; RB86-7515 ;2.2; Arcilloso ; Secano ;2122;;0;48;444.44;77.36464088;79.71356585;6.94809935;11.47271532
3;64;Buen Suceso;64004;M-04;4.6; RB86-7515 ;2.2; Arcilloso ; Goteo ;2122;;0;48;379.77;79.96304348;96.70719158;8.453542436;11.43984221
3;64;Buen Suceso;64005;M-05;19.49; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;;0;48;640.27;106.169646;85.59179508;7.7261199;11.078238
3;64;Buen Suceso;64012;S-03;13.96; CP72-2086 ;1.9; Franco Arcillo Arenoso ; Goteo ;2122;0.517;53;48;504.94;119.6069628;61.12872787;4.491632613;13.60946746
3;64;Buen Suceso;64018;S-09;3.46; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.318666667;42;48;408.3;86.88872832;33.04791415;3.055676439;10.81525312
3;64;Buen Suceso;64019;S-10;2.51; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.361166667;36;48;406.1;86.94820717;61.85669999;4.991195792;12.39316239
3;64;Buen Suceso;64020;S-11;1.11; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.352666667;34;48;363.5;84.0045045;100.1181712;8.078500708;12.39316239
3;64;Buen Suceso;64022;S-13;5.77; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.412333333;45;48;189.9;70.20710572;38.09748072;3.533309035;10.78238001
3;64;Buen Suceso;64024;S-15;12.97; RB86-7515 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.387;65;48;404.15;111.6939399;31.99512187;3.310515671;9.66469428
3;64;Buen Suceso;64028;S-19;2; CP88-1165 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.554833333;37;48;365.15;91.1275;59.66198256;5.499750029;10.84812623
3;64;Buen Suceso;64029;S-19A;1.23; CG02-163 ;2.2; Franco Arcilloso ; Goteo ;2122;0.4365;33;48;342.55;97.53252033;85.11578752;7.869976463;10.81525312
3;83;Buen Suceso Nø02;83001;A-01;19.14; CP72-2086 ;2.2; Arcilloso ; Goteo ;2122;0.196833333;25;48;1187.4;121.974117;95.71476322;8.931420544;10.71663379
3;83;Buen Suceso Nø02;83007;B-01;25.45; RB86-7515 ;2.2; Arcilloso ; Goteo ;2122;0.388833333;33;48;940.75;112.7677092;62.71755194;5.678178363;11.04536489
3;22;Buen Suceso Nø03;22001;BS-0101;19.29; RB86-7515 ;2.2; Franco Arcilloso ; Goteo ;2122;0.233;52;31;618.3;106.841887;102.5460464;9.041886178;11.34122288
3;22;Buen Suceso Nø03;22004;BS-0104;28.59; RB86-7515 ;2.2; Franco Arcilloso ; Goteo ;2122;0.459166667;58;31;770;108.1610703;87.40990798;7.774881289;11.24260355
3;22;Buen Suceso Nø03;22024;BS-0109;3; CG02-163 ;2.2; Franco Arcilloso ; Goteo ;2122;0.214333333;47;31;102.2;106.8291333;87.77778786;8.266874014;10.61801446
3;22;Buen Suceso Nø03;22009;BS-0201;40.51; CG04-10295 ;2.2; Franco Arcilloso ; Goteo ;2122;0.2415;47;31;893.72;108.2001284;78.03440651;6.86071285;11.37409599
3;22;Buen Suceso Nø03;22017;BS-0209;31.24; CG02-163 ;2.2; Franco Arcilloso ; Secano ;2122;0.518666667;63;31;930.21;106.7839309;80.07632523;7.164475922;11.17685733
3;65;El Modelo;65012;MOD M-01;26.04; CP72-2086 ;2.2; Franco Arenoso ; Secano ;2122;0.345166667;45;30.5;1092;79.26824885;107.9667658;9.833380287;10.97961867
3;65;El Modelo;65018;MOD M-07;30.35; CP88-1165 ;2.2; Franco Arenoso ; Secano ;2122;0.291416667;65;30.5;764;135.8607644;114.6575418;10.22839419;11.20973044
3;65;El Modelo;65001;MOD-01;46.05; CP72-2086 ;2.2; Franco Arcilloso ; Goteo ;2122;;0;32.5;1455.05;120.0127566;113.2129684;10.01144912;11.30834977
3;65;El Modelo;65004;MOD-04;31.08; CP72-2086 ;2.2; Franco Arenoso ; Goteo ;2122;0.230633333;51;32.5;853.95;116.3241055;70.51479771;6.235639961;11.30834977
3;65;El Modelo;65007;MOD-07;8.16; CP72-2086 ;2.2; Franco Arenoso ; Goteo ;2122;;38;32.5;219.3;63.41973039;48.81877069;3.685029787;13.24786325
3;72;La Chinampa;72001;CH-01;16.36; CP00-1101 ;2.2; Franco ; Goteo ;2122;0.285666667;46;19.5;889.9;125.3996088;116.0215526;9.998231243;11.60420776
3;72;La Chinampa;72003;CH-03;12.83; CP88-1165 ;2.2; Franco ; Goteo ;2122;0.437;29;19.5;409.63;117.5116602;97.56617318;9.795257386;9.960552268
3;72;La Chinampa;72005;CH-05;3; CP88-1165 ;2.2; Franco ; Goteo ;2122;0.26075;43;19.5;412.1;139.8579333;162.3782481;14.19409858;11.43984221
3;72;La Chinampa;72007;CH-07;47.98; CP88-1165 ;2.2; Franco ; Goteo ;2122;0.2485;51;22.5;2312.65;98.30238433;105.1147586;9.058331326;11.60420776
3;72;La Chinampa;72015;CH-15;5.13; CP72-2086 ;2.2; Franco ; Goteo ;2122;0.2855;39;22.5;319.5;87.07922027;91.58624411;9.10475015;10.0591716
3;72;La Chinampa;72016;CH-16;10.71; CP08-2256 ;2.2; Franco ; Goteo ;2122;0.285666667;32;22.5;578;108.6666106;124.7549063;10.5711539;11.80144642
3;72;La Chinampa;72017;CH-17;3.51; CP72-2086 ;2.2; Franco ; Goteo ;2122;0.553833333;38;22.5;547.7;92.07447293;116.47581;9.760865402;11.93293886
3;72;La Chinampa;72018;CH-18;9.4; CP72-2086 ;2.2; Franco ; Goteo ;2122;0.3765;37;22.5;319.4;129.1165106;114.8213027;11.45201321;10.02629849
3;72;La Chinampa;72020;CH-20;3.82; CP72-2086 ;1.9; Franco ; Goteo ;2122;0.2645;25;22.5;306.3;121.5396859;113.5143566;10.36968988;10.94674556
3;67;La Cholpa;67001;CHOLP01-01;47.01; RB86-7515 ;1.65; Franco Arcilloso ; Gravedad ;2122;;0;33;0;110.5;66.7931335;8.34434136;8.004602235
3;67;La Cholpa;67008;CHOLP02-01;37.15; RB86-7515 ;1.65; Franco Arcilloso ; Goteo ;2122;;0;33;0;110.5;68.0370439;8.464976996;8.037475345
3;86;La Concha;86001;CONCHA-01;25.53; Otras ;1.65; Franco ; Goteo ;2122;;21;33.5;763.87;101.876036;86.00750517;7.928328204;10.84812623
3;86;La Concha;86002;CONCHA-02;12.04; CP72-2086 ;1.6; Franco ; Goteo ;2122;0.264666667;45;33.5;515.36;102.4390199;93.91573377;8.872411867;10.58514135
3;86;La Concha;86003;CONCHA-03;6.35; CP89-2143 ;1.5; Franco ; Goteo ;2122;;23;33.5;483.18;65.29102362;52.50677229;4.945065055;10.61801446
3;39;San Antonio Nandayosi;39001;SA-0101;49.46; CP89-2143 ;2.2; Franco Arcilloso ; Goteo ;2122;0.444166667;48;53;723.02;140.1993368;82.04578641;7.751033611;10.58514135
3;39;San Antonio Nandayosi;39011;SA-0111;33.07; CP89-2143 ;2.2; Franco Arcilloso ; Goteo ;2122;0.407666667;44;53;478.89;125.2436347;90.46761759;8.546661264;10.58514135
3;39;San Antonio Nandayosi;39021;SA-0121;16.41; CP89-2143 ;2.2; Franco Arcilloso ; Goteo ;2122;0.438833333;47;55;205.19;119.4193419;71.34822977;6.761411681;10.55226824
3;43;San Francisco Palo Alto;43001;SFPA-01;24.58; CP89-2143 ;2.2; Franco Arcilloso ; Goteo ;2122;0.429333333;56;43.5;737.6;112.6412937;78.97438236;7.437773101;10.61801446
3;43;San Francisco Palo Alto;43005;SFPA-03A;4.09; CP89-2143 ;2.2; Franco Arcilloso ; Goteo ;2122;0.434666667;65;43.5;222.3;124.562445;80.8280384;7.612349623;10.61801446
3;43;San Francisco Palo Alto;43004;SFPA-04;9.37; CP89-2143 ;2.2; Franco Arcilloso ; Goteo ;2122;0.336666667;48;43.5;398.8;141.0352615;100.7315122;9.486850162;10.61801446
3;66;San Joaquin;66017;GLORIA-01;20.72; RB86-7515 ;1.65; Arcilloso ; Mini Aspersi¢n ;2122;;0;65;0;110.5;32.00585781;3.990238502;8.02103879
3;82;San Ram¢n;82001;SR-01;26.46; CG02-163 ;1.9; Franco Arcillo Arenoso ; Goteo ;2122;0.371333333;33;41.5;1627.7;111.4070295;77.8704513;7.008340617;11.11111111
3;82;San Ram¢n;82009;SR-08;7.7; CP72-2086 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.382333333;33;41.5;639.5;84.98566234;52.91991894;4.77692562;11.078238
3;82;San Ram¢n;82012;SR-11;2.81; CG02-163 ;2.2; Franco Arcillo Arenoso ; Goteo ;2122;0.287;34;41.5;723.7;112.7782918;55.39870639;4.985883575;11.11111111
3;85;Santa Isabel;85001;STA I-01;24.61; CP88-1165 ;2.2; Franco ; Goteo ;2122;0.28225;48;54;926.3;101.3357172;89.27084455;6.655929145;13.4122288
3;85;Santa Isabel;85006;STA I-06;28.11; RB86-7515 ;2.2; Franco ; Goteo ;2122;;0;54;1197;101.9179082;107.1114555;9.52728209;11.24260355
3;81;To¤o Lira;81001;CALA-01;9.81; CP88-1165 ;2.2; Franco Arenoso ; Goteo ;2122;0.338666667;38;87;1217.47;152.6045464;75.3243506;6.56552076;11.47271532
3;81;To¤o Lira;81002;CALA-02;4.65; RB86-7515 ;2.2; Franco Arenoso ; Goteo ;2122;0.503833333;52;87;683.9;161.4543226;116.0145318;10.11221219;11.47271532
3;81;To¤o Lira;81003;CALA-03;6.62; CP72-2086 ;2.2; Franco Arenoso ; Goteo ;2122;0.4075;44;87;666.6;147.0117825;92.43456086;8.056903557;11.47271532
3;60;Vasconia;60007;ANIMAS-02;72.78; CP72-2086 ;1.9; Arcilloso ; Goteo ;2122;0.311333333;44;62;821.76;82.59896125;52.77249984;5.212141056;10.12491782
3;60;Vasconia;60015;ANIMAS-06;7.26; CP72-2086 ;2.2; Arcilloso ; Gravedad ;2122;;46;62;370.68;68.74198347;53.00770461;5.135332402;10.32215648
3;60;Vasconia;60016;ANIMAS-06A;13.28; NA56-42 ;2.2; Arcilloso ; Gravedad ;2122;0.297333333;40;95;240.55;89.34822289;64.55378535;5.897075527;10.94674556
3;60;Vasconia;60042;GBO-01;24; RB86-7515 ;1.65; Franco Arcillo Arenoso ; Gravedad ;2122;;0;60;0;110.5;37.52334114;4.687720893;8.004602235
3;60;Vasconia;60050;GBO-05;24.41; RB86-7515 ;2.2; Franco Arcilloso ; Gravedad ;2122;;58;75;1453.45;120.0287997;47.35203367;4.338701399;10.91387245
3;60;Vasconia;60001;GTE-01;20.8; CP72-2086 ;2.2; Franco Arcilloso ; Gravedad ;2122;;66;62;655.78;103.23;64.85013465;6.032847388;10.7495069
3;60;Vasconia;60056;GTE-01A;19.86; CP72-2086 ;2.2; Franco Arcilloso ; Gravedad ;2122;;0;95;85.4;110.5;59.41098718;5.443621175;10.91387245
3;60;Vasconia;60003;GTE-03;14.09; CP72-2086 ;2.2; Franco ; Gravedad ;2122;0.501833333;45;95;316.53;116.5064017;72.20571364;6.596089516;10.94674556
3;60;Vasconia;60018;MOJON-01;8.14; CP72-2086 ;1.9; Franco Arcilloso ; Gravedad ;2122;0.492833333;71;62;260.4;97.56781327;89.57557233;8.384273571;10.68376068
3;60;Vasconia;60019;MOJON-02;30.84; RB84-5210 ;2.2; Franco Arcilloso ; Gravedad ;2122;0.130833333;31;62;744.41;87.4443904;60.88174332;6.052361541;10.0591716
3;60;Vasconia;60055;MOJON-02A;7.58; RB84-5210 ;2.2; Franco Arcilloso ; Gravedad ;2122;0.36;32;62;186.72;104.2575462;30.8636464;3.058215386;10.09204471
3;60;Vasconia;60022;PRESA SEC-02;20.02; CP72-2086 ;2.2; Arcilloso ; Gravedad ;2122;0.395;38;95;620.05;79.54564436;69.13120717;6.09556905;11.34122288
3;60;Vasconia;60036;SARZAL-01;10.76; CP72-2086 ;1.9; Franco ; Gravedad ;2122;0.409666667;35;95;899.49;103.0557621;85.13428829;7.234036452;11.76857331
3;60;Vasconia;60037;SARZAL-02;17.45; RB86-7515 ;2.2; Arcilloso ; Gravedad ;2122;;53;95;611.8;120.0668309;32.6675014;3.002251941;10.88099934
3;60;Vasconia;60040;SARZAL-04;4.7; RB86-7515 ;2.4; Franco Arcilloso ; Gravedad ;2122;0.421166667;54;95;282.23;119.9722553;46.7510491;4.283635282;10.91387245
3;60;Vasconia;60027;SITIO-01;18.49; CP72-2086 ;2.2; Arcilloso ; Gravedad ;2122;;42;95;326.61;120.0167658;35.14905929;3.191744429;11.01249178
3;60;Vasconia;60028;SITIO-02;18.57; CP88-1165 ;2.4; Arcilloso ; Gravedad ;2122;0.472333333;39;62;652.28;82.72894992;65.27092049;5.909349409;11.04536489
3;60;Vasconia;60029;SITIO-03;17.95; CP88-1165 ;2.4; Arcilloso ; Gravedad ;2122;0.2185;39;62;641.89;120.011532;71.08296179;6.195827214;11.47271532
3;60;Vasconia;60030;SITIO-04;9.76; CP88-1165 ;2.4; Franco Arcilloso ; Gravedad ;2122;0.474333333;36;61;434.15;84.11190574;68.03837872;6.178290987;11.01249178
3;60;Vasconia;60031;SITIO-05;18.81; CP89-2143 ;2.2; Franco ; Gravedad ;2122;0.239833333;42;61;824.58;135.6717916;108.5384894;9.975047874;10.88099934
3;60;Vasconia;60033;SITIO-07;6.06; CP72-2086 ;1.9; Franco Arcillo Arenoso ; Gravedad ;2122;0.418166667;42;61;379;110;102.7454557;9.414207112;10.91387245
