idnax;fecha imagen;ID;CAMPO;FINCA;ZONA;MANDADOR;ZAFRA 20-21;variedad;soca;edad;zona eco;zonas;fs;tipo riego;area;activo;nubosidad;leyenda 08 NDVI 2 (con nubes);valor 08 NDVI 2 (con nubes);leyenda 09 Nivel de NDVI óptimo;valor 09 Nivel de NDVI óptimo;leyenda 10 Anomalías;valor 10 Anomalías;leyenda 11 Necesidades de Nitrógeno;valor 11 Necesidades de Nitrógeno;leyenda 12 Producción;valor 12 Producción;leyenda 13 Maduración;valor 13 Maduración;leyenda 14 Maduración 2 (con nubes);valor 14 Maduración 2 (con nubes);leyenda 15 Cosecha;valor 15 Cosecha;leyenda Biomasa (m2 caña/m2);valor Biomasa (m2 caña/m2);leyenda Biomasa 2 (con nubes);valor Biomasa 2 (con nubes);leyenda Clorofila (mg/cm2);valor Clorofila (mg/cm2);leyenda Contenido de agua (mg/cm2);valor Contenido de agua (mg/cm2);leyenda Contenido de agua 2 (con nubes);valor Contenido de agua 2 (con nubes);leyenda Evolución hídrica;valor Evolución hídrica;leyenda NDVI;valor NDVI;leyenda Nivel de agua óptimo;valor Nivel de agua óptimo;leyenda Nivel de biomasa óptimo;valor Nivel de biomasa óptimo;leyenda Nivel de clorofila óptimo;valor Nivel de clorofila óptimo;leyenda msavi2;valor msavi2;leyenda ndwi;valor ndwi
236610;2022-05-28;530243;B-05;MONTELIMAR;ZONA_1;;;CP722086;5.0;3.0;;ZONA_1;2023-03-18;2.0;1.5598;True;0.0516;0.1-0.2;0.1994;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0588;BAJA;0.2409;;;;;Crecimiento;4.0;0.4;0.2216;0.4;0.2216;15-20;15.835;0.005;0.0035;0.005;0.0035;5 dias perdiendo agua;-1.0408;0.1-0.2;0.1944;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.3987;0-0.4;0.2844
236611;2022-05-28;530244;B-05;MONTELIMAR;ZONA_1;;;CP722086;5.0;3.0;;ZONA_1;2023-03-18;2.0;1.8378;True;0.2097;0.1-0.2;0.1916;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0443;BAJA;0.2351;;;;;Crecimiento;4.0;0.4;0.251;0.4;0.2605;10-15;11.8752;0.0025;0.0024;0.005;0.0028;10 dias perdiendo agua;-2.9486;0.1-0.2;0.1806;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.4139;0-0.4;0.2741
236612;2022-05-28;530245;B-05;MONTELIMAR;ZONA_1;;;CP722086;5.0;3.0;;ZONA_1;2023-03-18;2.0;1.6931;True;0.0651;0.1-0.2;0.1871;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0571;BAJA;0.2594;;;;;Crecimiento;4.0;0.2;0.1782;0.2;0.1791;15-20;15.3729;0.0025;0.0018;0.0025;0.0018;15 dias perdiendo agua;-3.0;0.1-0.2;0.1817;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.4034;0-0.4;0.2718
236613;2022-05-28;530246;B-05;MONTELIMAR;ZONA_1;;;CP722086;5.0;3.0;;ZONA_1;2023-03-18;2.0;1.7834;True;0.1073;0.1-0.2;0.1684;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0308;BAJA;0.2746;;;;;Crecimiento;4.0;0.4;0.3295;0.4;0.3927;5-10;8.2887;0.005;0.0028;0.005;0.003;15 dias perdiendo agua;-3.0;0.1-0.2;0.1586;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.4396;0-0.4;0.2372
236614;2022-05-28;530247;B-05;MONTELIMAR;ZONA_1;;;CP722086;5.0;3.0;;ZONA_1;2023-03-18;2.0;1.4495;True;0.0685;0.1-0.2;0.1785;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0474;BAJA;0.22;;;;;Crecimiento;4.0;0.4;0.2326;0.4;0.2326;10-15;12.7651;0.0025;0.0023;0.0025;0.0023;5 dias perdiendo agua;-1.0;0.1-0.2;0.1737;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.4176;0-0.4;0.2734
236615;2022-05-28;530248;B-05;MONTELIMAR;ZONA_1;;;CP722086;5.0;3.0;;ZONA_1;2023-03-18;2.0;1.6831;True;0.186;0.1-0.2;0.1889;-30% del optimo;1.0;1 imagen con exceso;0.0643;Critico;0.035;BAJA;0.2504;;;;;Crecimiento;4.0;0.4;0.233;0.4;0.2417;5-10;9.4161;0.0025;0.0012;0.0025;0.0014;5 dias perdiendo agua;-1.0497;0.1-0.2;0.1742;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.4194;0-0.4;0.2569
236616;2022-05-28;530249;B-05;MONTELIMAR;ZONA_1;;;CP722086;5.0;3.0;;ZONA_1;2023-03-18;2.0;1.4284;True;0.2153;0.1-0.2;0.1749;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0291;BAJA;0.2543;;;;;Crecimiento;4.0;0.4;0.2937;0.4;0.3673;5-10;7.8321;0.0025;0.001;0.0025;0.0023;5 dias perdiendo agua;-1.0435;0.1-0.2;0.1533;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.4412;0-0.4;0.2405
236618;2022-05-28;530271;B-08;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-20;2.0;1.0561;True;0.066;0.7-0.8;0.7074;+30% del optimo;4.9697;Sin incidencia;0.0;Normal;0.9933;NORMAL;0.8463;0.7;0.6716;0.7;0.6716;Ya cosechado;0.0;2.8;2.3812;2.8;2.3812;100-150;106.4383;0.06;0.0502;0.06;0.0502;10 dias perdiendo agua;-2.9697;0.7-0.8;0.7023;+30% del optimo;4.9596;+30% del optimo;4.9394;+30% del optimo;4.9596;0-0.2;0.0;0.575-0.6;0.5874
236619;2022-05-28;530272;B-08;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-20;2.0;1.4704;True;0.0743;0.6-0.7;0.6762;+30% del optimo;5.0;Sin incidencia;0.0;Normal;1.0;NORMAL;0.7557;0.7;0.6726;0.7;0.6726;Ya cosechado;0.0;2.2;2.1391;2.2;2.1391;75-100;85.829;0.05;0.0491;0.05;0.0491;15 dias perdiendo agua;-3.0;0.6-0.7;0.6712;+30% del optimo;5.0;+30% del optimo;5.0;+30% del optimo;5.0;0-0.2;-0.0527;0.55-0.575;0.5593
236620;2022-05-28;530273;B-08;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-20;2.0;1.6246;True;0.325;0.6-0.7;0.6773;+30% del optimo;4.9803;Sin incidencia;0.0;Normal;0.996;NORMAL;0.7909;0.8;0.7586;0.9;0.826;Ya cosechado;0.0;2.8;2.4533;2.8;2.4264;100-150;112.3792;0.06;0.0585;0.06;0.0569;Ganando o manteniendo agua;0.0;0.6-0.7;0.6731;+30% del optimo;4.9868;+30% del optimo;4.9605;+30% del optimo;4.963;0-0.2;-0.0344;0.55-0.575;0.5701
236621;2022-05-28;530274;B-08;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-20;2.0;1.3354;True;0.0376;0.7-0.8;0.705;+30% del optimo;5.0;Sin incidencia;0.0;Normal;1.0;NORMAL;0.8525;0.7;0.6404;0.7;0.6404;Ya cosechado;0.0;2.8;2.3848;2.8;2.3848;100-150;105.2294;0.06;0.052;0.06;0.052;15 dias perdiendo agua;-3.0;0.7-0.8;0.7002;+30% del optimo;5.0;+30% del optimo;5.0;+30% del optimo;5.0;0-0.2;-0.0078;0.575-0.6;0.5838
236622;2022-05-28;530275;B-08;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-20;2.0;1.8954;True;0.0476;0.7-0.8;0.7054;+30% del optimo;5.0;Sin incidencia;0.0;Normal;1.0;NORMAL;0.7487;0.7;0.6972;0.7;0.6972;Ya cosechado;0.0;2.8;2.3928;2.8;2.3928;100-150;109.336;0.06;0.0522;0.06;0.0522;Ganando o manteniendo agua;-0.0333;0.7-0.8;0.7007;+30% del optimo;5.0;+30% del optimo;4.9611;+30% del optimo;5.0;0-0.2;-0.0084;0.575-0.6;0.5894
236623;2022-05-28;530276;B-08;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-20;2.0;1.8587;True;0.4811;0.6-0.7;0.6413;+30% del optimo;5.0;Sin incidencia;0.0;Normal;1.0;BAJA;0.681;0.7;0.6263;0.8;0.7334;Ya cosechado;0.0;2.2;2.1273;2.2;2.0694;75-100;91.8509;0.05;0.0467;0.05;0.0455;15 dias perdiendo agua;-3.0;0.6-0.7;0.6322;+30% del optimo;5.0;+30% del optimo;4.8864;+30% del optimo;5.0;0-0.2;-0.0484;0.55-0.575;0.5585
236624;2022-05-28;530277;B-08;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-20;2.0;1.1612;True;0.0435;0.6-0.7;0.6961;+30% del optimo;5.0;Sin incidencia;0.0;Normal;1.0;BAJA;0.6848;0.8;0.7197;0.8;0.7197;Ya cosechado;0.0;2.8;2.3236;2.8;2.3236;100-150;109.2491;0.06;0.0557;0.06;0.0557;Ganando o manteniendo agua;-0.0273;0.6-0.7;0.6906;+30% del optimo;5.0;+30% del optimo;4.8091;+30% del optimo;5.0;0-0.2;-0.0435;0.575-0.6;0.5805
236625;2022-05-28;530278;B-08;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-20;2.0;1.2417;True;0.0407;0.7-0.8;0.7275;+30% del optimo;5.0;Sin incidencia;0.0;Normal;1.0;NORMAL;0.7138;0.7;0.6304;0.7;0.6304;Ya cosechado;0.0;2.8;2.7103;2.8;2.7103;100-150;140.379;0.07;0.0644;0.07;0.0644;Ganando o manteniendo agua;0.0;0.7-0.8;0.7223;+30% del optimo;5.0;+30% del optimo;4.9322;+30% del optimo;5.0;0-0.2;0.0019;0.6-0.625;0.6134
236626;2022-05-28;530281;B-09;MONTELIMAR;ZONA_1;;;CG0410295;4.0;6.0;;ZONA_1;2022-12-20;2.0;0.3815;True;0.9211;0.7-0.8;0.7032;Optimo;3.7941;Sin incidencia;0.0;Muy Alto;0.4438;NORMAL;0.7071;;;;;Crecimiento;4.0;1.8;1.7067;2.8;2.3753;50-75;72.78;0.06;0.0547;0.05;0.0486;15 dias perdiendo agua;-3.0;0.5-0.6;0.5533;Optimo;4.0;Optimo;3.7353;-30% del optimo;1.0;0-0.2;-0.1967;0.45-0.5;0.4843
236627;2022-05-28;530282;B-09;MONTELIMAR;ZONA_1;;;CG0410295;4.0;6.0;;ZONA_1;2022-12-20;2.0;0.6182;True;1.0;0.7-0.8;0.7263;Optimo;4.0;;;;;BAJA;0.66;;;;;Crecimiento;4.0;;;2.8;2.56;;;;;0.06;0.052;15 dias perdiendo agua;-3.0;;;Optimo;4.0;Optimo;4.0;;;;;;
236628;2022-05-28;530283;B-09;MONTELIMAR;ZONA_1;;;CG0410295;4.0;6.0;;ZONA_1;2022-12-20;2.0;0.669;True;0.1618;0.6-0.7;0.6485;-10% del optimo;2.9206;Sin incidencia;0.0;Alto;0.5825;NORMAL;0.8219;;;;;Crecimiento;4.0;2.2;1.9182;2.2;1.9175;75-100;95.5196;0.07;0.0657;0.07;0.0648;Ganando o manteniendo agua;0.0;0.6-0.7;0.6439;+30% del optimo;4.4762;-10% del optimo;2.1905;-30% del optimo;1.0;0-0.2;-0.1644;0.525-0.55;0.5419
236629;2022-05-28;530284;B-09;MONTELIMAR;ZONA_1;;;CG0410295;4.0;6.0;;ZONA_1;2022-12-20;2.0;0.6062;True;0.9322;0.6-0.7;0.6754;-10% del optimo;2.9818;Sin incidencia;0.0;Muy Alto;0.3418;BAJA;0.6518;;;;;Crecimiento;4.0;1.8;1.485;2.2;2.0553;50-75;56.0525;0.05;0.0408;0.05;0.0456;Ganando o manteniendo agua;0.0;0.6-0.7;0.62;Optimo;3.9091;-10% del optimo;2.8545;-30% del optimo;1.0;0-0.2;-0.19;0.525-0.55;0.5264
236630;2022-05-28;530291;B-10;MONTELIMAR;ZONA_1;;;CP722086;5.0;6.0;;ZONA_1;2022-12-20;2.0;1.3862;True;0.1304;0.6-0.7;0.6638;Optimo;3.3817;Sin incidencia;0.0;Muy Alto;0.3878;CRITICA;0.1955;;;;;Crecimiento;4.0;2.2;2.1405;2.2;2.1379;75-100;98.167;0.06;0.0573;0.06;0.0568;Ganando o manteniendo agua;0.0;0.6-0.7;0.6598;Optimo;3.0992;-20% del optimo;1.1679;-30% del optimo;1.0;0-0.2;-0.0932;0.55-0.575;0.5583
236631;2022-05-28;530292;B-10;MONTELIMAR;ZONA_1;;;CP722086;5.0;6.0;;ZONA_1;2022-12-20;2.0;1.2925;True;0.1562;0.6-0.7;0.6851;Optimo;3.7;Sin incidencia;0.0;Muy Alto;0.4507;BAJA;0.2137;;;;;Crecimiento;4.0;2.8;2.2774;2.8;2.2747;100-150;114.0819;0.07;0.0651;0.07;0.0643;Ganando o manteniendo agua;0.0;0.6-0.7;0.6813;Optimo;3.825;-20% del optimo;1.4833;-20% del optimo;1.0185;0-0.2;-0.0806;0.575-0.6;0.578
236632;2022-05-28;530293;B-10;MONTELIMAR;ZONA_1;;;CP722086;5.0;6.0;;ZONA_1;2022-12-20;2.0;1.8164;True;0.0546;0.7-0.8;0.7026;Optimo;3.7572;Sin incidencia;0.0;Alto;0.5144;BAJA;0.2048;;;;;Crecimiento;4.0;2.8;2.487;2.8;2.487;100-150;130.2002;0.06;0.0554;0.06;0.0554;Ganando o manteniendo agua;0.0;0.6-0.7;0.6977;Optimo;3.0636;-20% del optimo;1.9653;-20% del optimo;1.0694;0-0.2;-0.0176;0.6-0.625;0.6076
236633;2022-05-28;530294;B-10;MONTELIMAR;ZONA_1;;;CP722086;5.0;6.0;;ZONA_1;2022-12-20;2.0;1.6638;True;0.0359;0.7-0.8;0.7024;Optimo;3.7516;Sin incidencia;0.0;Alto;0.5007;BAJA;0.2211;;;;;Crecimiento;4.0;2.8;2.4068;2.8;2.4068;100-150;126.7463;0.07;0.0618;0.07;0.0618;Ganando o manteniendo agua;0.0;0.6-0.7;0.6976;Optimo;3.6211;-20% del optimo;1.9255;-20% del optimo;1.0248;0-0.2;-0.0494;0.575-0.6;0.599
236634;2022-05-28;530321;B-13;MONTELIMAR;ZONA_1;;;CG02163;0.0;2.0;;ZONA_1;2023-04-20;2.0;0.3102;True;1.0;0.5-0.6;0.5873;-10% del optimo;3.0;;;;;BAJA;0.3154;;;;;Ya cosechado;0.0;;;1.8;1.59;;;;;0.03;0.03;Ganando o manteniendo agua;0.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236635;2022-05-28;530322;B-13;MONTELIMAR;ZONA_1;;;CG02163;0.0;2.0;;ZONA_1;2023-04-20;2.0;0.3519;True;1.0;0.5-0.6;0.5775;-20% del optimo;2.0;;;;;BAJA;0.2567;;;;;Ya cosechado;0.0;;;1.8;1.43;;;;;0.03;0.028;Ganando o manteniendo agua;0.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236636;2022-05-28;530323;B-13;MONTELIMAR;ZONA_1;;;CG02163;0.0;2.0;;ZONA_1;2023-04-20;2.0;0.4002;True;1.0;0.6-0.7;0.6195;-10% del optimo;2.9722;;;;;BAJA;0.3003;;;;;Ya cosechado;0.0;;;1.8;1.5661;;;;;0.03;0.029;Ganando o manteniendo agua;0.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236637;2022-05-28;530324;B-13;MONTELIMAR;ZONA_1;;;CG02163;0.0;2.0;;ZONA_1;2023-04-20;2.0;0.3997;True;1.0;0.6-0.7;0.6074;-10% del optimo;3.0;;;;;BAJA;0.27;;;;;Ya cosechado;0.0;;;1.8;1.56;;;;;0.03;0.03;Ganando o manteniendo agua;0.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236638;2022-05-28;530341;B-15;MONTELIMAR;ZONA_1;;;RB867515;2.0;4.0;;ZONA_1;2023-02-02;2.0;2.0658;True;0.0485;0.5-0.6;0.5982;Optimo;3.797;Sin incidencia;0.0;Alto;0.626;BAJA;0.3489;;;;;Ya cosechado;0.0;1.8;1.7362;1.8;1.7357;75-100;80.0105;0.06;0.055;0.06;0.055;Ganando o manteniendo agua;0.0;0.5-0.6;0.5934;+30% del optimo;4.6599;Optimo;3.665;-20% del optimo;1.2704;0-0.2;-0.205;0.5-0.525;0.5088
236639;2022-05-28;530342;B-15;MONTELIMAR;ZONA_1;;;RB867515;2.0;4.0;;ZONA_1;2023-02-02;2.0;1.594;True;0.275;0.5-0.6;0.5024;-10% del optimo;2.3077;Sin incidencia;0.0;Muy Alto;0.4041;BAJA;0.3045;;;;;Ya cosechado;0.0;1.4;1.3879;1.4;1.377;50-75;51.5784;0.05;0.0416;0.05;0.0401;Ganando o manteniendo agua;0.0;0.4-0.5;0.498;Optimo;3.7483;-10% del optimo;2.0559;-30% del optimo;1.0;0-0.2;-0.2694;0.4-0.45;0.4364
236640;2022-05-28;530343;B-15;MONTELIMAR;ZONA_1;;;RB867515;2.0;4.0;;ZONA_1;2023-02-02;2.0;1.9391;True;0.3679;0.5-0.6;0.5639;Optimo;3.3904;Sin incidencia;0.0;Alto;0.5365;BAJA;0.2778;;;;;Ya cosechado;0.0;1.8;1.6042;1.8;1.5763;50-75;68.4727;0.06;0.0533;0.06;0.0518;Ganando o manteniendo agua;0.0;0.5-0.6;0.5714;+30% del optimo;4.4011;Optimo;3.139;-30% del optimo;1.0;0-0.2;-0.2358;0.45-0.5;0.4819
236641;2022-05-28;530344;B-15;MONTELIMAR;ZONA_1;;;RB867515;2.0;4.0;;ZONA_1;2023-02-02;2.0;1.7352;True;0.2874;0.4-0.5;0.4988;-10% del optimo;2.25;Sin incidencia;0.0;Muy Alto;0.4103;BAJA;0.2684;;;;;Ya cosechado;0.0;1.8;1.4235;1.8;1.4148;50-75;52.3645;0.05;0.0427;0.05;0.0415;Ganando o manteniendo agua;0.0;0.4-0.5;0.4953;Optimo;3.881;-10% del optimo;2.1845;-30% del optimo;1.0;0-0.2;-0.2622;0.4-0.45;0.4274
236642;2022-05-28;530345;B-15;MONTELIMAR;ZONA_1;;;RB867515;2.0;4.0;;ZONA_1;2023-02-02;2.0;1.6918;True;0.9048;0.4-0.5;0.4799;-20% del optimo;1.9006;Sin incidencia;0.0;Muy Alto;0.2727;BAJA;0.2048;;;;;Ya cosechado;0.0;1.2;1.1263;1.2;1.1398;30-35;34.8031;0.035;0.0311;0.03;0.0257;Ganando o manteniendo agua;0.0;0.3-0.4;0.3988;-20% del optimo;1.1304;-20% del optimo;1.0186;-30% del optimo;1.0;0-0.2;-0.2994;0-0.4;0.355
236643;2022-05-28;530351;B-16;MONTELIMAR;ZONA_1;;;RB867515;1.0;3.0;;ZONA_1;2023-03-18;2.0;1.4038;True;0.3191;0.3-0.4;0.3027;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0996;CRITICA;0.1278;;;;;Ya cosechado;0.0;0.6;0.5089;0.6;0.4989;20-25;20.3655;0.0125;0.0124;0.015;0.0128;Ganando o manteniendo agua;0.0;0.2-0.3;0.2968;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.3574;0-0.4;0.3314
236644;2022-05-28;530352;B-16;MONTELIMAR;ZONA_1;;;RB867515;1.0;3.0;;ZONA_1;2023-03-18;2.0;1.2367;True;0.0488;0.4-0.5;0.418;-20% del optimo;1.0085;Sin incidencia;0.0;Critico;0.1627;BAJA;0.3121;;;;;Ya cosechado;0.0;1;0.91;1;0.91;30-35;33.2629;0.02;0.0189;0.02;0.0189;Ganando o manteniendo agua;0.0;0.4-0.5;0.4132;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.2985;0-0.4;0.3998
236645;2022-05-28;530361;B-17;MONTELIMAR;ZONA_1;;;CP722086;1.0;3.0;;ZONA_1;2023-03-18;2.0;1.5034;True;0.3974;0.2-0.3;0.2192;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0606;CRITICA;0.1259;;;;;Ya cosechado;0.0;0.6;0.4315;0.6;0.4345;10-15;12.4051;0.0125;0.0121;0.0125;0.0124;Ganando o manteniendo agua;0.0;0.2-0.3;0.2033;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.4154;0-0.4;0.2651
236646;2022-05-28;530362;B-17;MONTELIMAR;ZONA_1;;;CP722086;1.0;3.0;;ZONA_1;2023-03-18;2.0;0.8461;True;0.119;0.2-0.3;0.2425;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.1053;BAJA;0.2019;;;;;Ya cosechado;0.0;0.8;0.6795;0.8;0.6795;20-25;21.5259;0.025;0.0205;0.025;0.0205;Ganando o manteniendo agua;0.0;0.2-0.3;0.2373;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.4134;0-0.4;0.2806
236647;2022-05-28;530363;B-17;MONTELIMAR;ZONA_1;;;CP722086;1.0;3.0;;ZONA_1;2023-03-18;2.0;0.9486;True;0.9565;0.2-0.3;0.2771;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.054;CRITICA;0.191;;;;;Ya cosechado;0.0;0.6;0.4275;0.4;0.3822;10-15;13.0175;0.015;0.0137;0.015;0.013;Ganando o manteniendo agua;0.0;0.1-0.2;0.1925;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.4125;0-0.4;0.2437
236648;2022-05-28;530364;B-17;MONTELIMAR;ZONA_1;;;CP722086;1.0;3.0;;ZONA_1;2023-03-18;2.0;0.4348;True;0.1364;0.1-0.2;0.194;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0508;BAJA;0.2342;;;;;Ya cosechado;0.0;0.6;0.4197;0.6;0.4197;10-15;12.2421;0.0125;0.0122;0.0125;0.0122;Ganando o manteniendo agua;0.0;0.1-0.2;0.1882;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.4218;0-0.4;0.2644
236649;2022-05-28;530365;B-17;MONTELIMAR;ZONA_1;;;CP722086;1.0;3.0;;ZONA_1;2023-03-18;2.0;0.9493;True;1.0;0.2-0.3;0.2912;-30% del optimo;1.0;;;;;CRITICA;0.172;;;;;Ya cosechado;0.0;;;0.4;0.3703;;;;;0.0125;0.012;Ganando o manteniendo agua;0.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236650;2022-05-28;530681;D-01;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-26;3.0;1.1351;True;1.0;0.6-0.7;0.669;+30% del optimo;5.0;;;;;NORMAL;0.7812;;;1 (Comienzo);0.996;Ya cosechado;0.0;;;1.8;1.66;;;;;0.05;0.042;Ganando o manteniendo agua;0.0;;;+30% del optimo;5.0;Optimo;4.0;;;;;;
236651;2022-05-28;530682;D-01;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-26;3.0;2.0114;True;1.0;0.6-0.7;0.6847;+30% del optimo;5.0;;;;;BAJA;0.697;;;1 (Comienzo);1.0;Ya cosechado;0.0;;;1.8;1.56;;;;;0.05;0.042;Ganando o manteniendo agua;0.0;;;+30% del optimo;5.0;Optimo;4.0;;;;;;
236652;2022-05-28;530683;D-01;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-26;3.0;2.1551;True;1.0;0.6-0.7;0.6669;+30% del optimo;5.0;;;;;NORMAL;0.7136;;;1 (Comienzo);0.993;Ya cosechado;0.0;;;1.8;1.56;;;;;0.04;0.04;Ganando o manteniendo agua;0.0;;;+30% del optimo;5.0;Optimo;4.0;;;;;;
236653;2022-05-28;530684;D-01;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-26;3.0;2.2244;True;1.0;0.6-0.7;0.6689;+30% del optimo;5.0;;;;;NORMAL;0.7091;;;1 (Comienzo);1.0;Ya cosechado;0.0;;;1.8;1.5309;;;;;0.05;0.0409;Ganando o manteniendo agua;0.0;;;+30% del optimo;5.0;Optimo;4.0;;;;;;
236654;2022-05-28;530685;D-01;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-26;3.0;2.0415;True;1.0;0.6-0.7;0.663;+30% del optimo;5.0;;;;;BAJA;0.6896;;;1 (Comienzo);1.0;Ya cosechado;0.0;;;1.8;1.57;;;;;0.04;0.038;Ganando o manteniendo agua;0.0;;;+30% del optimo;5.0;Optimo;4.0;;;;;;
236655;2022-05-28;530686;D-01;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-26;3.0;2.6224;True;1.0;0.6-0.7;0.6541;+30% del optimo;5.0;;;;;NORMAL;0.7081;;;1 (Comienzo);1.0;Ya cosechado;0.0;;;1.8;1.52;;;;;0.04;0.039;Ganando o manteniendo agua;0.0;;;+30% del optimo;5.0;Optimo;4.0;;;;;;
236656;2022-05-28;530687;D-01;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-26;3.0;2.5489;True;1.0;0.6-0.7;0.6657;+30% del optimo;5.0;;;;;BAJA;0.6954;;;1 (Comienzo);1.0;Ya cosechado;0.0;;;1.8;1.62;;;;;0.05;0.041;Ganando o manteniendo agua;0.0;;;+30% del optimo;5.0;Optimo;4.0;;;;;;
236657;2022-05-28;530688;D-01;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-26;3.0;2.4735;True;1.0;0.6-0.7;0.6456;+30% del optimo;5.0;;;;;NORMAL;0.7022;;;1 (Comienzo);1.0;Ya cosechado;0.0;;;1.8;1.5;;;;;0.04;0.038;Ganando o manteniendo agua;0.0;;;+30% del optimo;5.0;Optimo;4.0;;;;;;
236658;2022-05-28;530689;D-01;MONTELIMAR;ZONA_1;;;CG0410295;3.0;6.0;;ZONA_1;2022-12-26;3.0;2.5042;True;1.0;0.6-0.7;0.6089;+30% del optimo;5.0;;;;;BAJA;0.6779;;;1 (Comienzo);0.99;Ya cosechado;0.0;;;1.4;1.31;;;;;0.035;0.035;Ganando o manteniendo agua;0.0;;;+30% del optimo;5.0;Optimo;4.0;;;;;;
236659;2022-05-28;530701;D-03;MONTELIMAR;ZONA_1;;;CP722086;2.0;6.0;;ZONA_1;2022-12-19;3.0;2.1173;True;1.0;0.7-0.8;0.714;+30% del optimo;5.0;;;;;ALTA;1.0;;;1 (Comienzo);0.993;Ya cosechado;0.0;;;2.2;2.07;;;;;0.06;0.059;Ganando o manteniendo agua;0.0;;;+30% del optimo;5.0;+30% del optimo;5.0;;;;;;
236660;2022-05-28;530702;D-03;MONTELIMAR;ZONA_1;;;CP722086;2.0;6.0;;ZONA_1;2022-12-19;3.0;2.217;True;1.0;0.7-0.8;0.7172;+30% del optimo;5.0;;;;;ALTA;1.0;;;1 (Comienzo);0.993;Ya cosechado;0.0;;;2.2;2.04;;;;;0.06;0.059;Ganando o manteniendo agua;0.0;;;+30% del optimo;5.0;+30% del optimo;5.0;;;;;;
236661;2022-05-28;530703;D-03;MONTELIMAR;ZONA_1;;;CP722086;2.0;6.0;;ZONA_1;2022-12-19;3.0;2.5515;True;1.0;0.7-0.8;0.7107;+30% del optimo;5.0;;;;;ALTA;1.0;;;1 (Comienzo);0.996;Ya cosechado;0.0;;;2.2;2.09;;;;;0.06;0.053;Ganando o manteniendo agua;0.0;;;+30% del optimo;5.0;+30% del optimo;5.0;;;;;;
