idnax;fecha imagen;ID;CAMPO;FINCA;ZONA;MANDADOR;ZAFRA 20-21;variedad;soca;edad;zona eco;zonas;fs;tipo riego;area;activo;nubosidad;leyenda 08 NDVI 2 (con nubes);valor 08 NDVI 2 (con nubes);leyenda 09 Nivel de NDVI óptimo;valor 09 Nivel de NDVI óptimo;leyenda 10 Anomalías;valor 10 Anomalías;leyenda 11 Necesidades de Nitrógeno;valor 11 Necesidades de Nitrógeno;leyenda 12 Producción;valor 12 Producción;leyenda 13 Maduración;valor 13 Maduración;leyenda 14 Maduración 2 (con nubes);valor 14 Maduración 2 (con nubes);leyenda 15 Cosecha;valor 15 Cosecha;leyenda Biomasa (m2 caña/m2);valor Biomasa (m2 caña/m2);leyenda Biomasa 2 (con nubes);valor Biomasa 2 (con nubes);leyenda Clorofila (mg/cm2);valor Clorofila (mg/cm2);leyenda Contenido de agua (mg/cm2);valor Contenido de agua (mg/cm2);leyenda Contenido de agua 2 (con nubes);valor Contenido de agua 2 (con nubes);leyenda Evolución hídrica;valor Evolución hídrica;leyenda NDVI;valor NDVI;leyenda Nivel de agua óptimo;valor Nivel de agua óptimo;leyenda Nivel de biomasa óptimo;valor Nivel de biomasa óptimo;leyenda Nivel de clorofila óptimo;valor Nivel de clorofila óptimo;leyenda msavi2;valor msavi2;leyenda ndwi;valor ndwi
236572;2022-05-28;5106516;M-08;LOMA_ALEGRE;ZONA_1;;;NA5642;6.0;5.0;;ZONA_1;2023-01-03;2.0;0.4498;True;0.1429;0.5-0.6;0.595;Optimo;3.9444;Sin incidencia;0.0;Normal;0.7824;BAJA;0.4614;;;;;Ya cosechado;0.0;1.8;1.4689;1.8;1.4689;50-75;67.6142;0.03;0.0276;0.03;0.0276;Ganando o manteniendo agua;0.0;0.5-0.6;0.5908;-10% del optimo;2.75;+30% del optimo;4.0278;-10% del optimo;2.3611;0-0.2;-0.1467;0.55-0.575;0.5509
236558;2022-05-28;510652;M-08;LOMA_ALEGRE;ZONA_1;;;NA5642;6.0;5.0;;ZONA_1;2023-01-03;2.0;0.9065;True;0.0978;0.6-0.7;0.6416;Optimo;3.8313;Sin incidencia;0.0;Normal;0.8967;BAJA;0.559;;;;;Ya cosechado;0.0;1.8;1.7776;1.8;1.7776;75-100;85.3645;0.035;0.0349;0.035;0.0349;Ganando o manteniendo agua;0.0;0.6-0.7;0.6366;Optimo;3.6145;+30% del optimo;4.6145;Optimo;3.4819;0-0.2;-0.0996;0.575-0.6;0.5902
236559;2022-05-28;510653;M-08;LOMA_ALEGRE;ZONA_1;;;NA5642;6.0;5.0;;ZONA_1;2023-01-03;2.0;0.4261;True;0.2143;0.5-0.6;0.566;Optimo;3.4848;Sin incidencia;0.0;Alto;0.689;BAJA;0.4609;;;;;Ya cosechado;0.0;1.4;1.3988;1.4;1.3988;50-75;59.5373;0.03;0.0265;0.03;0.0265;5 dias perdiendo agua;-1.0;0.5-0.6;0.5606;-10% del optimo;2.303;Optimo;3.8788;-20% del optimo;1.7879;0-0.2;-0.1791;0.525-0.55;0.5283
236560;2022-05-28;510654;M-08;LOMA_ALEGRE;ZONA_1;;;NA5642;6.0;5.0;;ZONA_1;2023-01-03;2.0;0.1677;True;0.3529;0.5-0.6;0.5853;Optimo;3.9091;Sin incidencia;0.0;Normal;0.8141;BAJA;0.5055;;;;;Ya cosechado;0.0;1.8;1.5473;1.8;1.5473;50-75;70.3491;0.03;0.0299;0.03;0.0299;Ganando o manteniendo agua;0.0;0.5-0.6;0.58;Optimo;3.1818;+30% del optimo;4.1818;-10% del optimo;2.6364;0-0.2;-0.1536;0.525-0.55;0.5486
236561;2022-05-28;510655;M-08;LOMA_ALEGRE;ZONA_1;;;NA5642;6.0;5.0;;ZONA_1;2023-01-03;2.0;0.883;True;0.1136;0.5-0.6;0.5538;Optimo;3.4872;Sin incidencia;0.0;Alto;0.6276;BAJA;0.4391;;;;;Ya cosechado;0.0;1.4;1.3288;1.4;1.3288;50-75;54.2331;0.03;0.0255;0.03;0.0255;5 dias perdiendo agua;-1.0;0.5-0.6;0.5483;-10% del optimo;2.1026;Optimo;3.8333;-20% del optimo;1.5;0-0.2;-0.1851;0.5-0.525;0.5103
236562;2022-05-28;510656;M-08;LOMA_ALEGRE;ZONA_1;;;NA5642;6.0;5.0;;ZONA_1;2023-01-03;2.0;0.3288;True;0.2059;0.5-0.6;0.5994;Optimo;3.8519;Sin incidencia;0.0;Normal;0.7749;BAJA;0.437;;;;;Ya cosechado;0.0;1.8;1.4796;1.8;1.4796;50-75;66.9607;0.03;0.0284;0.03;0.0284;Ganando o manteniendo agua;0.0;0.5-0.6;0.5948;-10% del optimo;2.8148;+30% del optimo;4.037;-10% del optimo;2.5556;0-0.2;-0.1441;0.55-0.575;0.5503
236563;2022-05-28;510657;M-08;LOMA_ALEGRE;ZONA_1;;;NA5642;6.0;5.0;;ZONA_1;2023-01-03;2.0;1.2741;True;0.0952;0.6-0.7;0.6034;Optimo;3.8158;Sin incidencia;0.0;Normal;0.7723;BAJA;0.5517;;;;;Ya cosechado;0.0;1.8;1.5484;1.8;1.5484;50-75;67.8406;0.035;0.0303;0.035;0.0303;Ganando o manteniendo agua;0.0;0.5-0.6;0.5986;-10% del optimo;2.9474;+30% del optimo;4.2895;-10% del optimo;2.4298;0-0.2;-0.1412;0.525-0.55;0.5477
236564;2022-05-28;510658;M-08;LOMA_ALEGRE;ZONA_1;;;NA5642;6.0;5.0;;ZONA_1;2023-01-03;2.0;0.4462;True;0.1489;0.6-0.7;0.6088;Optimo;3.9;Sin incidencia;0.0;Normal;0.7954;BAJA;0.4137;;;;;Ya cosechado;0.0;1.8;1.501;1.8;1.501;50-75;68.734;0.03;0.0282;0.03;0.0282;Ganando o manteniendo agua;-0.025;0.6-0.7;0.604;-10% del optimo;2.8;Optimo;4.0;-10% del optimo;2.55;0-0.2;-0.1343;0.55-0.575;0.5528
236565;2022-05-28;510659;M-08;LOMA_ALEGRE;ZONA_1;;;NA5642;6.0;5.0;;ZONA_1;2023-01-03;2.0;0.8325;True;0.0706;0.5-0.6;0.5651;Optimo;3.4684;Sin incidencia;0.0;Alto;0.6772;BAJA;0.4132;;;;;Ya cosechado;0.0;1.4;1.3847;1.4;1.3847;50-75;58.5225;0.03;0.0267;0.03;0.0267;Ganando o manteniendo agua;0.0;0.5-0.6;0.5603;-10% del optimo;2.4051;Optimo;3.8987;-20% del optimo;1.8228;0-0.2;-0.1752;0.525-0.55;0.5303
235420;2022-05-28;510701;M-08A;LOMA_ALEGRE;ZONA_1;;;CP722086;5.0;5.0;;ZONA_1;2023-01-04;2.0;2.5586;True;0.0586;0.6-0.7;0.6292;Optimo;3.4191;1 imagen con exceso;0.1328;Muy Alto;0.4642;BAJA;0.3407;;;;;Ya cosechado;0.0;1.8;1.7163;1.8;1.7163;75-100;82.8183;0.035;0.0328;0.035;0.0328;Ganando o manteniendo agua;0.0;0.6-0.7;0.6243;-20% del optimo;1.3278;-20% del optimo;1.3319;-20% del optimo;1.249;0-0.2;-0.0943;0.55-0.575;0.5631
236575;2022-05-28;510801;A-15;LOMA_ALEGRE;ZONA_1;;;RB867515;0.0;4.0;;ZONA_1;2023-02-03;2.0;1.5167;True;0.0915;0.7-0.8;0.7022;;;1 imagen con exceso;0.1079;;;NORMAL;0.7694;;;;;Crecimiento;4.0;2.2;2.1331;2.2;2.1331;100-150;100.2669;0.05;0.0457;0.05;0.0457;Ganando o manteniendo agua;0.0;0.6-0.7;0.697;;;;;;;0-0.2;-0.0327;0.575-0.6;0.596
236576;2022-05-28;510802;A-15;LOMA_ALEGRE;ZONA_1;;;RB867515;0.0;4.0;;ZONA_1;2023-02-03;2.0;5.8264;True;0.0428;0.7-0.8;0.7405;;;1 imagen con exceso;0.1055;;;NORMAL;0.7986;;;;;Crecimiento;4.0;2.8;2.4406;2.8;2.4406;100-150;122.9071;0.05;0.0495;0.05;0.0495;Ganando o manteniendo agua;0.0;0.7-0.8;0.7354;;;;;;;0-0.2;0.0222;0.6-0.625;0.6236
236577;2022-05-28;510803;A-15;LOMA_ALEGRE;ZONA_1;;;RB867515;0.0;4.0;;ZONA_1;2023-02-03;2.0;2.9831;True;0.0503;0.6-0.7;0.6404;;;Sin incidencia;0.0;;;NORMAL;0.767;;;;;Crecimiento;4.0;1.8;1.7796;1.8;1.7796;50-75;71.5211;0.04;0.0399;0.04;0.0399;Ganando o manteniendo agua;0.0;0.6-0.7;0.6355;;;;;;;0-0.2;-0.0847;0.525-0.55;0.5317
236578;2022-05-28;510804;A-15;LOMA_ALEGRE;ZONA_1;;;RB867515;0.0;4.0;;ZONA_1;2023-02-03;2.0;2.7056;True;0.063;0.6-0.7;0.6877;;;Sin incidencia;0.0;;;NORMAL;0.736;;;;;Crecimiento;4.0;2.2;1.9351;2.2;1.9351;75-100;86.4703;0.05;0.0411;0.05;0.0411;Ganando o manteniendo agua;0.0;0.6-0.7;0.6829;;;;;;;0-0.2;-0.0389;0.575-0.6;0.58
235421;2022-05-28;510871;A-08A;LOMA_ALEGRE;ZONA_1;;;CP722086;6.0;5.0;;ZONA_1;2023-01-10;2.0;4.3594;True;0.0502;0.5-0.6;0.5657;Optimo;3.399;Sin incidencia;0.0;Muy Alto;0.4388;CRITICA;0.1847;;;;;Cosechar;0.0288;1.8;1.4469;1.8;1.4469;50-75;61.9442;0.03;0.0296;0.03;0.0296;Ganando o manteniendo agua;0.0;0.5-0.6;0.561;-10% del optimo;2.5337;-20% del optimo;1.0697;-20% del optimo;1.0072;0-0.2;-0.1529;0.5-0.525;0.515
236579;2022-05-28;510881;F-04A;LOMA_ALEGRE;ZONA_1;;;CP722086;4.0;5.0;;ZONA_1;2023-01-06;2.0;3.6501;True;0.2486;0.6-0.7;0.6445;Optimo;4.0;Sin incidencia;0.0;Normal;0.8362;BAJA;0.6968;;;;;Ya cosechado;0.0;2.8;2.3444;2.8;2.3118;100-150;112.6286;0.05;0.047;0.05;0.0462;Ganando o manteniendo agua;0.0;0.6-0.7;0.6469;Optimo;3.7551;+30% del optimo;4.0175;-10% del optimo;2.9782;0-0.2;-0.0179;0.55-0.575;0.5587
236580;2022-05-28;510882;F-04A;LOMA_ALEGRE;ZONA_1;;;CP722086;4.0;5.0;;ZONA_1;2023-01-06;2.0;2.605;True;0.0659;0.7-0.8;0.7174;Optimo;3.9917;Sin incidencia;0.0;Normal;0.8444;BAJA;0.3808;;;;;Ya cosechado;0.0;2.2;2.1762;2.2;2.1762;100-150;109.0395;0.05;0.0489;0.05;0.0489;Ganando o manteniendo agua;0.0;0.7-0.8;0.7122;Optimo;3.7718;Optimo;3.8382;-10% del optimo;2.888;0-0.2;-0.0382;0.6-0.625;0.609
236581;2022-05-28;510883;F-04A;LOMA_ALEGRE;ZONA_1;;;CP722086;4.0;5.0;;ZONA_1;2023-01-06;2.0;3.3922;True;0.0647;0.6-0.7;0.6821;Optimo;4.0;Sin incidencia;0.0;Normal;0.8747;NORMAL;0.7133;;;;;Ya cosechado;0.0;2.8;2.3295;2.8;2.3295;100-150;115.1557;0.05;0.0498;0.05;0.0498;Ganando o manteniendo agua;0.0;0.6-0.7;0.6773;Optimo;3.9025;+30% del optimo;4.0597;Optimo;3.1635;0-0.2;-0.0224;0.575-0.6;0.5818
236582;2022-05-28;510884;F-04A;LOMA_ALEGRE;ZONA_1;;;CP722086;4.0;5.0;;ZONA_1;2023-01-06;2.0;1.9398;True;0.0821;0.7-0.8;0.7105;Optimo;3.9944;Sin incidencia;0.0;Normal;0.799;BAJA;0.312;;;;;Ya cosechado;0.0;2.2;2.0474;2.2;2.0474;100-150;100.7864;0.05;0.0426;0.05;0.0426;Ganando o manteniendo agua;0.0;0.7-0.8;0.7057;Optimo;3.2346;Optimo;3.6369;-10% del optimo;2.5028;0-0.2;-0.0377;0.6-0.625;0.6065
236583;2022-05-28;510951;B-19A;LOMA_ALEGRE;ZONA_1;;;RB867515;1.0;3.0;;ZONA_1;2023-03-16;2.0;0.3504;True;0.1818;0.2-0.3;0.2833;-20% del optimo;1.1481;Sin incidencia;0.0;Critico;0.2122;BAJA;0.2541;;;;;Ya cosechado;0.0;0.8;0.683;0.8;0.683;25-30;25.6707;0.015;0.0143;0.015;0.0143;Ganando o manteniendo agua;0.0;0.2-0.3;0.2789;-20% del optimo;1.2222;-20% del optimo;1.1481;-20% del optimo;1.037;0-0.2;-0.3789;0-0.4;0.396
236584;2022-05-28;510952;B-19A;LOMA_ALEGRE;ZONA_1;;;RB867515;1.0;3.0;;ZONA_1;2023-03-16;2.0;0.7129;True;0.1449;0.2-0.3;0.2369;-20% del optimo;1.0678;Sin incidencia;0.0;Critico;0.1772;BAJA;0.2254;;;;;Ya cosechado;0.0;0.6;0.5798;0.6;0.5798;20-25;21.4353;0.015;0.0126;0.015;0.0126;15 dias perdiendo agua;-3.0;0.2-0.3;0.232;-20% del optimo;1.1525;-20% del optimo;1.0678;-20% del optimo;1.0169;0-0.2;-0.4014;0-0.4;0.3627
236585;2022-05-28;510953;B-19A;LOMA_ALEGRE;ZONA_1;;;RB867515;1.0;3.0;;ZONA_1;2023-03-16;2.0;2.4391;True;0.0664;0.2-0.3;0.267;-20% del optimo;1.0667;Sin incidencia;0.0;Critico;0.1402;CRITICA;0.1747;;;;;Ya cosechado;0.0;0.6;0.4664;0.6;0.4664;15-20;16.95;0.0075;0.0065;0.0075;0.0065;15 dias perdiendo agua;-3.0;0.2-0.3;0.2621;-20% del optimo;1.0178;-20% del optimo;1.0178;-20% del optimo;1.0089;0-0.2;-0.3971;0-0.4;0.3663
236586;2022-05-28;510954;B-19A;LOMA_ALEGRE;ZONA_1;;;RB867515;1.0;3.0;;ZONA_1;2023-03-16;2.0;3.2169;True;0.0525;0.2-0.3;0.2627;-20% del optimo;1.0195;Sin incidencia;0.0;Critico;0.1273;CRITICA;0.173;;;;;Ya cosechado;0.0;0.4;0.3681;0.4;0.3681;15-20;15.3936;0.005;0.0046;0.005;0.0046;5 dias perdiendo agua;-1.0;0.2-0.3;0.2578;-20% del optimo;1.013;-20% del optimo;1.013;-20% del optimo;1.0033;0-0.2;-0.3934;0-0.4;0.3591
236587;2022-05-28;510955;B-19A;LOMA_ALEGRE;ZONA_1;;;RB867515;1.0;3.0;;ZONA_1;2023-03-16;2.0;3.9343;True;0.0639;0.2-0.3;0.2182;-20% del optimo;1.0055;Sin incidencia;0.0;Critico;0.1123;CRITICA;0.1584;;;;;Ya cosechado;0.0;0.4;0.3085;0.4;0.3085;10-15;13.5813;0.005;0.0036;0.005;0.0036;10 dias perdiendo agua;-2.9945;0.2-0.3;0.2137;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.408;0-0.4;0.3447
236588;2022-05-28;510961;M-09A;LOMA_ALEGRE;ZONA_1;;;CP722086;1.0;5.0;;ZONA_1;2023-01-04;2.0;2.2109;True;0.8818;0.6-0.7;0.6951;Optimo;3.1262;Sin incidencia;0.0;Normal;1.0;BAJA;0.5929;;;;;Crecimiento;4.0;4;3.5535;3.4;3.2097;200-250;225.1546;0.07;0.0683;0.06;0.0532;15 dias perdiendo agua;-3.0;0.7-0.8;0.7935;+30% del optimo;4.0922;+30% del optimo;4.966;+30% del optimo;4.7692;0-0.2;0.1162;0.675-0.7;0.6931
236589;2022-05-28;510962;M-09A;LOMA_ALEGRE;ZONA_1;;;CP722086;1.0;5.0;;ZONA_1;2023-01-04;2.0;1.5186;True;0.1974;0.8-0.9;0.8031;Optimo;3.9929;Sin incidencia;0.0;Normal;0.9956;BAJA;0.5838;;;;;Crecimiento;4.0;4.6;4.0913;4.6;4.0757;250-300;274.8214;0.08;0.0732;0.08;0.0722;Ganando o manteniendo agua;0.0;0.8-0.9;0.8083;+30% del optimo;4.8286;+30% del optimo;4.85;+30% del optimo;4.8934;0-0.2;0.1502;0.7-0.75;0.703
236590;2022-05-28;510963;M-09A;LOMA_ALEGRE;ZONA_1;;;CP722086;1.0;5.0;;ZONA_1;2023-01-04;2.0;1.1109;True;0.0917;0.8-0.9;0.8112;Optimo;3.99;Sin incidencia;0.0;Normal;0.9995;BAJA;0.6726;;;;;Crecimiento;4.0;4.6;4.1422;4.6;4.1401;250-300;274.5537;0.08;0.0747;0.08;0.0746;Ganando o manteniendo agua;0.0;0.8-0.9;0.8072;+30% del optimo;4.85;+30% del optimo;4.86;+30% del optimo;4.9596;0-0.2;0.153;0.675-0.7;0.6974
235422;2022-05-28;510981;A-12A;LOMA_ALEGRE;ZONA_1;;;CP731547;5.0;5.0;;ZONA_1;2023-01-11;2.0;4.8851;True;0.0676;0.7-0.8;0.7437;Optimo;3.9758;Sin incidencia;0.0;Normal;0.9017;CRITICA;0.1076;;;;;Ya cosechado;0.0;2.8;2.4762;2.8;2.4762;100-150;134.6136;0.05;0.0476;0.05;0.0476;Ganando o manteniendo agua;0.0;0.7-0.8;0.7385;Optimo;3.6571;+30% del optimo;4.1187;Optimo;3.5077;0-0.2;0.0276;0.625-0.65;0.6373
236591;2022-05-28;530011;A-01;MONTELIMAR;ZONA_1;;;CG0410295;4.0;16.0;;ZONA_1;2022-02-27;3.0;0.1884;True;1.0;0.4-0.5;0.4133;-20% del optimo;2.0;;;;;CRITICA;0.01;;;;;Ya cosechado;0.0;;;0.6;0.58;;;;;0.02;0.019;15 dias perdiendo agua;-3.0;;;-20% del optimo;2.0;-30% del optimo;1.0;;;;;;
236592;2022-05-28;530012;A-01;MONTELIMAR;ZONA_1;;;CG0410295;4.0;16.0;;ZONA_1;2022-02-27;3.0;0.259;True;1.0;0.3-0.4;0.3938;-20% del optimo;2.0;;;;;CRITICA;0.008;;;;;Ya cosechado;0.0;;;0.6;0.57;;;;;0.025;0.021;15 dias perdiendo agua;-3.0;;;-20% del optimo;2.0;-30% del optimo;1.0;;;;;;
236593;2022-05-28;530013;A-01;MONTELIMAR;ZONA_1;;;CG0410295;4.0;16.0;;ZONA_1;2022-02-27;3.0;0.1116;True;1.0;0.4-0.5;0.4516;-10% del optimo;3.0;;;;;CRITICA;0.0;;;;;Ya cosechado;0.0;;;0.6;0.42;;;;;0.0175;0.016;15 dias perdiendo agua;-3.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236594;2022-05-28;530014;A-01;MONTELIMAR;ZONA_1;;;CG0410295;4.0;16.0;;ZONA_1;2022-02-27;3.0;0.3171;True;1.0;0.3-0.4;0.3004;-30% del optimo;1.0;;;;;CRITICA;0.0007;;;;;Ya cosechado;0.0;;;2.2;2.11;;;;;0.015;0.014;15 dias perdiendo agua;-3.0;;;-30% del optimo;1.0;+30% del optimo;5.0;;;;;;
236595;2022-05-28;530015;A-01;MONTELIMAR;ZONA_1;;;CG0410295;4.0;16.0;;ZONA_1;2022-02-27;3.0;0.2189;True;1.0;0.2-0.3;0.2702;-30% del optimo;1.0;;;;;CRITICA;0.0021;;;;;Ya cosechado;0.0;;;0.4;0.35;;;;;0.015;0.013;15 dias perdiendo agua;-3.0;;;-30% del optimo;1.0;-30% del optimo;1.0;;;;;;
236596;2022-05-28;530201;B-01;MONTELIMAR;ZONA_1;;;CP722086;2.0;3.0;;ZONA_1;2023-03-18;2.0;1.3562;True;0.0519;0.1-0.2;0.1765;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0584;NORMAL;0.9074;;;;;Cosechar;0.0312;0.2;0.1518;0.2;0.1518;10-15;14.2266;0.01;0.0083;0.01;0.0083;5 dias perdiendo agua;-1.0;0.1-0.2;0.1712;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.3853;0-0.4;0.2899
236605;2022-05-28;5302010;B-01;MONTELIMAR;ZONA_1;;;CP722086;2.0;3.0;;ZONA_1;2023-03-18;2.0;1.4936;True;0.3907;0.1-0.2;0.1878;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0459;NORMAL;0.7203;;;;;Ya cosechado;0.0;0.6;0.4378;1;0.8191;10-15;11.1571;0.0075;0.0066;0.0075;0.0057;5 dias perdiendo agua;-1.0;0.1-0.2;0.1613;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.4478;0-0.4;0.2069
236597;2022-05-28;530202;B-01;MONTELIMAR;ZONA_1;;;CP722086;2.0;3.0;;ZONA_1;2023-03-18;2.0;0.4201;True;0.119;0.1-0.2;0.1998;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0796;NORMAL;0.7459;;;;;Ya cosechado;0.0;0.4;0.2505;0.4;0.2505;15-20;19.3778;0.01;0.01;0.01;0.01;5 dias perdiendo agua;-1.0;0.1-0.2;0.1949;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.3792;0-0.4;0.2983
236598;2022-05-28;530203;B-01;MONTELIMAR;ZONA_1;;;CP722086;2.0;3.0;;ZONA_1;2023-03-18;2.0;1.7114;True;0.1782;0.1-0.2;0.173;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0565;NORMAL;0.8813;;;;;Ya cosechado;0.0;0.2;0.1329;0.4;0.2634;10-15;13.7475;0.0075;0.0058;0.0075;0.0063;5 dias perdiendo agua;-1.0;0.1-0.2;0.1616;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.3953;0-0.4;0.2793
236599;2022-05-28;530204;B-01;MONTELIMAR;ZONA_1;;;CP722086;2.0;3.0;;ZONA_1;2023-03-18;2.0;1.818;True;0.884;0.6-0.7;0.6622;Optimo;3.6294;Sin incidencia;0.0;Critico;0.0551;NORMAL;0.7608;;;;;Ya cosechado;0.0;0.2;0.1962;2.8;2.3469;10-15;13.4176;0.005;0.0038;0.06;0.0522;Ganando o manteniendo agua;0.0;0.1-0.2;0.1595;Optimo;3.6294;-10% del optimo;2.7529;-30% del optimo;1.0;0-0.2;-0.4124;0-0.4;0.251
236600;2022-05-28;530205;B-01;MONTELIMAR;ZONA_1;;;CP722086;2.0;3.0;;ZONA_1;2023-03-18;2.0;1.0667;True;0.7736;0.5-0.6;0.5886;Optimo;3.25;Sin incidencia;0.0;Critico;0.0715;NORMAL;0.7146;;;;;Ya cosechado;0.0;0.2;0.1546;2.2;2.1576;15-20;17.4021;0.0075;0.0051;0.05;0.0403;5 dias perdiendo agua;-1.0;0.1-0.2;0.1717;-10% del optimo;2.5;-10% del optimo;2.5;-30% del optimo;1.0;0-0.2;-0.3942;0-0.4;0.2688
236601;2022-05-28;530206;B-01;MONTELIMAR;ZONA_1;;;CP722086;2.0;3.0;;ZONA_1;2023-03-18;2.0;1.6326;True;0.4451;0.2-0.3;0.2018;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.024;NORMAL;0.8635;;;;;Ya cosechado;0.0;0.4;0.3271;0.6;0.5188;5-10;5.8357;0.0025;0.0014;0.0025;0.0008;5 dias perdiendo agua;-1.0;0.1-0.2;0.1297;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.454;0-0.4;0.198
236602;2022-05-28;530207;B-01;MONTELIMAR;ZONA_1;;;CP722086;2.0;3.0;;ZONA_1;2023-03-18;2.0;1.0453;True;0.2286;0.1-0.2;0.171;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0335;NORMAL;0.7877;;;;;Ya cosechado;0.0;0.4;0.3778;0.4;0.3963;5-10;8.1511;0.005;0.0038;0.005;0.0044;5 dias perdiendo agua;-1.0;0.1-0.2;0.1483;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.4477;0-0.4;0.2106
236603;2022-05-28;530208;B-01;MONTELIMAR;ZONA_1;;;CP722086;2.0;3.0;;ZONA_1;2023-03-18;2.0;1.8314;True;1.0;0.2-0.3;0.2473;-20% del optimo;1.0678;;;;;BAJA;0.6854;;;;;Ya cosechado;0.0;;;0.8;0.6072;;;;;0.03;0.0258;5 dias perdiendo agua;-1.9548;;;-20% del optimo;1.0678;-20% del optimo;1.0452;;;;;;
236604;2022-05-28;530209;B-01;MONTELIMAR;ZONA_1;;;CP722086;2.0;3.0;;ZONA_1;2023-03-18;2.0;2.2462;True;0.9911;0.6-0.7;0.686;Optimo;3.9447;Sin incidencia;0.0;Critico;0.0469;BAJA;0.6962;;;;;Ya cosechado;0.0;0.6;0.43;2.2;2.1512;10-15;11.425;0.0075;0.006;0.05;0.0452;Ganando o manteniendo agua;-0.0092;0.1-0.2;0.165;-20% del optimo;1.9816;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.45;0-0.4;0.2118
236606;2022-05-28;530231;B-04;MONTELIMAR;ZONA_1;;;CP722086;1.0;6.0;;ZONA_1;2022-12-20;2.0;1.2037;True;0.0583;0.7-0.8;0.7487;Optimo;3.7965;Sin incidencia;0.0;Normal;0.7775;BAJA;0.2923;;;;;Crecimiento;4.0;3.4;3.3246;3.4;3.3246;200-250;210.3111;0.07;0.0676;0.07;0.0676;Ganando o manteniendo agua;0.0;0.7-0.8;0.7436;Optimo;3.4248;Optimo;3.115;-10% del optimo;2.7611;0-0.2;0.0553;0.65-0.675;0.654
236607;2022-05-28;530232;B-04;MONTELIMAR;ZONA_1;;;CP722086;1.0;6.0;;ZONA_1;2022-12-20;2.0;0.1249;True;0.3077;0.7-0.8;0.7397;Optimo;3.7778;Sin incidencia;0.0;Alto;0.6463;BAJA;0.2767;;;;;Crecimiento;4.0;3.4;2.9567;3.4;2.9567;150-200;173.9778;0.06;0.0588;0.06;0.0588;Ganando o manteniendo agua;0.0;0.7-0.8;0.7344;-10% del optimo;3.0;-10% del optimo;2.4444;-20% del optimo;1.7778;0-0.2;0.0378;0.625-0.65;0.6471
236608;2022-05-28;530241;B-05;MONTELIMAR;ZONA_1;;;CP722086;5.0;3.0;;ZONA_1;2023-03-18;2.0;1.6076;True;0.0563;0.2-0.3;0.2224;-20% del optimo;1.0265;Sin incidencia;0.0;Critico;0.0668;BAJA;0.2463;0.4;0.326;0.4;0.326;Crecimiento;3.9735;0.4;0.2503;0.4;0.2503;15-20;16.5319;0.005;0.0049;0.005;0.0049;10 dias perdiendo agua;-2.9801;0.2-0.3;0.2175;-20% del optimo;1.0265;-20% del optimo;1.0132;-20% del optimo;1.0265;0-0.2;-0.3866;0-0.4;0.2961
236617;2022-05-28;5302410;B-05;MONTELIMAR;ZONA_1;;;CP722086;5.0;3.0;;ZONA_1;2023-03-18;2.0;0.9969;True;0.0594;0.1-0.2;0.1913;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0417;BAJA;0.2019;;;;;Crecimiento;4.0;0.4;0.2964;0.4;0.2964;10-15;11.2143;0.005;0.0027;0.005;0.0027;5 dias perdiendo agua;-1.0;0.1-0.2;0.1862;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.42;0-0.4;0.271
236609;2022-05-28;530242;B-05;MONTELIMAR;ZONA_1;;;CP722086;5.0;3.0;;ZONA_1;2023-03-18;2.0;1.7958;True;0.1778;0.2-0.3;0.2076;-30% del optimo;1.0;Sin incidencia;0.0;Critico;0.0572;BAJA;0.2104;;;;;Crecimiento;4.0;0.4;0.215;0.4;0.2231;15-20;15.3947;0.005;0.0032;0.005;0.0036;15 dias perdiendo agua;-3.0;0.1-0.2;0.1995;-30% del optimo;1.0;-30% del optimo;1.0;-30% del optimo;1.0;0-0.2;-0.3976;0-0.4;0.284
