CODLOTE,FINCA,CAMPO,TIPOCORTE,VARIEDAD,MADURANTE,TIPOMAD,TCHREAL,ccMAD,DIASMAD,EDAD,DIASSUP,MES ,NUMES,RIEGO,CORE
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 42.00 , 341.00 , 26.00 ,Dic,2,Con Riego, 133.43 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 139.70 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 132.63 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 138.53 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 130.79 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 131.76 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 120.19 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 131.27 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 127.78 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 122.26 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 129.83 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 133.78 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 122.07 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 122.80 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 121.39 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 138.54 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 137.90 
51016,Loma Alegre,B-06,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 108.20 , 12.01 , 43.00 , 342.00 , 27.00 ,Dic,2,Con Riego, 135.03 
51004,Loma Alegre,A-08,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 105.83 , 12.76 , 43.00 , 336.00 , 25.00 ,Dic,2,Con Riego, 132.39 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 43.00 , 340.00 , 27.00 ,Dic,2,Con Riego, 128.46 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 44.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 126.71 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 44.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 133.10 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 44.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 138.67 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 44.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 144.28 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 44.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 124.15 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 44.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 123.32 
51004,Loma Alegre,A-08,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 105.83 , 12.76 , 44.00 , 337.00 , 26.00 ,Dic,2,Con Riego, 136.70 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 44.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 137.70 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 44.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 143.68 
51004,Loma Alegre,A-08,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 105.83 , 12.76 , 44.00 , 337.00 , 26.00 ,Dic,2,Con Riego, 129.91 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 44.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 125.12 
51004,Loma Alegre,A-08,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 105.83 , 12.76 , 44.00 , 337.00 , 26.00 ,Dic,2,Con Riego, 123.54 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 44.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 138.36 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 44.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 129.95 
51004,Loma Alegre,A-08,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 105.83 , 12.76 , 44.00 , 337.00 , 26.00 ,Dic,2,Con Riego, 128.34 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 44.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 126.04 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 45.00 , 342.00 , 29.00 ,Dic,2,Con Riego, 133.73 
51004,Loma Alegre,A-08,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 105.83 , 12.76 , 45.00 , 338.00 , 27.00 ,Dic,2,Con Riego, 127.74 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 45.00 , 342.00 , 29.00 ,Dic,2,Con Riego, 125.47 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 45.00 , 342.00 , 29.00 ,Dic,2,Con Riego, 120.28 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 45.00 , 342.00 , 29.00 ,Dic,2,Con Riego, 125.88 
51004,Loma Alegre,A-08,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 105.83 , 12.76 , 45.00 , 338.00 , 27.00 ,Dic,2,Con Riego, 128.33 
51004,Loma Alegre,A-08,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 105.83 , 12.76 , 45.00 , 338.00 , 27.00 ,Dic,2,Con Riego, 120.29 
51003,Loma Alegre,A-07,VERDE,RB86-7515,Si,TOUCHDOWN 36SL, 118.15 , 12.53 , 45.00 , 342.00 , 29.00 ,Dic,2,Con Riego, 122.22 
51087,Loma Alegre,A-08A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 138.38 , 10.70 , 45.00 , 341.00 , 27.00 ,Dic,2,Con Riego, 124.37 
51087,Loma Alegre,A-08A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 138.38 , 10.70 , 45.00 , 341.00 , 27.00 ,Dic,2,Con Riego, 128.48 
51087,Loma Alegre,A-08A,VERDE,CP72-2086,Si,TOUCHDOWN 36SL, 138.38 , 10.70 , 45.00 , 341.00 , 27.00 ,Dic,2,Con Riego, 130.08 
51008,Loma Alegre,A-12,VERDE,CP88-1165,Si,TOUCHDOWN 36SL, 107.36 , 12.57 , 45.00 , 340.00 , 27.00 ,Dic,2,Con Riego, 130.51 
51008,Loma Alegre,A-12,VERDE,CP88-1165,Si,TOUCHDOWN 36SL, 107.36 , 12.57 , 45.00 , 340.00 , 27.00 ,Dic,2,Con Riego, 127.50 
51008,Loma Alegre,A-12,VERDE,CP88-1165,Si,TOUCHDOWN 36SL, 107.36 , 12.57 , 45.00 , 340.00 , 27.00 ,Dic,2,Con Riego, 134.63 
51008,Loma Alegre,A-12,VERDE,CP88-1165,Si,TOUCHDOWN 36SL, 107.36 , 12.57 , 45.00 , 340.00 , 27.00 ,Dic,2,Con Riego, 137.18 
51008,Loma Alegre,A-12,VERDE,CP88-1165,Si,TOUCHDOWN 36SL, 107.36 , 12.57 , 46.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 135.58 
51008,Loma Alegre,A-12,VERDE,CP88-1165,Si,TOUCHDOWN 36SL, 107.36 , 12.57 , 46.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 136.88 
51008,Loma Alegre,A-12,VERDE,CP88-1165,Si,TOUCHDOWN 36SL, 107.36 , 12.57 , 46.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 134.79 
51008,Loma Alegre,A-12,VERDE,CP88-1165,Si,TOUCHDOWN 36SL, 107.36 , 12.57 , 46.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 127.27 
51008,Loma Alegre,A-12,VERDE,CP88-1165,Si,TOUCHDOWN 36SL, 107.36 , 12.57 , 46.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 133.44 
51010,Loma Alegre,A-14,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 108.68 , 12.42 , 46.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 137.78 
51010,Loma Alegre,A-14,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 108.68 , 12.42 , 46.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 135.11 
51010,Loma Alegre,A-14,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 108.68 , 12.42 , 46.00 , 341.00 , 28.00 ,Dic,2,Con Riego, 137.22 
51053,Loma Alegre,L-07,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 102.17 , 12.72 , 46.00 , 340.00 , 29.00 ,Dic,2,Con Riego, 134.78 
51053,Loma Alegre,L-07,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 102.17 , 12.72 , 46.00 , 340.00 , 29.00 ,Dic,2,Con Riego, 132.58 
51053,Loma Alegre,L-07,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 102.17 , 12.72 , 46.00 , 340.00 , 29.00 ,Dic,2,Con Riego, 140.31 
51053,Loma Alegre,L-07,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 102.17 , 12.72 , 46.00 , 340.00 , 29.00 ,Dic,2,Con Riego, 141.00 
51053,Loma Alegre,L-07,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 102.17 , 12.72 , 46.00 , 340.00 , 29.00 ,Dic,2,Con Riego, 142.45 
51053,Loma Alegre,L-07,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 102.17 , 12.72 , 46.00 , 340.00 , 29.00 ,Dic,2,Con Riego, 144.86 
51053,Loma Alegre,L-07,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 102.17 , 12.72 , 46.00 , 340.00 , 29.00 ,Dic,2,Con Riego, 144.56 
51053,Loma Alegre,L-07,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 102.17 , 12.72 , 46.00 , 340.00 , 29.00 ,Dic,2,Con Riego, 137.15 
51053,Loma Alegre,L-07,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 102.17 , 12.72 , 46.00 , 340.00 , 29.00 ,Dic,2,Con Riego, 141.56 
51053,Loma Alegre,L-07,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 102.17 , 12.72 , 47.00 , 341.00 , 30.00 ,Dic,2,Con Riego, 161.69 
51053,Loma Alegre,L-07,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 102.17 , 12.72 , 47.00 , 341.00 , 30.00 ,Dic,2,Con Riego, 142.56 
51053,Loma Alegre,L-07,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 102.17 , 12.72 , 47.00 , 341.00 , 30.00 ,Dic,2,Con Riego, 144.25 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 47.00 , 339.00 , 29.00 ,Dic,2,Con Riego, 130.64 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 47.00 , 339.00 , 29.00 ,Dic,2,Con Riego, 140.85 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 307.00 , 23.00 ,Dic,2,Con Riego, 111.60 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 307.00 , 23.00 ,Dic,2,Con Riego, 112.79 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 307.00 , 23.00 ,Dic,2,Con Riego, 108.64 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 307.00 , 23.00 ,Dic,2,Con Riego, 132.22 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 307.00 , 23.00 ,Dic,2,Con Riego, 106.52 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 307.00 , 23.00 ,Dic,2,Con Riego, 110.21 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 307.00 , 23.00 ,Dic,2,Con Riego, 99.66 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 307.00 , 23.00 ,Dic,2,Con Riego, 108.77 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 307.00 , 23.00 ,Dic,2,Con Riego, 102.05 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 307.00 , 23.00 ,Dic,2,Con Riego, 102.94 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 114.49 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 110.46 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 95.73 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 106.69 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 110.89 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 107.72 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 113.08 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 103.08 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 109.36 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 106.49 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 114.43 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 103.77 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 100.03 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 106.93 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 106.48 
54014,Los Jicaros,GTE.-07,QUEMADO,CP72-2086,No,NO APLICADO, 138.50 , -   , -   , 308.00 , 24.00 ,Dic,2,Con Riego, 101.65 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 48.00 , 340.00 , 30.00 ,Dic,2,Con Riego, 135.75 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 49.00 , 341.00 , 31.00 ,Dic,2,Con Riego, 134.75 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 49.00 , 341.00 , 31.00 ,Dic,2,Con Riego, 123.13 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 49.00 , 341.00 , 31.00 ,Dic,2,Con Riego, 128.78 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 49.00 , 341.00 , 31.00 ,Dic,2,Con Riego, 139.66 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 49.00 , 341.00 , 31.00 ,Dic,2,Con Riego, 133.35 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 49.00 , 341.00 , 31.00 ,Dic,2,Con Riego, 138.14 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 49.00 , 341.00 , 31.00 ,Dic,2,Con Riego, 124.53 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 49.00 , 341.00 , 31.00 ,Dic,2,Con Riego, 158.41 
97001,La Banqueta,LB-01,QUEMADO,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 22.00 , 351.00 , 27.00 ,Dic,2,Con Riego, 124.13 
97001,La Banqueta,LB-01,QUEMADO,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 22.00 , 351.00 , 27.00 ,Dic,2,Con Riego, 130.87 
97001,La Banqueta,LB-01,QUEMADO,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 22.00 , 351.00 , 27.00 ,Dic,2,Con Riego, 132.46 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 50.00 , 342.00 , 32.00 ,Dic,2,Con Riego, 139.78 
97001,La Banqueta,LB-01,QUEMADO,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 22.00 , 351.00 , 27.00 ,Dic,2,Con Riego, 127.29 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 50.00 , 342.00 , 32.00 ,Dic,2,Con Riego, 126.77 
97001,La Banqueta,LB-01,QUEMADO,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 22.00 , 351.00 , 27.00 ,Dic,2,Con Riego, 124.70 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 50.00 , 342.00 , 32.00 ,Dic,2,Con Riego, 134.79 
97001,La Banqueta,LB-01,QUEMADO,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 22.00 , 351.00 , 27.00 ,Dic,2,Con Riego, 125.10 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 50.00 , 342.00 , 32.00 ,Dic,2,Con Riego, 126.32 
97001,La Banqueta,LB-01,QUEMADO,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 22.00 , 351.00 , 27.00 ,Dic,2,Con Riego, 124.26 
97001,La Banqueta,LB-01,QUEMADO,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 22.00 , 351.00 , 27.00 ,Dic,2,Con Riego, 133.68 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 50.00 , 342.00 , 32.00 ,Dic,2,Con Riego, 133.79 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 50.00 , 342.00 , 32.00 ,Dic,2,Con Riego, 142.39 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 50.00 , 342.00 , 32.00 ,Dic,2,Con Riego, 126.59 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 50.00 , 342.00 , 32.00 ,Dic,2,Con Riego, 133.46 
97001,La Banqueta,LB-01,VERDE,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 23.00 , 352.00 , 28.00 ,Dic,2,Con Riego, 141.84 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 51.00 , 343.00 , 33.00 ,Dic,2,Con Riego, 133.36 
97001,La Banqueta,LB-01,VERDE,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 23.00 , 352.00 , 28.00 ,Dic,2,Con Riego, 132.90 
97001,La Banqueta,LB-01,VERDE,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 23.00 , 352.00 , 28.00 ,Dic,2,Con Riego, 128.51 
97001,La Banqueta,LB-01,VERDE,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 23.00 , 352.00 , 28.00 ,Dic,2,Con Riego, 130.68 
97001,La Banqueta,LB-01,VERDE,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 23.00 , 352.00 , 28.00 ,Dic,2,Con Riego, 125.39 
51051,Loma Alegre,L-05,VERDE,CG00-102,Si,TOUCHDOWN 36SL, 100.93 , 10.70 , 51.00 , 343.00 , 33.00 ,Dic,2,Con Riego, 138.43 
97001,La Banqueta,LB-01,VERDE,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 23.00 , 352.00 , 28.00 ,Dic,2,Con Riego, 131.08 
97001,La Banqueta,LB-01,VERDE,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 23.00 , 352.00 , 28.00 ,Dic,2,Con Riego, 140.64 
97001,La Banqueta,LB-01,VERDE,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 23.00 , 352.00 , 28.00 ,Dic,2,Con Riego, 135.58 
97001,La Banqueta,LB-01,VERDE,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 23.00 , 352.00 , 28.00 ,Dic,2,Con Riego, 137.68 
97001,La Banqueta,LB-01,VERDE,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 23.00 , 352.00 , 28.00 ,Dic,2,Con Riego, 143.17 
97001,La Banqueta,LB-01,VERDE,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 24.00 , 353.00 , 29.00 ,Dic,2,Con Riego, 127.31 
97001,La Banqueta,LB-01,VERDE,CP89-2143,Si,CLETHODIM 24SL , 120.82 , 0.60 , 24.00 , 353.00 , 29.00 ,Dic,2,Con Riego, 139.96 
94003,Madroñal-02,MD1-03,QUEMADO,CP72-2086,No,NO APLICADO, 106.10 , -   , -   , 264.00 , -   ,Dic,2,Con Riego, 110.19 
94003,Madroñal-02,MD1-03,QUEMADO,CP72-2086,No,NO APLICADO, 106.10 , -   , -   , 264.00 , -   ,Dic,2,Con Riego, 121.38 
94003,Madroñal-02,MD1-03,QUEMADO,CP72-2086,No,NO APLICADO, 106.10 , -   , -   , 264.00 , -   ,Dic,2,Con Riego, 122.86 
94003,Madroñal-02,MD1-03,QUEMADO,CP72-2086,No,NO APLICADO, 106.10 , -   , -   , 264.00 , -   ,Dic,2,Con Riego, 116.95 
94003,Madroñal-02,MD1-03,QUEMADO,CP72-2086,No,NO APLICADO, 106.10 , -   , -   , 265.00 , -   ,Dic,2,Con Riego, 118.96 
50043,Montelimar-02,CF-05,QUEMADO,CP72-2086,No,NO APLICADO, 123.24 , -   , -   , 312.00 , 4.00 ,Dic,2,Con Riego, 100.10 
50131,Montelimar-02,M-01,QUEMADO,RB86-7515,No,NO APLICADO, 106.43 , -   , -   , 310.00 , 1.00 ,Ene,3,Con Riego, 101.79 
50131,Montelimar-02,M-01,QUEMADO,RB86-7515,No,NO APLICADO, 106.43 , -   , -   , 310.00 , 1.00 ,Ene,3,Con Riego, 101.08 
50131,Montelimar-02,M-01,QUEMADO,RB86-7515,No,NO APLICADO, 106.43 , -   , -   , 310.00 , 1.00 ,Ene,3,Con Riego, 98.65 
50131,Montelimar-02,M-01,QUEMADO,RB86-7515,No,NO APLICADO, 106.43 , -   , -   , 310.00 , 1.00 ,Ene,3,Con Riego, 99.41 
50131,Montelimar-02,M-01,QUEMADO,RB86-7515,No,NO APLICADO, 106.43 , -   , -   , 310.00 , 1.00 ,Ene,3,Con Riego, 99.60 
50131,Montelimar-02,M-01,QUEMADO,RB86-7515,No,NO APLICADO, 106.43 , -   , -   , 310.00 , 1.00 ,Ene,3,Con Riego, 96.12 
50131,Montelimar-02,M-01,QUEMADO,RB86-7515,No,NO APLICADO, 106.43 , -   , -   , 310.00 , 1.00 ,Ene,3,Con Riego, 100.05 
50131,Montelimar-02,M-01,QUEMADO,RB86-7515,No,NO APLICADO, 106.43 , -   , -   , 310.00 , 1.00 ,Ene,3,Con Riego, 94.03 
50131,Montelimar-02,M-01,QUEMADO,RB86-7515,No,NO APLICADO, 106.43 , -   , -   , 310.00 , 1.00 ,Ene,3,Con Riego, 91.65 
50131,Montelimar-02,M-01,QUEMADO,RB86-7515,No,NO APLICADO, 106.43 , -   , -   , 310.00 , 1.00 ,Ene,3,Con Riego, 91.81 
