CODLOTE,FINCA,CAMPO,TIPOCORTE,VARIEDAD,MADURANTE,TIPOMAD,TCHREAL,ccMAD,DIASMAD,EDAD,DIASSUP,MES ,NUMES,RIEGO,CORE
55048,El Zapote,MANGO-07,VERDE,RB86-7515,Si,TRINEXAPAC , 109.74 , 12.39 , 82.00 , 381.00 , 45.00 ,Abr,6,Con Riego, 141.26 
91001,Barranco Bayo,BB-01,VERDE,RB86-7515,Si,TRINEXAPAC , 109.31 , 10.34 , 62.00 , 371.00 , 19.00 ,Abr,6,Con Riego, 139.55 
55048,El Zapote,MANGO-07,VERDE,RB86-7515,Si,TRINEXAPAC , 109.74 , 12.39 , 82.00 , 381.00 , 45.00 ,Abr,6,Con Riego, 135.01 
55048,El Zapote,MANGO-07,VERDE,RB86-7515,Si,TRINEXAPAC , 109.74 , 12.39 , 82.00 , 381.00 , 45.00 ,Abr,6,Con Riego, 143.54 
55048,El Zapote,MANGO-07,VERDE,RB86-7515,Si,TRINEXAPAC , 109.74 , 12.39 , 82.00 , 381.00 , 45.00 ,Abr,6,Con Riego, 139.70 
55048,El Zapote,MANGO-07,VERDE,RB86-7515,Si,TRINEXAPAC , 109.74 , 12.39 , 82.00 , 381.00 , 45.00 ,Abr,6,Con Riego, 141.14 
55048,El Zapote,MANGO-07,VERDE,RB86-7515,Si,TRINEXAPAC , 109.74 , 12.39 , 82.00 , 381.00 , 45.00 ,Abr,6,Con Riego, 139.54 
55048,El Zapote,MANGO-07,VERDE,RB86-7515,Si,TRINEXAPAC , 109.74 , 12.39 , 82.00 , 381.00 , 45.00 ,Abr,6,Con Riego, 138.95 
55048,El Zapote,MANGO-07,VERDE,RB86-7515,Si,TRINEXAPAC , 109.74 , 12.39 , 82.00 , 381.00 , 45.00 ,Abr,6,Con Riego, 135.31 
91001,Barranco Bayo,BB-01,VERDE,RB86-7515,Si,TRINEXAPAC , 109.31 , 10.34 , 62.00 , 371.00 , 19.00 ,Abr,6,Con Riego, 144.11 
55048,El Zapote,MANGO-07,VERDE,RB86-7515,Si,TRINEXAPAC , 109.74 , 12.39 , 82.00 , 381.00 , 45.00 ,Abr,6,Con Riego, 140.80 
55048,El Zapote,MANGO-07,VERDE,RB86-7515,Si,TRINEXAPAC , 109.74 , 12.39 , 82.00 , 381.00 , 45.00 ,Abr,6,Con Riego, 146.37 
91001,Barranco Bayo,BB-01,VERDE,RB86-7515,Si,TRINEXAPAC , 109.31 , 10.34 , 62.00 , 371.00 , 19.00 ,Abr,6,Con Riego, 134.67 
55048,El Zapote,MANGO-07,VERDE,RB86-7515,Si,TRINEXAPAC , 109.74 , 12.39 , 82.00 , 381.00 , 45.00 ,Abr,6,Con Riego, 137.48 
91001,Barranco Bayo,BB-01,VERDE,RB86-7515,Si,TRINEXAPAC , 109.31 , 10.34 , 62.00 , 371.00 , 19.00 ,Abr,6,Con Riego, 142.34 
55051,El Zapote,MANGO-10,VERDE,CP72-2086,Si,TRINEXAPAC , 112.39 , 11.39 , 82.00 , 381.00 , 42.00 ,Abr,6,Con Riego, 133.81 
91001,Barranco Bayo,BB-01,VERDE,RB86-7515,Si,TRINEXAPAC , 109.31 , 10.34 , 62.00 , 371.00 , 19.00 ,Abr,6,Con Riego, 144.72 
55051,El Zapote,MANGO-10,VERDE,CP72-2086,Si,TRINEXAPAC , 112.39 , 11.39 , 82.00 , 381.00 , 42.00 ,Abr,6,Con Riego, 117.17 
55051,El Zapote,MANGO-10,VERDE,CP72-2086,Si,TRINEXAPAC , 112.39 , 11.39 , 82.00 , 381.00 , 42.00 ,Abr,6,Con Riego, 141.19 
91001,Barranco Bayo,BB-01,VERDE,RB86-7515,Si,TRINEXAPAC , 109.31 , 10.34 , 62.00 , 371.00 , 19.00 ,Abr,6,Con Riego, 137.15 
55051,El Zapote,MANGO-10,VERDE,CP72-2086,Si,TRINEXAPAC , 112.39 , 11.39 , 82.00 , 381.00 , 42.00 ,Abr,6,Con Riego, 134.75 
55051,El Zapote,MANGO-10,VERDE,CP72-2086,Si,TRINEXAPAC , 112.39 , 11.39 , 82.00 , 381.00 , 42.00 ,Abr,6,Con Riego, 135.69 
55051,El Zapote,MANGO-10,VERDE,CP72-2086,Si,TRINEXAPAC , 112.39 , 11.39 , 82.00 , 381.00 , 42.00 ,Abr,6,Con Riego, 146.81 
55051,El Zapote,MANGO-10,VERDE,CP72-2086,Si,TRINEXAPAC , 112.39 , 11.39 , 82.00 , 381.00 , 42.00 ,Abr,6,Con Riego, 141.08 
55051,El Zapote,MANGO-10,VERDE,CP72-2086,Si,TRINEXAPAC , 112.39 , 11.39 , 82.00 , 381.00 , 42.00 ,Abr,6,Con Riego, 148.69 
55051,El Zapote,MANGO-10,VERDE,CP72-2086,Si,TRINEXAPAC , 112.39 , 11.39 , 82.00 , 381.00 , 42.00 ,Abr,6,Con Riego, 147.21 
55054,El Zapote,MANGO-13,VERDE,CG02-163,Si,TRINEXAPAC , 84.70 , 15.11 , 83.00 , 370.00 , 48.00 ,Abr,6,Con Riego, 152.01 
55054,El Zapote,MANGO-13,VERDE,CG02-163,Si,TRINEXAPAC , 84.70 , 15.11 , 83.00 , 370.00 , 48.00 ,Abr,6,Con Riego, 144.62 
55054,El Zapote,MANGO-13,VERDE,CG02-163,Si,TRINEXAPAC , 84.70 , 15.11 , 83.00 , 370.00 , 48.00 ,Abr,6,Con Riego, 147.22 
53128,Montelimar,LAV-01,VERDE,CG02-163,Si,CLETHODIM 24SL , 120.70 , 0.60 , 62.00 , 442.00 , 48.00 ,Abr,6,Con Riego, 143.67 
53128,Montelimar,LAV-01,VERDE,CG02-163,Si,CLETHODIM 24SL , 120.70 , 0.60 , 62.00 , 442.00 , 48.00 ,Abr,6,Con Riego, 133.50 
53128,Montelimar,LAV-01,VERDE,CG02-163,Si,CLETHODIM 24SL , 120.70 , 0.60 , 62.00 , 442.00 , 48.00 ,Abr,6,Con Riego, 145.01 
53128,Montelimar,LAV-01,VERDE,CG02-163,Si,CLETHODIM 24SL , 120.70 , 0.60 , 62.00 , 442.00 , 48.00 ,Abr,6,Con Riego, 131.94 
53128,Montelimar,LAV-01,VERDE,CG02-163,Si,CLETHODIM 24SL , 120.70 , 0.60 , 62.00 , 442.00 , 48.00 ,Abr,6,Con Riego, 149.71 
53128,Montelimar,LAV-01,VERDE,CG02-163,Si,CLETHODIM 24SL , 120.70 , 0.60 , 62.00 , 442.00 , 48.00 ,Abr,6,Con Riego, 149.14 
53128,Montelimar,LAV-01,VERDE,CG02-163,Si,CLETHODIM 24SL , 120.70 , 0.60 , 62.00 , 442.00 , 48.00 ,Abr,6,Con Riego, 135.24 
53128,Montelimar,LAV-01,VERDE,CG02-163,Si,CLETHODIM 24SL , 120.70 , 0.60 , 62.00 , 442.00 , 48.00 ,Abr,6,Con Riego, 142.45 
53128,Montelimar,LAV-01,VERDE,CG02-163,Si,CLETHODIM 24SL , 120.70 , 0.60 , 62.00 , 442.00 , 48.00 ,Abr,6,Con Riego, 143.04 
50059,Montelimar-02,CF-21,VERDE,CG02-163,Si,TRINEXAPAC , 98.43 , 12.50 , 72.00 , 354.00 , 21.00 ,Abr,6,Con Riego, 146.21 
50059,Montelimar-02,CF-21,VERDE,CG02-163,Si,TRINEXAPAC , 98.43 , 12.50 , 72.00 , 354.00 , 21.00 ,Abr,6,Con Riego, 133.35 
50059,Montelimar-02,CF-21,VERDE,CG02-163,Si,TRINEXAPAC , 98.43 , 12.50 , 72.00 , 354.00 , 21.00 ,Abr,6,Con Riego, 134.90 
50194,Montelimar-02,CF-21A,VERDE,CG02-163,Si,TRINEXAPAC , 99.26 , 12.39 , 72.00 , 354.00 , 19.00 ,Abr,6,Con Riego, 135.51 
50194,Montelimar-02,CF-21A,VERDE,CG02-163,Si,TRINEXAPAC , 99.26 , 12.39 , 72.00 , 354.00 , 19.00 ,Abr,6,Con Riego, 137.66 
50056,Montelimar-02,CF-18,VERDE,CG02-163,Si,TRINEXAPAC , 94.23 , 13.05 , 73.00 , 355.00 , 22.00 ,Abr,6,Con Riego, 130.82 
99009,San Isidro,S I.-09,VERDE,CP72-2086,Si,TRINEXAPAC , 66.18 , 17.68 , 67.00 , 366.00 , 67.00 ,Abr,6,Con Riego, 143.59 
99009,San Isidro,S I.-09,VERDE,CP72-2086,Si,TRINEXAPAC , 66.18 , 17.68 , 67.00 , 366.00 , 67.00 ,Abr,6,Con Riego, 144.87 
99009,San Isidro,S I.-09,VERDE,CP72-2086,Si,TRINEXAPAC , 66.18 , 17.68 , 67.00 , 366.00 , 67.00 ,Abr,6,Con Riego, 138.24 
99009,San Isidro,S I.-09,VERDE,CP72-2086,Si,TRINEXAPAC , 66.18 , 17.68 , 67.00 , 366.00 , 67.00 ,Abr,6,Con Riego, 135.15 
99009,San Isidro,S I.-09,VERDE,CP72-2086,Si,TRINEXAPAC , 66.18 , 17.68 , 67.00 , 366.00 , 67.00 ,Abr,6,Con Riego, 143.46 
99009,San Isidro,S I.-09,VERDE,CP72-2086,Si,TRINEXAPAC , 66.18 , 17.68 , 67.00 , 366.00 , 67.00 ,Abr,6,Con Riego, 132.28 
99009,San Isidro,S I.-09,VERDE,CP72-2086,Si,TRINEXAPAC , 66.18 , 17.68 , 67.00 , 366.00 , 67.00 ,Abr,6,Con Riego, 141.94 
99009,San Isidro,S I.-09,VERDE,CP72-2086,Si,TRINEXAPAC , 66.18 , 17.68 , 67.00 , 366.00 , 67.00 ,Abr,6,Con Riego, 141.30 
99009,San Isidro,S I.-09,VERDE,CP72-2086,Si,TRINEXAPAC , 66.18 , 17.68 , 68.00 , 367.00 , 68.00 ,Abr,6,Con Riego, 142.82 
99009,San Isidro,S I.-09,VERDE,CP72-2086,Si,TRINEXAPAC , 66.18 , 17.68 , 68.00 , 367.00 , 68.00 ,Abr,6,Con Riego, 136.12 
99009,San Isidro,S I.-09,VERDE,CP72-2086,Si,TRINEXAPAC , 66.18 , 17.68 , 68.00 , 367.00 , 68.00 ,Abr,6,Con Riego, 142.77 
99009,San Isidro,S I.-09,VERDE,CP72-2086,Si,TRINEXAPAC , 66.18 , 17.68 , 68.00 , 367.00 , 68.00 ,Abr,6,Con Riego, 137.92 
27001,Catalina Mendoza,CM-01,QUEMADO,CP72-2086,No,NO APLICADO, 42.38 , -   , -   , 314.00 , 138.00 ,Abr,6,Sin Riego, 148.47 
27001,Catalina Mendoza,CM-01,QUEMADO,CP72-2086,No,NO APLICADO, 42.38 , -   , -   , 314.00 , 138.00 ,Abr,6,Sin Riego, 150.25 
99009,San Isidro,S I.-09,VERDE,CP72-2086,Si,TRINEXAPAC , 66.18 , 17.68 , 68.00 , 367.00 , 68.00 ,Abr,6,Con Riego, 136.39 
99009,San Isidro,S I.-09,VERDE,CP72-2086,Si,TRINEXAPAC , 66.18 , 17.68 , 68.00 , 367.00 , 68.00 ,Abr,6,Con Riego, 137.02 
27001,Catalina Mendoza,CM-01,QUEMADO,CP72-2086,No,NO APLICADO, 42.38 , -   , -   , 314.00 , 138.00 ,Abr,6,Sin Riego, 140.91 
99009,San Isidro,S I.-09,VERDE,CP72-2086,Si,TRINEXAPAC , 66.18 , 17.68 , 68.00 , 367.00 , 68.00 ,Abr,6,Con Riego, 144.50 
50057,Montelimar-02,CF-19,VERDE,CG02-163,Si,TRINEXAPAC , 114.58 , 10.73 , 77.00 , 365.00 , 61.00 ,Abr,6,Con Riego, 129.06 
50056,Montelimar-02,CF-18,VERDE,CG02-163,Si,TRINEXAPAC , 94.23 , 13.05 , 77.00 , 359.00 , 26.00 ,Abr,6,Con Riego, 141.21 
50057,Montelimar-02,CF-19,VERDE,CG02-163,Si,TRINEXAPAC , 114.58 , 10.73 , 77.00 , 365.00 , 61.00 ,Abr,6,Con Riego, 139.11 
50057,Montelimar-02,CF-19,VERDE,CG02-163,Si,TRINEXAPAC , 114.58 , 10.73 , 77.00 , 365.00 , 61.00 ,Abr,6,Con Riego, 137.31 
50054,Montelimar-02,CF-16,VERDE,CG02-163,Si,TRINEXAPAC , 103.78 , 13.30 , 63.00 , 338.00 , 20.00 ,Abr,6,Con Riego, 132.43 
50054,Montelimar-02,CF-16,VERDE,CG02-163,Si,TRINEXAPAC , 103.78 , 13.30 , 63.00 , 338.00 , 20.00 ,Abr,6,Con Riego, 128.23 
50054,Montelimar-02,CF-16,VERDE,CG02-163,Si,TRINEXAPAC , 103.78 , 13.30 , 63.00 , 338.00 , 20.00 ,Abr,6,Con Riego, 128.46 
50054,Montelimar-02,CF-16,VERDE,CG02-163,Si,TRINEXAPAC , 103.78 , 13.30 , 63.00 , 338.00 , 20.00 ,Abr,6,Con Riego, 130.80 
27001,Catalina Mendoza,CM-01,QUEMADO,CP72-2086,No,NO APLICADO, 42.38 , -   , -   , 315.00 , 139.00 ,Abr,6,Sin Riego, 135.44 
50054,Montelimar-02,CF-16,VERDE,CG02-163,Si,TRINEXAPAC , 103.78 , 13.30 , 63.00 , 338.00 , 20.00 ,Abr,6,Con Riego, 133.56 
50057,Montelimar-02,CF-19,VERDE,CG02-163,Si,TRINEXAPAC , 114.58 , 10.73 , 77.00 , 365.00 , 61.00 ,Abr,6,Con Riego, 132.58 
27001,Catalina Mendoza,CM-01,QUEMADO,CP72-2086,No,NO APLICADO, 42.38 , -   , -   , 315.00 , 139.00 ,Abr,6,Sin Riego, 144.27 
50057,Montelimar-02,CF-19,VERDE,CG02-163,Si,TRINEXAPAC , 114.58 , 10.73 , 77.00 , 365.00 , 61.00 ,Abr,6,Con Riego, 130.52 
50057,Montelimar-02,CF-19,VERDE,CG02-163,Si,TRINEXAPAC , 114.58 , 10.73 , 77.00 , 365.00 , 61.00 ,Abr,6,Con Riego, 144.82 
50057,Montelimar-02,CF-19,VERDE,CG02-163,Si,TRINEXAPAC , 114.58 , 10.73 , 77.00 , 365.00 , 61.00 ,Abr,6,Con Riego, 130.61 
50054,Montelimar-02,CF-16,VERDE,CG02-163,Si,TRINEXAPAC , 103.78 , 13.30 , 64.00 , 339.00 , 21.00 ,Abr,6,Con Riego, 129.40 
50054,Montelimar-02,CF-16,VERDE,CG02-163,Si,TRINEXAPAC , 103.78 , 13.30 , 64.00 , 339.00 , 21.00 ,Abr,6,Con Riego, 123.65 
50054,Montelimar-02,CF-16,VERDE,CG02-163,Si,TRINEXAPAC , 103.78 , 13.30 , 64.00 , 339.00 , 21.00 ,Abr,6,Con Riego, 119.41 
50054,Montelimar-02,CF-16,VERDE,CG02-163,Si,TRINEXAPAC , 103.78 , 13.30 , 64.00 , 339.00 , 21.00 ,Abr,6,Con Riego, 125.08 
91019,Barranco Bayo,BB-19,VERDE,CP72-2086,Si,TRINEXAPAC , 63.91 , 16.74 , 69.00 , 370.00 , 21.00 ,Abr,6,Con Riego, 123.27 
50054,Montelimar-02,CF-16,VERDE,CG02-163,Si,TRINEXAPAC , 103.78 , 13.30 , 64.00 , 339.00 , 21.00 ,Abr,6,Con Riego, 128.99 
50054,Montelimar-02,CF-16,VERDE,CG02-163,Si,TRINEXAPAC , 103.78 , 13.30 , 64.00 , 339.00 , 21.00 ,Abr,6,Con Riego, 138.47 
91019,Barranco Bayo,BB-19,VERDE,CP72-2086,Si,TRINEXAPAC , 63.91 , 16.74 , 69.00 , 370.00 , 21.00 ,Abr,6,Con Riego, 136.32 
51041,Loma Alegre,F-07,VERDE,RB86-7515,Si,TRINEXAPAC , 85.12 , 11.75 , 75.00 , 369.00 , 15.00 ,Abr,6,Con Riego, 135.08 
51041,Loma Alegre,F-07,VERDE,RB86-7515,Si,TRINEXAPAC , 85.12 , 11.75 , 75.00 , 369.00 , 15.00 ,Abr,6,Con Riego, 136.53 
51041,Loma Alegre,F-07,VERDE,RB86-7515,Si,TRINEXAPAC , 85.12 , 11.75 , 75.00 , 369.00 , 15.00 ,Abr,6,Con Riego, 131.23 
91019,Barranco Bayo,BB-19,VERDE,CP72-2086,Si,TRINEXAPAC , 63.91 , 16.74 , 69.00 , 370.00 , 21.00 ,Abr,6,Con Riego, 137.36 
51041,Loma Alegre,F-07,VERDE,RB86-7515,Si,TRINEXAPAC , 85.12 , 11.75 , 75.00 , 369.00 , 15.00 ,Abr,6,Con Riego, 141.89 
91019,Barranco Bayo,BB-19,VERDE,CP72-2086,Si,TRINEXAPAC , 63.91 , 16.74 , 69.00 , 370.00 , 21.00 ,Abr,6,Con Riego, 133.44 
51041,Loma Alegre,F-07,VERDE,RB86-7515,Si,TRINEXAPAC , 85.12 , 11.75 , 75.00 , 369.00 , 15.00 ,Abr,6,Con Riego, 142.77 
27001,Catalina Mendoza,CM-01,QUEMADO,CP72-2086,No,NO APLICADO, 42.38 , -   , -   , 316.00 , 140.00 ,Abr,6,Sin Riego, 138.32 
51041,Loma Alegre,F-07,VERDE,RB86-7515,Si,TRINEXAPAC , 85.12 , 11.75 , 75.00 , 369.00 , 15.00 ,Abr,6,Con Riego, 123.92 
27001,Catalina Mendoza,CM-01,QUEMADO,CP72-2086,No,NO APLICADO, 42.38 , -   , -   , 316.00 , 140.00 ,Abr,6,Sin Riego, 151.26 
91019,Barranco Bayo,BB-19,VERDE,CP72-2086,Si,TRINEXAPAC , 63.91 , 16.74 , 69.00 , 370.00 , 21.00 ,Abr,6,Con Riego, 123.66 
51041,Loma Alegre,F-07,VERDE,RB86-7515,Si,TRINEXAPAC , 85.12 , 11.75 , 75.00 , 369.00 , 15.00 ,Abr,6,Con Riego, 133.89 
91019,Barranco Bayo,BB-19,VERDE,CP72-2086,Si,TRINEXAPAC , 63.91 , 16.74 , 69.00 , 370.00 , 21.00 ,Abr,6,Con Riego, 135.56 
91019,Barranco Bayo,BB-19,VERDE,CP72-2086,Si,TRINEXAPAC , 63.91 , 16.74 , 69.00 , 370.00 , 21.00 ,Abr,6,Con Riego, 132.23 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 70.00 , 342.00 , 21.00 ,Abr,6,Con Riego, 139.79 
51041,Loma Alegre,F-07,VERDE,RB86-7515,Si,TRINEXAPAC , 85.12 , 11.75 , 76.00 , 370.00 , 16.00 ,Abr,6,Con Riego, 137.92 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 70.00 , 342.00 , 21.00 ,Abr,6,Con Riego, 134.80 
51041,Loma Alegre,F-07,VERDE,RB86-7515,Si,TRINEXAPAC , 85.12 , 11.75 , 76.00 , 370.00 , 16.00 ,Abr,6,Con Riego, 129.76 
51041,Loma Alegre,F-07,VERDE,RB86-7515,Si,TRINEXAPAC , 85.12 , 11.75 , 76.00 , 370.00 , 16.00 ,Abr,6,Con Riego, 130.51 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 70.00 , 342.00 , 21.00 ,Abr,6,Con Riego, 141.71 
51041,Loma Alegre,F-07,VERDE,RB86-7515,Si,TRINEXAPAC , 85.12 , 11.75 , 76.00 , 370.00 , 16.00 ,Abr,6,Con Riego, 136.13 
51041,Loma Alegre,F-07,VERDE,RB86-7515,Si,TRINEXAPAC , 85.12 , 11.75 , 76.00 , 370.00 , 16.00 ,Abr,6,Con Riego, 137.28 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 70.00 , 342.00 , 21.00 ,Abr,6,Con Riego, 141.58 
51041,Loma Alegre,F-07,VERDE,RB86-7515,Si,TRINEXAPAC , 85.12 , 11.75 , 76.00 , 370.00 , 16.00 ,Abr,6,Con Riego, 142.21 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 70.00 , 342.00 , 21.00 ,Abr,6,Con Riego, 132.92 
27001,Catalina Mendoza,CM-01,QUEMADO,CP72-2086,No,NO APLICADO, 42.38 , -   , -   , 317.00 , 141.00 ,Abr,6,Sin Riego, 154.13 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 70.00 , 342.00 , 21.00 ,Abr,6,Con Riego, 140.29 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 70.00 , 342.00 , 21.00 ,Abr,6,Con Riego, 130.04 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 71.00 , 343.00 , 22.00 ,Abr,6,Con Riego, 131.92 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 71.00 , 343.00 , 22.00 ,Abr,6,Con Riego, 126.30 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 71.00 , 343.00 , 22.00 ,Abr,6,Con Riego, 130.49 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 71.00 , 343.00 , 22.00 ,Abr,6,Con Riego, 129.61 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 71.00 , 343.00 , 22.00 ,Abr,6,Con Riego, 134.45 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 71.00 , 343.00 , 22.00 ,Abr,6,Con Riego, 138.17 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 71.00 , 343.00 , 22.00 ,Abr,6,Con Riego, 141.08 
51095,Loma Alegre,B-19A,VERDE,RB86-7515,Si,TRINEXAPAC , 104.03 , 12.50 , 78.00 , 398.00 , 19.00 ,Abr,6,Con Riego, 133.49 
51095,Loma Alegre,B-19A,VERDE,RB86-7515,Si,TRINEXAPAC , 104.03 , 12.50 , 78.00 , 398.00 , 19.00 ,Abr,6,Con Riego, 142.64 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 72.00 , 344.00 , 23.00 ,Abr,6,Con Riego, 143.65 
51095,Loma Alegre,B-19A,VERDE,RB86-7515,Si,TRINEXAPAC , 104.03 , 12.50 , 78.00 , 398.00 , 19.00 ,Abr,6,Con Riego, 132.34 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 72.00 , 344.00 , 23.00 ,Abr,6,Con Riego, 139.49 
51095,Loma Alegre,B-19A,VERDE,RB86-7515,Si,TRINEXAPAC , 104.03 , 12.50 , 78.00 , 398.00 , 19.00 ,Abr,6,Con Riego, 138.87 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 72.00 , 344.00 , 23.00 ,Abr,6,Con Riego, 150.91 
51095,Loma Alegre,B-19A,VERDE,RB86-7515,Si,TRINEXAPAC , 104.03 , 12.50 , 78.00 , 398.00 , 19.00 ,Abr,6,Con Riego, 145.33 
51095,Loma Alegre,B-19A,VERDE,RB86-7515,Si,TRINEXAPAC , 104.03 , 12.50 , 78.00 , 398.00 , 19.00 ,Abr,6,Con Riego, 140.47 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 72.00 , 344.00 , 23.00 ,Abr,6,Con Riego, 134.12 
51095,Loma Alegre,B-19A,VERDE,RB86-7515,Si,TRINEXAPAC , 104.03 , 12.50 , 78.00 , 398.00 , 19.00 ,Abr,6,Con Riego, 141.51 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 72.00 , 344.00 , 23.00 ,Abr,6,Con Riego, 142.40 
51095,Loma Alegre,B-19A,VERDE,RB86-7515,Si,TRINEXAPAC , 104.03 , 12.50 , 78.00 , 398.00 , 19.00 ,Abr,6,Con Riego, 138.78 
51095,Loma Alegre,B-19A,VERDE,RB86-7515,Si,TRINEXAPAC , 104.03 , 12.50 , 78.00 , 398.00 , 19.00 ,Abr,6,Con Riego, 143.97 
51029,Loma Alegre,B-19,VERDE,RB86-7515,Si,TRINEXAPAC , 116.99 , 11.97 , 79.00 , 371.00 , 18.00 ,Abr,6,Con Riego, 132.03 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 72.00 , 344.00 , 23.00 ,Abr,6,Con Riego, 128.92 
96008,Corrales Negro,CN-08,VERDE,CP72-2086,Si,TRINEXAPAC , 64.40 , 15.53 , 73.00 , 345.00 , 24.00 ,Abr,6,Con Riego, 141.05 
51029,Loma Alegre,B-19,VERDE,RB86-7515,Si,TRINEXAPAC , 116.99 , 11.97 , 80.00 , 372.00 , 19.00 ,Abr,6,Con Riego, 141.24 
51029,Loma Alegre,B-19,VERDE,RB86-7515,Si,TRINEXAPAC , 116.99 , 11.97 , 80.00 , 372.00 , 19.00 ,Abr,6,Con Riego, 141.25 
96001,Corrales Negro,CN-01,VERDE,CP72-2086,Si,TRINEXAPAC , 70.63 , 14.16 , 73.00 , 372.00 , 24.00 ,Abr,6,Con Riego, 148.63 
51029,Loma Alegre,B-19,VERDE,RB86-7515,Si,TRINEXAPAC , 116.99 , 11.97 , 80.00 , 372.00 , 19.00 ,Abr,6,Con Riego, 142.19 
96001,Corrales Negro,CN-01,VERDE,CP72-2086,Si,TRINEXAPAC , 70.63 , 14.16 , 73.00 , 372.00 , 24.00 ,Abr,6,Con Riego, 136.78 
51029,Loma Alegre,B-19,VERDE,RB86-7515,Si,TRINEXAPAC , 116.99 , 11.97 , 80.00 , 372.00 , 19.00 ,Abr,6,Con Riego, 145.48 
51029,Loma Alegre,B-19,VERDE,RB86-7515,Si,TRINEXAPAC , 116.99 , 11.97 , 80.00 , 372.00 , 19.00 ,Abr,6,Con Riego, 141.42 
51029,Loma Alegre,B-19,VERDE,RB86-7515,Si,TRINEXAPAC , 116.99 , 11.97 , 80.00 , 372.00 , 19.00 ,Abr,6,Con Riego, 133.07 
96001,Corrales Negro,CN-01,VERDE,CP72-2086,Si,TRINEXAPAC , 70.63 , 14.16 , 73.00 , 372.00 , 24.00 ,Abr,6,Con Riego, 141.36 
51029,Loma Alegre,B-19,VERDE,RB86-7515,Si,TRINEXAPAC , 116.99 , 11.97 , 80.00 , 372.00 , 19.00 ,Abr,6,Con Riego, 140.83 
51029,Loma Alegre,B-19,VERDE,RB86-7515,Si,TRINEXAPAC , 116.99 , 11.97 , 80.00 , 372.00 , 19.00 ,Abr,6,Con Riego, 129.38 
96001,Corrales Negro,CN-01,VERDE,CP72-2086,Si,TRINEXAPAC , 70.63 , 14.16 , 73.00 , 372.00 , 24.00 ,Abr,6,Con Riego, 148.47 
51029,Loma Alegre,B-19,VERDE,RB86-7515,Si,TRINEXAPAC , 116.99 , 11.97 , 80.00 , 372.00 , 19.00 ,Abr,6,Con Riego, 134.56 
96001,Corrales Negro,CN-01,VERDE,CP72-2086,Si,TRINEXAPAC , 70.63 , 14.16 , 73.00 , 372.00 , 24.00 ,Abr,6,Con Riego, 117.94 
51029,Loma Alegre,B-19,VERDE,RB86-7515,Si,TRINEXAPAC , 116.99 , 11.97 , 80.00 , 372.00 , 19.00 ,Abr,6,Con Riego, 146.72 
96001,Corrales Negro,CN-01,VERDE,CP72-2086,Si,TRINEXAPAC , 70.63 , 14.16 , 73.00 , 372.00 , 24.00 ,Abr,6,Con Riego, 147.75 
51029,Loma Alegre,B-19,VERDE,RB86-7515,Si,TRINEXAPAC , 116.99 , 11.97 , 80.00 , 372.00 , 19.00 ,Abr,6,Con Riego, 131.37 
96001,Corrales Negro,CN-01,VERDE,CP72-2086,Si,TRINEXAPAC , 70.63 , 14.16 , 73.00 , 372.00 , 24.00 ,Abr,6,Con Riego, 143.62 
