idnax,FECHA,ID,LOTE,FINCA,ZONA ,unidad_04,unidad_05,VARIEDAD,fs,TIPO RIEGO,area,activo,soca,Contenido de agua (mg/cm2),Contenido de agua 2 (con nubes),Nivel de agua 贸ptimo,10 Anomal铆as,balance hidrico,Clorofila (mg/cm2),Nivel de clorofila 贸ptimo,15 Cosecha,33 Evapotranspiraci贸n,Inundaci贸n,Biomasa (m2 ca帽a/m2),Biomasa 2 (con nubes),Nivel de biomasa 贸ptimo,13 Maduraci贸n,14 Maduraci贸n 2 (con nubes),msavi2,NDVI,08 NDVI 2 (con nubes),09 Nivel de NDVI 贸ptimo,ndwi,11 Necesidades de Nitr贸geno,12 Producci贸n,21 Imagen real,Evoluci贸n h铆drica,COD2,COD FIN,RIEGO,EDAD2122,EDAD2223
235437,23/4/2021,30017,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.3561,true,3,0.0074,0.0074,3.3,0,,13.26,1.09,0,,,0.25,0.25,5,0.13,0.05,-0.4,0.21,0.21,4.27,0.36,,0.63,,-3,3001,3001,Goteo, 0.79 , 1.78 
235500,23/4/2021,300170,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.3319,true,3,0.0016,0.0016,1,0,,13.19,1,0,,,0.2,0.2,5,0.03,0.02,-0.4,0.21,0.21,4.27,0.36,,0.71,,-3,3001,3001,Goteo, 0.79 , 1.78 
235501,23/4/2021,300171,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.4057,true,3,0.0027,0.0027,1.29,0,,13.44,1,0,,,0.2,0.2,5,0.05,0.03,-0.41,0.19,0.2,4.06,0.35,,0.71,,-3,3001,3001,Goteo, 0.79 , 1.78 
235502,23/4/2021,300172,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.8865,true,3,0.0071,0.0071,2.65,0,,15.89,1.35,0,,,0.3,0.3,5,0.11,0.04,-0.38,0.22,0.23,4.19,0.37,,0.77,,-3,3001,3001,Goteo, 0.79 , 1.78 
235438,23/4/2021,30018,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.2851,true,3,0.0098,0.0098,4.7,0,,11.84,1.04,1,,,0.27,0.27,5,0.15,0.07,-0.41,0.2,0.2,4.26,0.36,,0.71,,-3,3001,3001,Goteo, 0.79 , 1.78 
235439,23/4/2021,30019,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.383,true,3,0.0004,0.0004,1,0,,13.45,1,0,,,0.17,0.17,5,0.01,0.02,-0.42,0.18,0.18,4,0.32,,0.62,,-3,3001,3001,Goteo, 0.79 , 1.78 
235866,23/4/2021,350011,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.7678,true,2,0.0557,0.0557,5,0,,56.73,2.1,0,,,1.3,1.3,3.6,,,-0.14,0.57,0.57,4.04,0.55,,0.51,,0,35001,35001,Goteo, 3.09 ,-0.39 
235875,23/4/2021,3500110,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.4063,true,2,0.0737,0.0737,5,0,,75.82,3.84,0,,,1.61,1.61,4.29,,,-0.06,0.65,0.66,4.34,0.6,,0.55,,0,35001,35001,Goteo, 3.09 ,-0.39 
235876,23/4/2021,3500111,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.7939,true,2,0.0648,0.0648,5,0,,68.68,3.38,0,,,1.49,1.49,4.08,,,-0.09,0.62,0.62,4.16,0.59,,0.52,,0,35001,35001,Goteo, 3.09 ,-0.39 
235877,23/4/2021,3500112,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.5756,true,2,0.0427,0.0427,4.94,0,,52.94,1.74,0,,,1.16,1.16,3.28,,,-0.16,0.55,0.55,3.9,0.54,,0.46,,0,35001,35001,Goteo, 3.09 ,-0.39 
235878,23/4/2021,3500113,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.2248,true,2,0.043,0.043,5,0,,53.44,1.82,0,,,1.15,1.15,3.36,,,-0.15,0.56,0.56,3.95,0.55,,0.43,,0,35001,35001,Goteo, 3.09 ,-0.39 
235879,23/4/2021,3500114,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.5435,true,2,0.0387,0.0387,4.92,0,,43.32,1.08,0,,,0.98,0.98,2.16,,,-0.2,0.49,0.5,3.66,0.5,,0.39,,0,35001,35001,Goteo, 3.09 ,-0.39 
235880,23/4/2021,3500115,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.8136,true,2,0.0472,0.0472,4.92,0,,56.36,2.29,0,,,1.23,1.23,3.55,,,-0.14,0.56,0.57,3.86,0.55,,0.49,,0,35001,35001,Goteo, 3.09 ,-0.39 
235881,23/4/2021,3500116,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.2422,true,2,0.0288,0.0288,3.82,0,,33.47,1,0,,,0.62,0.62,1.09,,,-0.25,0.42,0.43,2.73,0.48,,0.34,,0,35001,35001,Goteo, 3.09 ,-0.39 
235867,23/4/2021,350012,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.7496,true,2,0.0447,0.0447,4.96,0,,48.19,1.57,0,,,1.1,1.1,2.78,,,-0.17,0.52,0.53,3.76,0.53,,0.43,,0,35001,35001,Goteo, 3.09 ,-0.39 
235868,23/4/2021,350013,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.4632,true,2,0.0461,0.0461,5,0,,50.05,1.48,0,,,1.14,1.14,3.18,,,-0.18,0.52,0.52,3.78,0.52,,0.45,,0,35001,35001,Goteo, 3.09 ,-0.39 
235869,23/4/2021,350014,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.1061,true,2,0.039,0.039,5,0,,49.15,1.57,0,,,1.07,1.07,2.57,,,-0.19,0.51,0.52,3.57,0.53,,0.4,,0,35001,35001,Goteo, 3.09 ,-0.39 
235870,23/4/2021,350015,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.8419,true,2,0.0501,0.0501,4.99,0,,57.28,2.33,0,,,1.27,1.27,3.48,,,-0.13,0.57,0.57,3.91,0.55,,0.49,,0,35001,35001,Goteo, 3.09 ,-0.39 
235871,23/4/2021,350016,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.7434,true,2,0.0563,0.0563,5,0,,63.65,3.07,0,,,1.39,1.39,3.92,,,-0.12,0.6,0.61,4.04,0.57,,0.52,,0,35001,35001,Goteo, 3.09 ,-0.39 
235872,23/4/2021,350017,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.7025,true,2,0.0465,0.0465,4.82,0,,56.76,2.37,0,,,1.2,1.2,3.18,,,-0.13,0.58,0.59,3.95,0.56,,0.49,,0,35001,35001,Goteo, 3.09 ,-0.39 
235873,23/4/2021,350018,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.2042,true,2,0.0439,0.0439,4.94,0,,58.22,2.65,0,,,1.22,1.22,3.35,,,-0.13,0.58,0.58,3.94,0.56,,0.48,,0,35001,35001,Goteo, 3.09 ,-0.39 
235874,23/4/2021,350019,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.2094,true,2,0.0661,0.0661,5,0,,75.59,3.69,0,,,1.61,1.61,4.38,,,-0.04,0.68,0.68,4.5,0.62,,0.55,,0,35001,35001,Goteo, 3.09 ,-0.39 
235882,23/4/2021,350021,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.4498,true,3,0.0085,0.0085,5,0,,13.65,4.93,0,,,0.24,0.24,1,0.13,0.06,-0.4,0.2,0.2,5,0.36,,0.62,,-3,35002,35002,Goteo, 0.69 ,-0.39 
235891,23/4/2021,3500210,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.9841,true,3,0.0032,0.0032,5,0,,11.73,4.9,0,,,0.2,0.2,1,0.08,0.04,-0.42,0.17,0.17,5,0.33,,0.47,,-3,35002,35002,Goteo, 0.69 ,-0.39 
235892,23/4/2021,3500211,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.6696,true,3,0.0102,0.0102,5,-0.23,,14.61,4.98,1,,,0.21,0.21,1.02,0.16,0.08,-0.41,0.17,0.18,5,0.34,,0.56,,0,35002,35002,Goteo, 0.69 ,-0.39 
235893,23/4/2021,3500212,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.6364,true,3,0.0088,0.0088,5,0,,15.4,5,0,,,0.2,0.2,1.04,0.15,0.08,-0.41,0.16,0.17,5,0.33,,0.55,,-2.89,35002,35002,Goteo, 0.69 ,-0.39 
235883,23/4/2021,350022,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.5327,true,3,0.01,0.01,5,0,,13.39,4.98,1,,,0.21,0.21,1,0.2,0.09,-0.41,0.17,0.18,5,0.33,,0.51,,-3,35002,35002,Goteo, 0.69 ,-0.39 
235884,23/4/2021,350023,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,1.0888,true,3,0.0073,0.0073,5,0,,15.04,5,0,,,0.18,0.18,1,0.13,0.04,-0.41,0.16,0.17,5,0.33,,0.64,,-3,35002,35002,Goteo, 0.69 ,-0.39 
235885,23/4/2021,350024,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.1123,true,3,0.0052,0.0052,5,0,,13.19,5,0,,,0.19,0.19,1,0.09,0.07,-0.41,0.17,0.18,5,0.33,,0.66,,-3,35002,35002,Goteo, 0.69 ,-0.39 
235886,23/4/2021,350025,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.172,true,3,0.0025,0.0025,5,0,,14.57,5,0,,,0.17,0.17,1,0.04,0.05,-0.42,0.16,0.17,5,0.32,,0.67,,-3,35002,35002,Goteo, 0.69 ,-0.39 
235887,23/4/2021,350026,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.342,true,3,0.0101,0.0101,5,0,,13.71,4.84,1,,,0.21,0.21,1,0.19,0.07,-0.41,0.17,0.18,5,0.33,,0.54,,-3,35002,35002,Goteo, 0.69 ,-0.39 
235888,23/4/2021,350027,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.4559,true,3,0.0021,0.0017,5,0,,11.41,4.8,,,,0.19,0.18,1,0.04,0.03,-0.42,0.17,0.18,5,0.32,,0.58,,-3,35002,35002,Goteo, 0.69 ,-0.39 
235889,23/4/2021,350028,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.3177,true,3,0.0112,0.0112,5,0,,13.55,5,1,,,0.2,0.2,1,0.19,0.08,-0.42,0.15,0.16,5,0.33,,0.56,,-3,35002,35002,Goteo, 0.69 ,-0.39 
235890,23/4/2021,350029,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.1829,true,3,0.0069,0.0069,5,0,,14.01,5,0,,,0.19,0.19,1,0.14,0.05,-0.41,0.17,0.18,5,0.32,,0.58,,-3,35002,35002,Goteo, 0.69 ,-0.39 
235894,23/4/2021,350031,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.8848,true,1,0.0913,0.0913,4.81,0,,73.42,1.23,0,,,1.68,1.68,2.93,,,-0.06,0.65,0.65,3.65,0.59,,0.79,,0,35003,35003,Goteo, 3.98 , 4.11 
235903,23/4/2021,3500310,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.7427,true,1,0.1456,0.1456,4.94,0,,130.02,3.46,0,,,2.32,2.32,4.22,,,0.04,0.74,0.75,3.9,0.66,,0.96,,0,35003,35003,Goteo, 3.98 , 4.11 
235904,23/4/2021,3500311,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.4098,true,1,0.1491,0.1491,4.94,0,,126.36,3.06,0,,,2.3,2.3,3.94,,,0.04,0.73,0.73,3.88,0.65,,0.95,,0,35003,35003,Goteo, 3.98 , 4.11 
235905,23/4/2021,3500312,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.7428,true,1,0.1923,0.1923,5,0,,170.95,4.29,0,,,2.77,2.77,4.6,,,0.1,0.77,0.78,3.95,0.69,,0.98,,0,35003,35003,Goteo, 3.98 , 4.11 
235906,23/4/2021,3500313,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,2.577,true,1,0.1363,0.1363,4.91,0.24,,108.95,2.33,0,,,2.12,2.12,3.74,,,0.02,0.72,0.72,3.95,0.64,,0.95,,0,35003,35003,Goteo, 3.98 , 4.11 
235907,23/4/2021,3500314,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.5526,true,1,0.1433,0.1433,5,0,,111.77,2.93,0,,,2.19,2.19,3.94,,,0.02,0.73,0.74,4,0.65,,0.97,,0,35003,35003,Goteo, 3.98 , 4.11 
235908,23/4/2021,3500315,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.755,true,1,0.1053,0.1053,4.96,0,,93.3,1.9,0,,,1.9,1.9,3.43,,,-0.02,0.69,0.69,3.84,0.62,,0.88,,0,35003,35003,Goteo, 3.98 , 4.11 
235909,23/4/2021,3500316,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.1453,true,1,0.0582,0.0582,4.15,0,,58.51,1,0,,,1.34,1.34,2,,,-0.12,0.58,0.59,3.31,0.56,,0.7,,0,35003,35003,Goteo, 3.98 , 4.11 
235910,23/4/2021,3500317,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.159,true,1,0.0684,0.0684,5,0,,65.01,1,0,,,1.52,1.52,2.25,,,-0.07,0.63,0.64,3.83,0.58,,0.79,,0,35003,35003,Goteo, 3.98 , 4.11 
235911,23/4/2021,3500318,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.9654,true,1,0.1611,0.1611,4.99,0,,128.34,3.25,0,,,2.37,2.37,4.22,,,0.05,0.74,0.74,3.97,0.65,,0.98,,0,35003,35003,Goteo, 3.98 , 4.11 
235912,23/4/2021,3500319,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.526,true,1,0.1095,0.1095,4.91,0,,87,1.7,0,,,1.87,1.87,3.59,,,-0.02,0.68,0.69,3.89,0.62,,0.94,,0,35003,35003,Goteo, 3.98 , 4.11 
235895,23/4/2021,350032,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.5582,true,1,0.0747,0.0747,4.85,0,,70.15,1.08,0,,,1.57,1.57,2.43,,,-0.08,0.64,0.64,3.56,0.59,,0.79,,0,35003,35003,Goteo, 3.98 , 4.11 
235913,23/4/2021,3500320,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.745,true,1,0.103,0.103,4.88,0.1,,87.99,1.72,0,,,1.84,1.84,3.16,,,-0.03,0.68,0.68,3.92,0.61,,0.87,,0,35003,35003,Goteo, 3.98 , 4.11 
235914,23/4/2021,3500321,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.9452,true,1,0.2037,0.1979,4.99,0,,169.69,4.23,0,,,2.8,2.8,4.57,,,0.09,0.77,0.77,3.98,0.68,,0.99,,0,35003,35003,Goteo, 3.98 , 4.11 
235915,23/4/2021,3500322,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.5767,true,1,0.1967,0.1914,4.96,0,,184.19,3.9,0,,,2.89,2.88,4.55,,,0.12,0.79,0.8,3.98,0.71,,0.96,,0,35003,35003,Goteo, 3.98 , 4.11 
235896,23/4/2021,350033,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.1146,true,1,0.1396,0.1396,4.99,0,,109.05,2.63,0,,,2.15,2.15,3.91,,,0.02,0.73,0.73,3.99,0.64,,0.97,,0,35003,35003,Goteo, 3.98 , 4.11 
235897,23/4/2021,350034,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.4545,true,1,0.0857,0.0857,4.97,0,,78.92,1.33,0,,,1.72,1.72,3.03,,,-0.03,0.67,0.67,3.81,0.61,,0.89,,0,35003,35003,Goteo, 3.98 , 4.11 
235898,23/4/2021,350035,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.4189,true,1,0.1108,0.1108,4.86,0,,93.24,2.08,0,,,1.89,1.89,3.17,,,-0.02,0.68,0.68,3.72,0.61,,0.89,,0,35003,35003,Goteo, 3.98 , 4.11 
235899,23/4/2021,350036,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.9881,true,1,0.1657,0.1657,5,0,,144.3,3.6,0,,,2.51,2.51,4.3,,,0.08,0.78,0.78,4,0.69,,1,,0,35003,35003,Goteo, 3.98 , 4.11 
235900,23/4/2021,350037,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.1453,true,1,0.1582,0.1582,4.93,0.16,,143.65,3.59,0,,,2.46,2.46,4.26,,,0.07,0.76,0.76,3.97,0.67,,0.97,,0,35003,35003,Goteo, 3.98 , 4.11 
235901,23/4/2021,350038,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.4603,true,1,0.1268,0.1268,4.88,0,,118.5,3.08,0,,,2.16,2.16,3.78,,,0.05,0.74,0.75,3.95,0.67,,0.97,,0,35003,35003,Goteo, 3.98 , 4.11 
235902,23/4/2021,350039,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.3226,true,1,0.1843,0.1843,5,0,,176.32,4.35,0,,,2.81,2.81,4.58,,,0.13,0.79,0.79,4,0.7,,0.99,,0,35003,35003,Goteo, 3.98 , 4.11 
235916,23/4/2021,350041,LJ-01A,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/3/2022,2,0.3742,true,3,0.0214,0.0214,5,0,,17.41,5,1,,,0.21,0.21,1.07,0.6,0.36,-0.39,0.18,0.19,4.96,0.35,,0.06,,0,35004,35004,Goteo, 0.66 ,-0.39 
235917,23/4/2021,350042,LJ-01A,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/3/2022,2,0.1862,true,3,0.0215,0.0215,5,0,,17.83,5,1,,,0.24,0.24,2,0.73,0.53,-0.39,0.2,0.2,5,0.36,,0.04,,0,35004,35004,Goteo, 0.66 ,-0.39 
235918,23/4/2021,350043,LJ-01A,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/3/2022,2,0.7415,true,3,0.0197,0.0197,5,0,,18.6,5,1,,,0.22,0.22,1.3,0.52,0.29,-0.38,0.22,0.22,5,0.37,,0.06,,0,35004,35004,Goteo, 0.66 ,-0.39 
235919,23/4/2021,350044,LJ-01A,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/3/2022,2,0.1379,true,3,0.0198,0.0198,5,0,,17.08,5,1,,,0.21,0.21,1.09,0.77,0.43,-0.4,0.18,0.19,4.82,0.35,,0.04,,0,35004,35004,Goteo, 0.66 ,-0.39 
235920,23/4/2021,350045,LJ-01A,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/3/2022,2,0.4128,true,3,0.0195,0.0195,5,0,,18.35,5,1,,,0.2,0.2,1,0.54,0.29,-0.39,0.2,0.2,4.92,0.36,,0.05,,0,35004,35004,Goteo, 0.66 ,-0.39 
235921,23/4/2021,350046,LJ-01A,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/3/2022,2,0.6505,true,3,0.0203,0.0203,5,0,,18.21,5,1,,,0.2,0.2,1.07,0.59,0.38,-0.38,0.2,0.2,4.93,0.36,,0.06,,0,35004,35004,Goteo, 0.66 ,-0.39 
235922,23/4/2021,350047,LJ-01A,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/3/2022,2,0.9728,true,3,0.039,0.039,5,0,,48.32,5,2,,,0.97,0.97,4.9,0.95,1,-0.18,0.51,0.51,5,0.52,,0.04,,0,35004,35004,Goteo, 0.66 ,-0.39 
235923,23/4/2021,350048,LJ-01A,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/3/2022,2,0.2625,true,3,0.0208,0.0208,5,0,,19.07,5,1,,,0.23,0.23,1.68,0.57,0.37,-0.37,0.23,0.23,5,0.38,,0.07,,0,35004,35004,Goteo, 0.66 ,-0.39 
235924,23/4/2021,350049,LJ-01A,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/3/2022,2,0.3391,true,3,0.0211,0.0211,5,0,,23.32,5,1,,,0.33,0.33,3.13,0.7,0.58,-0.35,0.28,0.28,5,0.41,,0.06,,0,35004,35004,Goteo, 0.66 ,-0.39 
235925,23/4/2021,350051,LJ-02A,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.7565,true,3,0.0199,0.0199,5,0,,16.13,5,1,,,0.24,0.24,1.1,0.37,0.19,-0.39,0.19,0.19,5,0.34,,0.5,,0,35005,35005,Goteo, 0.56 ,-0.39 
235934,23/4/2021,3500510,LJ-02A,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.5512,true,3,0.0081,0.0081,5,0,,15.97,5,0,,,0.17,0.17,1,0.13,0.05,-0.41,0.15,0.16,5,0.32,,0.55,,-2.96,35005,35005,Goteo, 0.56 ,-0.39 
235935,23/4/2021,3500511,LJ-02A,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.3811,true,3,0.0032,0.0032,5,0,,11.76,4.85,0,,,0.19,0.19,1,0.06,0.03,-0.42,0.16,0.16,5,0.33,,0.55,,-1,35005,35005,Goteo, 0.56 ,-0.39 
235936,23/4/2021,3500512,LJ-02A,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.4784,true,3,0.0177,0.0177,5,0,,16.2,5,1,,,0.24,0.24,1.23,0.29,0.16,-0.4,0.18,0.19,5,0.34,,0.53,,0,35005,35005,Goteo, 0.56 ,-0.39 
235937,23/4/2021,3500513,LJ-02A,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.4098,true,3,0.0034,0.0034,5,0,,13.46,4.97,0,,,0.2,0.2,1,0.06,0.06,-0.42,0.17,0.18,5,0.32,,0.57,,-1,35005,35005,Goteo, 0.56 ,-0.39 
235926,23/4/2021,350052,LJ-02A,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.3461,true,3,0.0226,0.0226,5,0,,19.16,5,1,,,0.31,0.31,1.52,0.38,0.22,-0.38,0.2,0.21,5,0.36,,0.55,,0,35005,35005,Goteo, 0.56 ,-0.39 
235927,23/4/2021,350053,LJ-02A,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.431,true,3,0.0141,0.0141,5,0,,16.21,5,1,,,0.2,0.2,1,0.29,0.14,-0.4,0.18,0.18,5,0.34,,0.43,,0,35005,35005,Goteo, 0.56 ,-0.39 
235928,23/4/2021,350054,LJ-02A,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.3117,true,3,0.0058,0.0058,5,0,,11.93,4.92,0,,,0.21,0.21,1,0.13,0.06,-0.42,0.17,0.18,5,0.33,,0.55,,-3,35005,35005,Goteo, 0.56 ,-0.39 
235929,23/4/2021,350055,LJ-02A,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.1199,true,3,0.0046,0.0046,5,0,,16.19,5,0,,,0.19,0.19,1,0.09,0.04,-0.41,0.19,0.19,5,0.33,,0.54,,-3,35005,35005,Goteo, 0.56 ,-0.39 
235930,23/4/2021,350056,LJ-02A,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.3286,true,3,0.0031,0.0031,5,0,,10.9,4.89,0,,,0.21,0.21,1,0.07,0.03,-0.42,0.17,0.18,5,0.33,,0.6,,-3,35005,35005,Goteo, 0.56 ,-0.39 
235931,23/4/2021,350057,LJ-02A,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.3655,true,3,0.0025,0.0025,5,0,,11.76,4.88,0,,,0.2,0.2,1,0.06,0.07,-0.42,0.17,0.18,5,0.33,,0.56,,-1,35005,35005,Goteo, 0.56 ,-0.39 
235932,23/4/2021,350058,LJ-02A,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.3664,true,3,0.0077,0.0077,5,0,,16.65,5,0,,,0.17,0.17,1,0.13,0.06,-0.41,0.17,0.17,5,0.32,,0.55,,-3,35005,35005,Goteo, 0.56 ,-0.39 
235933,23/4/2021,350059,LJ-02A,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.4863,true,3,0.0193,0.0193,5,0,,16.23,4.98,1,,,0.25,0.25,1.11,0.32,0.18,-0.39,0.19,0.2,5,0.34,,0.56,,0,35005,35005,Goteo, 0.56 ,-0.39 
236591,23/4/2021,530011,A-01,MONTELIMAR,ZONA_2,,,CP73-1547,15/3/2022,3,0.1884,true,,0.0304,0.0304,5,0,,30.07,5,2,,,0.51,0.51,5,0.56,0.44,-0.26,0.33,0.33,5,0.42,,0.73,,-1,53001,53001,Gravedad,-0.16 , 0.95 
236592,23/4/2021,530012,A-01,MONTELIMAR,ZONA_2,,,CP73-1547,15/3/2022,3,0.259,true,,0.0656,0.0656,5,0,,65.06,5,4,,,1.51,1.51,5,0.88,1,-0.08,0.61,0.62,5,0.56,,0.72,,0,53001,53001,Gravedad,-0.16 , 0.95 
236593,23/4/2021,530013,A-01,MONTELIMAR,ZONA_2,,,CP73-1547,15/3/2022,3,0.1116,true,,0.0281,0.0281,5,0,,24.22,5,2,,,0.31,0.31,5,0.57,0.7,-0.28,0.3,0.3,5,0.39,,0.65,,-3,53001,53001,Gravedad,-0.16 , 0.95 
236594,23/4/2021,530014,A-01,MONTELIMAR,ZONA_2,,,CP73-1547,15/3/2022,3,0.3171,true,,0.02,0.02,5,0,,16.51,5,1,,,0.14,0.14,5,0.39,0.49,-0.35,0.2,0.21,4.74,0.35,,0.68,,-3,53001,53001,Gravedad,-0.16 , 0.95 
