idnax,FECHA,ID,LOTE,FINCA,ZONA ,unidad_04,unidad_05,VARIEDAD,fs,TIPO RIEGO,area,activo,soca,Contenido de agua (mg/cm2),Contenido de agua 2 (con nubes),Nivel de agua 贸ptimo,10 Anomal铆as,balance hidrico,Clorofila (mg/cm2),Nivel de clorofila 贸ptimo,15 Cosecha,33 Evapotranspiraci贸n,Inundaci贸n,Biomasa (m2 ca帽a/m2),Biomasa 2 (con nubes),Nivel de biomasa 贸ptimo,13 Maduraci贸n,14 Maduraci贸n 2 (con nubes),msavi2,NDVI,08 NDVI 2 (con nubes),09 Nivel de NDVI 贸ptimo,ndwi,11 Necesidades de Nitr贸geno,12 Producci贸n,21 Imagen real,Evoluci贸n h铆drica,COD2,COD FIN,RIEGO,EDAD2122,EDAD2223
235477,13/4/2022,300147,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.8827,true,3,0.0088,0.0088,1,0,,19.28,1,0,,,0.23,0.23,1,,,-0.38,0.22,0.23,1.05,0.37,0.3,0.11,,0,3001,3001,Goteo, 0.79 , 1.78 
235478,13/4/2022,300148,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.4661,true,3,0.0052,0.0052,1,0,,14.18,1,0,,,0.22,0.22,1,,,-0.4,0.19,0.2,1,0.35,0.22,0.11,,0,3001,3001,Goteo, 0.79 , 1.78 
235479,13/4/2022,300149,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1481,true,3,0.0194,0.0194,3.62,0,,12.01,1,0,,,0.13,0.13,1,,,-0.35,0.19,0.2,1,0.35,0.19,0.06,,0,3001,3001,Goteo, 0.79 , 1.78 
235435,13/4/2022,30015,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.2002,true,3,0.0067,0.0067,1,0,,15.37,1,0,,,0.27,0.27,1,,,-0.39,0.23,0.23,1.28,0.37,0.24,0.15,,0,3001,3001,Goteo, 0.79 , 1.78 
235480,13/4/2022,300150,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1429,true,3,0.0177,0.0177,2.82,0,,13.14,1,0,,,0.14,0.14,1,,,-0.34,0.2,0.21,1,0.38,0.21,0.08,,-3,3001,3001,Goteo, 0.79 , 1.78 
235481,13/4/2022,300151,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5064,true,3,0.0158,0.0158,2.09,0,,12.66,1,0,,,0.13,0.13,1,,,-0.37,0.18,0.19,1,0.36,0.2,0.09,,-3,3001,3001,Goteo, 0.79 , 1.78 
235482,13/4/2022,300152,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5675,true,3,0.0069,0.0069,1.04,0,,16.41,1,0,,,0.24,0.24,1.06,,,-0.39,0.21,0.22,1,0.37,0.26,0.12,,0,3001,3001,Goteo, 0.79 , 1.78 
235483,13/4/2022,300153,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,1.4736,true,3,0.0152,0.0152,2,0,,22,1,0,,,0.18,0.18,1,,,-0.34,0.24,0.24,1.12,0.39,0.35,0.08,,0,3001,3001,Goteo, 0.79 , 1.78 
235484,13/4/2022,300154,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5202,true,3,0.009,0.009,1.05,0,,19.86,1,0,,,0.25,0.25,1,,,-0.37,0.25,0.25,1.14,0.39,0.31,0.12,,0,3001,3001,Goteo, 0.79 , 1.78 
235485,13/4/2022,300155,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5603,true,3,0.0157,0.0157,2.04,0,,15.77,1,0,,,0.15,0.15,1,,,-0.36,0.19,0.2,1,0.36,0.25,0.07,,0,3001,3001,Goteo, 0.79 , 1.78 
235486,13/4/2022,300156,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.6585,true,3,0.0122,0.0122,1.28,0,,25.24,1,0,,,0.34,0.34,1.35,,,-0.33,0.31,0.32,2.13,0.43,0.4,0.13,,0,3001,3001,Goteo, 0.79 , 1.78 
235487,13/4/2022,300157,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.4221,true,3,0.015,0.015,1.74,0,,12.69,1,0,,,0.13,0.13,1,,,-0.38,0.17,0.18,1,0.35,0.2,0.07,,-1,3001,3001,Goteo, 0.79 , 1.78 
235488,13/4/2022,300158,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.3671,true,3,0.0123,0.0123,1.23,0,,24.72,1,0,,,0.36,0.36,1.17,,,-0.34,0.3,0.31,1.93,0.42,0.39,0.14,,0,3001,3001,Goteo, 0.79 , 1.78 
235489,13/4/2022,300159,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.3454,true,3,0.0152,0.0152,1.86,0,,12.19,1,0,,,0.13,0.13,1,,,-0.37,0.18,0.18,1,0.35,0.19,0.07,,0,3001,3001,Goteo, 0.79 , 1.78 
235436,13/4/2022,30016,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1307,true,3,0.0191,0.0191,3.6,0,,24.28,1,0,,,0.25,0.25,1,,,-0.32,0.25,0.26,1,0.4,0.38,0.15,,0,3001,3001,Goteo, 0.79 , 1.78 
235490,13/4/2022,300160,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5269,true,3,0.0172,0.0172,2.62,0,,13.47,1,0,,,0.14,0.14,1,,,-0.34,0.22,0.22,1,0.37,0.21,0.07,,0,3001,3001,Goteo, 0.79 , 1.78 
235491,13/4/2022,300161,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.1627,true,3,0.0172,0.0172,3,0,,26.37,1,0,,,0.33,0.33,1.38,,,-0.31,0.3,0.3,1.81,0.42,0.42,0.12,,0,3001,3001,Goteo, 0.79 , 1.78 
235492,13/4/2022,300162,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5911,true,3,0.0187,0.0187,3.42,0,,17.44,1,0,,,0.17,0.17,1,,,-0.32,0.25,0.25,1.17,0.39,0.27,0.07,,0,3001,3001,Goteo, 0.79 , 1.78 
235493,13/4/2022,300163,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.082,true,3,0.0157,0.0157,1.83,0,,13.41,1,0,,,0.14,0.14,1,,,-0.35,0.2,0.2,1,0.35,0.21,0.06,,0,3001,3001,Goteo, 0.79 , 1.78 
235494,13/4/2022,300164,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.5542,true,3,0.0177,0.0177,2.98,0,,26.08,1.04,0,,,0.28,0.28,1.28,,,-0.31,0.28,0.28,1.49,0.41,0.41,0.11,,0,3001,3001,Goteo, 0.79 , 1.78 
235495,13/4/2022,300165,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.4802,true,3,0.0174,0.0174,2.7,0,,18.41,1,0,,,0.17,0.17,1,,,-0.32,0.24,0.25,1.07,0.39,0.29,0.08,,0,3001,3001,Goteo, 0.79 , 1.78 
235496,13/4/2022,300166,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.0395,true,3,0.022,0.022,4,0,,15.03,1,0,,,0.16,0.16,1,,,-0.31,0.24,0.25,1,0.4,0.24,0.07,,0,3001,3001,Goteo, 0.79 , 1.78 
235497,13/4/2022,300167,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,1.3272,true,3,0.0178,0.0178,2.92,0,,24.57,1.04,0,,,0.24,0.24,1.18,,,-0.32,0.27,0.27,1.37,0.41,0.39,0.1,,0,3001,3001,Goteo, 0.79 , 1.78 
235498,13/4/2022,300168,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.2886,true,3,0.0197,0.0197,3.68,0,,19.91,1,0,,,0.19,0.19,1,,,-0.31,0.26,0.26,1.12,0.39,0.31,0.07,,0,3001,3001,Goteo, 0.79 , 1.78 
235499,13/4/2022,300169,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.3586,true,3,0.0166,0.0166,2.45,0,,15.16,1,0,,,0.15,0.15,1,,,-0.35,0.21,0.21,1,0.37,0.24,0.07,,0,3001,3001,Goteo, 0.79 , 1.78 
235437,13/4/2022,30017,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.3561,true,3,0.0081,0.0081,1.03,0,,15.18,1,0,,,0.28,0.28,1.03,,,-0.39,0.22,0.22,1,0.38,0.24,0.18,,0,3001,3001,Goteo, 0.79 , 1.78 
235500,13/4/2022,300170,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.3319,true,3,0.0163,0.0163,2.4,0,,14.81,1,0,,,0.14,0.14,1,,,-0.36,0.19,0.2,1,0.36,0.23,0.07,,0,3001,3001,Goteo, 0.79 , 1.78 
235501,13/4/2022,300171,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.4057,true,3,0.017,0.017,2.57,0,,15.46,1,0,,,0.15,0.15,1,,,-0.36,0.19,0.2,1,0.36,0.24,0.07,,0,3001,3001,Goteo, 0.79 , 1.78 
235502,13/4/2022,300172,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.8865,true,3,0.0165,0.0165,2.45,0,,19.77,1,0,,,0.19,0.19,1.01,,,-0.35,0.21,0.22,1.01,0.37,0.31,0.08,,0,3001,3001,Goteo, 0.79 , 1.78 
235438,13/4/2022,30018,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.2851,true,3,0.0153,0.0153,2.17,0,,22.21,1,0,,,0.26,0.26,1,,,-0.34,0.25,0.25,1.35,0.39,0.35,0.16,,-1,3001,3001,Goteo, 0.79 , 1.78 
235439,13/4/2022,30019,ET-01,EL_TAMARINDO,ZONA_2,,,NA56-42,18/2/2022,2,0.383,true,3,0.001,0.001,1,0,,15.32,1,0,,,0.18,0.18,1,,,-0.41,0.19,0.19,1,0.33,0.24,0.11,,0,3001,3001,Goteo, 0.79 , 1.78 
235866,13/4/2022,350011,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.7678,true,2,0.0088,0.0088,1,0,,11.33,1,0,,,0.26,0.26,1,,,-0.43,0.15,0.15,1.03,0.34,0.13,0.24,,-3,35001,35001,Goteo, 3.09 ,-0.39 
235875,13/4/2022,3500110,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.4063,true,2,0.007,0.007,1,0,,13.1,1,0,,,0.21,0.21,1,,,-0.43,0.14,0.15,1,0.35,0.15,0.2,,-3,35001,35001,Goteo, 3.09 ,-0.39 
235876,13/4/2022,3500111,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.7939,true,2,0.0081,0.0081,1,0,,14.09,1,0,,,0.2,0.2,1,,,-0.43,0.14,0.15,1,0.36,0.16,0.19,,-3,35001,35001,Goteo, 3.09 ,-0.39 
235877,13/4/2022,3500112,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.5756,true,2,0.0077,0.0077,1,0,,15.62,1,0,,,0.19,0.19,1,,,-0.42,0.16,0.17,1,0.37,0.18,0.18,,-3,35001,35001,Goteo, 3.09 ,-0.39 
235878,13/4/2022,3500113,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.2248,true,2,0.0082,0.0082,1,0,,11.26,1,0,,,0.21,0.21,1,,,-0.43,0.14,0.14,1,0.34,0.13,0.17,,-3,35001,35001,Goteo, 3.09 ,-0.39 
235879,13/4/2022,3500114,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.5435,true,2,0.0069,0.0069,1,0,,13.53,1,0,,,0.2,0.2,1,,,-0.43,0.14,0.14,1,0.35,0.15,0.16,,-3,35001,35001,Goteo, 3.09 ,-0.39 
235880,13/4/2022,3500115,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.8136,true,2,0.0072,0.0072,1,0,,12.86,1,0,,,0.2,0.2,1,,,-0.43,0.15,0.15,1,0.35,0.15,0.17,,0,35001,35001,Goteo, 3.09 ,-0.39 
235881,13/4/2022,3500116,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.2422,true,2,0.0088,0.0088,1,0,,15.52,1,0,,,0.19,0.19,1,,,-0.42,0.14,0.14,1,0.35,0.18,0.17,,0,35001,35001,Goteo, 3.09 ,-0.39 
235867,13/4/2022,350012,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.7496,true,2,0.0089,0.0089,1,0,,13.01,1,0,,,0.22,0.22,1,,,-0.43,0.14,0.15,1,0.35,0.15,0.2,,-3,35001,35001,Goteo, 3.09 ,-0.39 
235868,13/4/2022,350013,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.4632,true,2,0.0088,0.0088,1,0,,12.75,1,0,,,0.21,0.21,1,,,-0.43,0.13,0.14,1,0.34,0.15,0.2,,-3,35001,35001,Goteo, 3.09 ,-0.39 
235869,13/4/2022,350014,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.1061,true,2,0.0074,0.0074,1,0,,12.49,1,0,,,0.21,0.21,1,,,-0.42,0.16,0.16,1,0.37,0.14,0.19,,-3,35001,35001,Goteo, 3.09 ,-0.39 
235870,13/4/2022,350015,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.8419,true,2,0.0082,0.0082,1,0,,14.02,1,0,,,0.21,0.21,1,,,-0.42,0.16,0.16,1,0.36,0.16,0.19,,-3,35001,35001,Goteo, 3.09 ,-0.39 
235871,13/4/2022,350016,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.7434,true,2,0.0068,0.0068,1,0,,12.01,1,0,,,0.22,0.22,1,,,-0.43,0.15,0.15,1,0.35,0.14,0.2,,-3,35001,35001,Goteo, 3.09 ,-0.39 
235872,13/4/2022,350017,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.7025,true,2,0.0111,0.0111,1,0,,18.26,1,0,,,0.18,0.18,1,,,-0.4,0.16,0.17,1,0.37,0.21,0.17,,0,35001,35001,Goteo, 3.09 ,-0.39 
235873,13/4/2022,350018,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.2042,true,2,0.0073,0.0073,1,0,,15.94,1,0,,,0.19,0.19,1,,,-0.42,0.16,0.17,1,0.37,0.18,0.19,,-3,35001,35001,Goteo, 3.09 ,-0.39 
235874,13/4/2022,350019,LJ-01,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,3/1/2022,2,0.2094,true,2,0.0074,0.0074,1,0,,14.81,1,0,,,0.2,0.2,1,,,-0.42,0.16,0.16,1,0.37,0.17,0.19,,-3,35001,35001,Goteo, 3.09 ,-0.39 
235882,13/4/2022,350021,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.4498,true,3,0.0085,0.0085,1.4,0,,12.78,1.23,0,,,0.25,0.25,1.02,,,-0.42,0.17,0.17,1.14,0.35,,0.1,,0,35002,35002,Goteo, 0.69 ,-0.39 
235891,13/4/2022,3500210,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.9841,true,3,0.0036,0.0036,1,0,,11.07,1,0,,,0.2,0.2,1,,,-0.44,0.14,0.14,1,0.32,,0.09,,0,35002,35002,Goteo, 0.69 ,-0.39 
235892,13/4/2022,3500211,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.6696,true,3,0.0043,0.0043,1,0,,11.59,1,0,,,0.2,0.2,1,,,-0.44,0.13,0.13,1,0.32,,0.08,,0,35002,35002,Goteo, 0.69 ,-0.39 
235893,13/4/2022,3500212,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.6364,true,3,0.0046,0.0046,1,0,,11.83,1,0,,,0.19,0.19,1,,,-0.44,0.12,0.13,1,0.31,,0.08,,0,35002,35002,Goteo, 0.69 ,-0.39 
235883,13/4/2022,350022,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.5327,true,3,0.0058,0.0058,1.02,0,,10.57,1.02,0,,,0.23,0.23,1,,,-0.44,0.13,0.14,1,0.32,,0.09,,0,35002,35002,Goteo, 0.69 ,-0.39 
235884,13/4/2022,350023,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,1.0888,true,3,0.0056,0.0056,1.03,0,,13.16,1.04,0,,,0.19,0.19,1,,,-0.43,0.14,0.14,1.01,0.31,,0.08,,0,35002,35002,Goteo, 0.69 ,-0.39 
235885,13/4/2022,350024,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.1123,true,3,0.006,0.006,1,0,,14.32,1,0,,,0.19,0.19,1,,,-0.42,0.15,0.15,1,0.31,,0.07,,0,35002,35002,Goteo, 0.69 ,-0.39 
235886,13/4/2022,350025,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.172,true,3,0.0049,0.0049,1,0,,15.42,1.13,0,,,0.17,0.17,1,,,-0.43,0.13,0.14,1,0.31,,0.08,,0,35002,35002,Goteo, 0.69 ,-0.39 
235887,13/4/2022,350026,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.342,true,3,0.0054,0.0054,1,0,,8.61,1,0,,,0.23,0.23,1,,,-0.45,0.12,0.12,1,0.3,,0.09,,0,35002,35002,Goteo, 0.69 ,-0.39 
235888,13/4/2022,350027,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.4559,true,3,0.0035,0.0035,1.02,0,,12.95,1.07,0,,,0.19,0.19,1,,,-0.43,0.14,0.15,1,0.32,,0.08,,0,35002,35002,Goteo, 0.69 ,-0.39 
235889,13/4/2022,350028,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.3177,true,3,0.0068,0.0068,1,0,,7.94,1,0,,,0.24,0.24,1,,,-0.45,0.11,0.12,1,0.31,,0.1,,0,35002,35002,Goteo, 0.69 ,-0.39 
235890,13/4/2022,350029,LJ-02,LOS_JICAROS_LA_TECA,ZONA_2,,,OTRAS,9/3/2022,2,0.1829,true,3,0.0035,0.0035,1,0,,9.02,1,0,,,0.21,0.21,1,,,-0.44,0.13,0.13,1,0.3,,0.09,,0,35002,35002,Goteo, 0.69 ,-0.39 
235894,13/4/2022,350031,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.8848,true,1,0.0358,0.0358,2.34,0.27,,78.96,1.44,4,,,1.72,1.72,2.42,,,-0.04,0.62,0.62,3.2,0.59,0.55,0.11,,0,35003,35003,Goteo, 3.98 , 4.11 
235903,13/4/2022,3500310,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.7427,true,1,0.0411,0.0411,3.34,0,,107.82,2.38,4,,,2.16,2.16,3.59,,,0.03,0.68,0.69,3.72,0.63,0.76,0.14,,0,35003,35003,Goteo, 3.98 , 4.11 
235904,13/4/2022,3500311,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.4098,true,1,0.0337,0.0337,2.15,0,,71.59,1.64,4,,,1.57,1.57,2.15,,,-0.07,0.58,0.59,2.85,0.57,0.51,0.12,,0,35003,35003,Goteo, 3.98 , 4.11 
235905,13/4/2022,3500312,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.7428,true,1,0.0447,0.0447,3.72,0,,137.37,3.49,4,,,2.51,2.51,4.25,,,0.08,0.73,0.73,3.95,0.66,0.9,0.17,,0,35003,35003,Goteo, 3.98 , 4.11 
235906,13/4/2022,3500313,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,2.577,true,1,0.0382,0.0382,2.89,0.05,,87.72,1.64,4,,,1.89,1.89,3.1,,,0,0.66,0.66,3.7,0.61,0.63,0.13,,0,35003,35003,Goteo, 3.98 , 4.11 
235907,13/4/2022,3500314,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.5526,true,1,0.0473,0.0473,3.66,0,,140.26,3.27,4,,,2.57,2.57,4.16,,,0.07,0.73,0.73,3.94,0.65,0.86,0.16,,0,35003,35003,Goteo, 3.98 , 4.11 
235908,13/4/2022,3500315,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.755,true,1,0.037,0.037,2.67,0,,78.04,1.27,4,,,1.81,1.81,2.9,,,-0.01,0.65,0.65,3.59,0.6,0.56,0.13,,0,35003,35003,Goteo, 3.98 , 4.11 
235909,13/4/2022,3500316,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.1453,true,1,0.033,0.033,1.92,0,,66.56,1,4,,,1.56,1.56,2.08,,,-0.04,0.62,0.63,3.46,0.58,0.48,0.11,,0,35003,35003,Goteo, 3.98 , 4.11 
235910,13/4/2022,3500317,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.159,true,1,0.0361,0.0361,2.17,0,,71.38,1,4,,,1.73,1.73,3,,,0,0.66,0.67,4,0.6,0.51,0.12,,0,35003,35003,Goteo, 3.98 , 4.11 
235911,13/4/2022,3500318,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.9654,true,1,0.0434,0.0434,3.6,0,,117.48,2.86,4,,,2.31,2.31,3.86,,,0.05,0.7,0.71,3.86,0.64,0.82,0.15,,0,35003,35003,Goteo, 3.98 , 4.11 
235912,13/4/2022,3500319,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.526,true,1,0.0404,0.0404,3.3,0,,96.56,1.96,4,,,2.05,2.05,3.63,,,0.04,0.69,0.69,3.91,0.62,0.69,0.14,,0,35003,35003,Goteo, 3.98 , 4.11 
235895,13/4/2022,350032,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.5582,true,1,0.0369,0.0369,2.62,0,,81.77,1.45,4,,,1.8,1.8,2.85,,,-0.02,0.66,0.66,3.67,0.61,0.59,0.13,,0,35003,35003,Goteo, 3.98 , 4.11 
235913,13/4/2022,3500320,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.745,true,1,0.0355,0.0355,2.37,0,,72.89,1.23,4,,,1.69,1.69,2.52,,,-0.03,0.62,0.63,3.37,0.59,0.52,0.12,,0,35003,35003,Goteo, 3.98 , 4.11 
235914,13/4/2022,3500321,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.9452,true,1,0.0411,0.0411,3.27,0,,105.76,2.22,4,,,2.15,2.15,3.63,,,0.04,0.69,0.69,3.82,0.63,0.73,0.15,,0,35003,35003,Goteo, 3.98 , 4.11 
235915,13/4/2022,3500322,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.5767,true,1,0.0365,0.0365,2.59,0,,82.06,1.59,4,,,1.82,1.82,2.92,,,-0.02,0.64,0.65,3.49,0.61,0.59,0.12,,0,35003,35003,Goteo, 3.98 , 4.11 
235896,13/4/2022,350033,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.1146,true,1,0.044,0.044,3.49,0,,116.32,2.69,4,,,2.32,2.32,3.77,,,0.05,0.71,0.71,3.9,0.64,0.78,0.16,,0,35003,35003,Goteo, 3.98 , 4.11 
235897,13/4/2022,350034,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.4545,true,1,0.0303,0.0303,1.58,0,,54.14,1,4,,,1.38,1.38,1.69,,,-0.09,0.57,0.58,2.89,0.56,0.39,0.12,,0,35003,35003,Goteo, 3.98 , 4.11 
235898,13/4/2022,350035,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.4189,true,1,0.0345,0.0345,2.25,0,,62.33,1.03,4,,,1.58,1.58,2.14,,,-0.07,0.59,0.6,3.03,0.57,0.45,0.13,,0,35003,35003,Goteo, 3.98 , 4.11 
235899,13/4/2022,350036,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.9881,true,1,0.0413,0.0413,3.11,0,,108.93,2.47,4,,,2.14,2.14,3.37,,,0.03,0.69,0.7,3.76,0.64,0.74,0.15,,0,35003,35003,Goteo, 3.98 , 4.11 
235900,13/4/2022,350037,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,1.1453,true,1,0.0415,0.0415,3.12,0.24,,122.08,2.7,4,,,2.28,2.28,3.72,,,0.04,0.69,0.7,3.7,0.64,0.75,0.15,,0,35003,35003,Goteo, 3.98 , 4.11 
235901,13/4/2022,350038,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.4603,true,1,0.038,0.038,2.85,0,,91.21,1.75,4,,,1.92,1.92,2.98,,,0.01,0.67,0.68,3.68,0.62,0.64,0.14,,0,35003,35003,Goteo, 3.98 , 4.11 
235902,13/4/2022,350039,GEMELOS,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/12/2021,2,0.3226,true,1,0.0388,0.0388,3.04,0,,109.39,2.38,4,,,2.11,2.11,3.5,,,0.05,0.7,0.71,3.85,0.65,0.76,0.13,,0,35003,35003,Goteo, 3.98 , 4.11 
235916,13/4/2022,350041,LJ-01A,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/3/2022,2,0.3742,true,3,0.0124,0.0124,1.04,0,,17.61,1,0,,,0.19,0.19,1,,,-0.41,0.15,0.16,1,0.36,,0.05,,0,35004,35004,Goteo, 0.66 ,-0.39 
235917,13/4/2022,350042,LJ-01A,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/3/2022,2,0.1862,true,3,0.0134,0.0134,1.28,0,,17.62,1,0,,,0.19,0.19,1,,,-0.42,0.14,0.14,1,0.35,,0.05,,0,35004,35004,Goteo, 0.66 ,-0.39 
235918,13/4/2022,350043,LJ-01A,LOS_JICAROS_LA_TECA,ZONA_2,,,CP72-2086,9/3/2022,2,0.7415,true,3,0.0116,0.0116,1.1,0,,18.58,1,0,,,0.18,0.18,1,,,-0.4,0.16,0.17,1,0.37,,0.05,,0,35004,35004,Goteo, 0.66 ,-0.39 
