CICLO,ZONA,CF,FINCA,COD CAM,CAMPO,HA,VARIEDAD,CLAS COR,DISTSUR,TIPO DE SUELO,RIEGO,% DESPO,Dias Resiembra,KgN Ha,Edad Corte,Suspension,BIOMETRIA CCOA,ESTIMADO CAMPO,TCH REAL
2122,2,55,El Zapote,55006,Z-06, 10.59 , CP72-2086 ,6.00, 1.90 , Franco Arcillo Arenoso , Goteo ,37%,37.00,128.79,11.14,23.00,114.35,115.00,105.05
2122,2,55,El Zapote,55007,Z-07, 20.08 , CP72-2086 ,3.00, 2.20 , Franco Arenoso , Goteo ,46%,37.00,172.57,11.08,23.00,123.83,120.00,117.88
2122,2,55,El Zapote,55009,Z-09, 1.90 , RB86-7515 ,5.00, 2.20 , Franco Arcilloso , Goteo ,51%,37.00,162.10,11.11,24.00,103.11,120.00,120.66
2122,2,55,El Zapote,55016,Z-16, 8.22 , RB86-7515 ,1.00, 1.75 , Franco Arcilloso , Mini Aspersion ,24%,23.00,108.57,10.52,43.00,94.74,98.00,88.44
2122,2,55,El Zapote,55031,Z-30, 16.94 , CP72-2086 ,3.00, 1.50 , Franco Arcilloso , Mini Aspersion ,40%,38.00,73.19,10.88,40.00,105.78,92.00,89.77
2122,2,55,El Zapote,55063,Z-31A, 5.29 , CP72-2086 ,8.00, 1.50 , Arcilloso , Mini Aspersion ,37%,35.00,73.17,10.88,52.00,97.54,92.00,67.77
2122,2,54,Los Jicaros,54001,GTE.-01, 30.00 , CP72-2086 ,3.00, 2.20 , Franco Arcilloso , Goteo ,24%,23.00,150.10,10.78,37.00,136.49,140.00,127.40
2122,2,54,Los Jicaros,54006,GTE.-03, 10.80 , CP89-2143 ,3.00, 2.20 , Arcilloso , Goteo ,38%,32.00,118.94,11.14,38.00,88.86,102.00,90.69
2122,2,54,Los Jicaros,54007,GTE.-04, 13.49 , Otras ,4.00, 2.20 , Arcilloso , Goteo ,35%,34.00,150.06,11.01,38.00,115.79,102.00,79.47
2122,2,54,Los Jicaros,54010,GTE.-05A, 1.90 , CP89-2143 ,3.00, 2.20 , Arcilloso , Goteo ,40%,31.00,123.38,11.11,37.00,69.55,70.00,60.40
2122,2,54,Los Jicaros,54011,GTE.-06, 2.60 , CP72-2086 ,3.00, 2.20 , Arcilloso , Goteo ,34%,33.00,159.73,11.08,38.00,101.31,105.00,98.89
2122,2,54,Los Jicaros,54014,GTE.-07, 21.54 , CP89-2143 ,3.00, 2.20 , Arcilloso , Goteo ,34%,33.00,124.62,11.24,43.00,86.72,92.50,69.53
2122,2,54,Los Jicaros,54019,GTE.-09, 11.47 , CP88-1165 ,4.00, 2.20 , Franco Arcillo Arenoso , Goteo ,41%,34.00,103.04,11.21,43.00,82.98,80.00,70.35
2122,2,54,Los Jicaros,54036,GTE-08A, 6.70 , CG98-78 ,3.00, 1.90 , Franco , Goteo ,43%,43.00,141.25,11.70,43.00,109.83,82.00,87.08
2122,2,54,Los Jicaros,54020,POTRI-01, 26.98 , CP89-2143 ,3.00, 2.20 , Franco Arcillo Arenoso , Goteo ,31%,24.00,134.78,10.19,4.00,90.61,118.00,87.70
2122,2,54,Los Jicaros,54022,POTRI-03, 5.64 , RB86-7515 ,1.00, 2.20 , Franco Arenoso , Goteo ,43%,35.00,158.76,10.16,11.00,115.07,120.00,102.46
2122,2,54,Los Jicaros,54023,POTRI-04, 6.67 , CP72-2086 ,2.00, 2.20 , Franco Arcillo Arenoso , Goteo ,39%,36.00,150.06,11.05,38.00,129.66,125.00,78.30
2122,2,54,Los Jicaros,54024,POTRI-04A, 3.50 , RB86-7515 ,1.00, 2.20 , Franco Arcilloso , Goteo ,34%,35.00,103.06,10.49,5.00,91.52,125.00,80.50
2122,2,54,Los Jicaros,54040,POTRI-04B, 3.00 , RB86-7515 ,1.00, 2.20 , Franco , Goteo ,51%,35.00,138.08,11.01,38.00,124.76,117.50,79.37
2122,2,54,Los Jicaros,54025,POTRI-05, 3.72 , RB86-7515 ,1.00, 2.20 , Franco Arcillo Arenoso , Goteo ,53%,35.00,138.06,11.05,42.00,91.16,110.00,81.65
2122,2,54,Los Jicaros,54026,TELP-01, 16.61 , CP00-1101 ,3.00, 2.20 , Franco Arcilloso , Goteo ,27%,36.00,154.87,11.97,11.00,107.33,110.00,93.26
2122,2,54,Los Jicaros,54027,TELP-02, 30.80 , CP72-2086 ,3.00, 2.20 , Franco Arcillo Arenoso , Goteo ,36%,35.00,150.10,11.44,29.00,150.63,130.00,125.06
2122,2,54,Los Jicaros,54042,TELP-03A, 11.92 , CP00-1101 ,3.00, 2.20 , Franco Arcilloso , Goteo ,31%,35.00,155.21,11.97,12.00,103.12,90.23,90.66
2122,2,35,Los Jicaros - La Teca,35003,GEMELOS, 22.31 , CP72-2086 ,2.00, 2.20 , Franco , Goteo ,32%,35.00,166.26,11.54,19.00,132.57,141.00,121.08
2122,2,35,Los Jicaros - La Teca,35001,LJ-01, 9.00 , CP72-2086 ,3.00, 2.20 , Franco , Goteo ,35%,36.00,172.53,11.47,38.00,148.42,120.00,110.28
2122,2,35,Los Jicaros - La Teca,35004,LJ-01A, 3.00 , CP72-2086 ,3.00, 2.20 , Franco , Goteo ,16%,35.00,103.16,11.18,23.00,80.43,85.00,64.82
2122,2,35,Los Jicaros - La Teca,35002,LJ-02, 5.00 , Otras ,3.00, 2.20 , Franco , Goteo ,29%,36.00,132.33,11.21,23.00,87.17,91.00,88.19
2122,2,35,Los Jicaros - La Teca,35005,LJ-02A, 6.37 , Otras ,3.00, 2.20 , Franco , Goteo ,35%,34.00,152.16,11.08,23.00,94.47,90.00,51.87
2122,2,53,Montelimar,53020,B-01, 13.32 , CP88-1165 ,8.00, 2.60 , Franco Arcillo Arenoso , Goteo ,11%,24.00,143.54,9.63,3.00,103.81,112.00,77.82
2122,2,53,Montelimar,53023,B-04, 1.27 , CP72-2086 ,6.00, 1.90 , Franco Arcillo Arenoso , Goteo ,39%,45.00,151.52,9.63,3.00,102.60,105.00,122.59
2122,2,53,Montelimar,53024,B-05, 13.08 , CP72-2086 ,2.00, 2.60 , Franco Arcillo Arenoso , Goteo ,11%,32.00,150.06,9.60,2.00,133.81,130.00,123.71
2122,2,53,Montelimar,53027,B-08, 12.23 , CG04-10295 ,1.00, 2.20 , Franco Arcilloso , Goteo ,10%,20.00,137.75,9.66,12.00,108.34,115.00,109.40
2122,2,53,Montelimar,53028,B-09, 2.25 , CG04-10295 ,2.00, 1.90 , Franco Arcillo Arenoso , Goteo ,31%,37.00,145.32,10.49,14.00,142.64,125.00,105.10
2122,2,53,Montelimar,53029,B-10, 5.85 , CP72-2086 ,3.00, 2.20 , Franco Arcillo Arenoso , Goteo ,24%,31.00,150.65,10.45,14.00,114.44,115.00,82.84
2122,2,53,Montelimar,53032,B-13, 1.47 , CP72-2086 ,3.00, 2.20 , Franco Arcilloso , Goteo ,49%,80.00,152.27,10.49,31.00,85.75,105.00,72.82
2122,2,53,Montelimar,53170,B-15A, 4.02 , CG04-10295 ,1.00, 2.20 , Franco Arcillo Arenoso , Goteo ,19%,20.00,118.35,11.24,28.00,95.79,115.00,84.76
2122,2,53,Montelimar,53035,B-16, 2.56 , CP72-2086 ,5.00, 1.90 , Franco Arcillo Arenoso , Goteo ,48%,30.00,150.37,12.36,31.00,200.11,90.00,81.76
2122,2,53,Montelimar,53036,B-17, 2.40 , CP72-2086 ,5.00, 1.90 , Arcilloso , Goteo ,48%,34.00,140.28,10.49,40.00,90.18,95.00,75.75
2122,2,53,Montelimar,53037,B-18, 2.29 , NA56-42 ,4.00, 2.20 , Franco Arcilloso , Goteo ,32%,41.00,146.85,10.49,31.00,74.64,95.00,125.71
2122,2,53,Montelimar,53068,D-01, 19.40 , CG04-10295 ,1.00, 1.65 , Franco Arenoso , Gravedad ,15%,24.00,125.09,11.05,36.00,134.33,121.00,108.38
2122,2,53,Montelimar,53205,D-02A, 1.49 , CP08-2256 ,5.00, 1.40 , Franco Arenoso , Gravedad ,30%,21.00,112.28,11.21,58.00,134.13,110.00,107.61
2122,2,53,Montelimar,53072,D-05, 1.30 , CG04-10295 ,1.00, 1.65 , Franco Arcillo Arenoso , Gravedad ,8%,21.00,95.03,10.95,47.00,122.16,115.00,79.60
2122,2,53,Montelimar,53075,D-08, 5.63 , CP72-2086 ,4.00, 1.50 , Franco Arcilloso , Gravedad ,36%,33.00,126.29,12.26,35.00,114.80,116.00,89.39
2122,2,53,Montelimar,53077,D-10, 2.26 , CG04-10295 ,1.00, 1.65 , Franco Arenoso , Gravedad ,16%,21.00,120.26,10.95,47.00,117.94,115.00,91.36
2122,2,53,Montelimar,53081,D-14, 4.96 , Otras ,4.00, 1.00 , Franco Arcilloso , Gravedad ,46%,27.00,134.91,11.01,66.00,125.70,102.00,84.99
2122,2,53,Montelimar,53082,D-15, 9.07 , NA56-42 ,7.00, 1.75 , Franco Arenoso , Gravedad ,36%,34.00,124.47,12.36,40.00,82.46,107.00,100.22
2122,2,53,Montelimar,53206,D-15A, 0.70 , CG04-10295 ,1.00, 1.65 , Franco Arenoso , Gravedad ,16%,22.00,128.03,11.11,57.00,106.68,110.00,118.03
2122,2,53,Montelimar,53084,D-17, 4.20 , CG04-10295 ,1.00, 1.65 , Franco Arcillo Arenoso , Gravedad ,6%,21.00,123.26,10.95,43.00,113.90,115.00,88.38
2122,2,53,Montelimar,53085,E-01, 7.89 , CP72-2086 ,2.00, 2.20 , Franco Arcillo Arenoso , Goteo ,34%,27.00,138.77,10.91,32.00,91.68,122.00,87.76
2122,2,53,Montelimar,53087,E-03, 19.74 , NA56-42 ,10.00, 2.60 , Arcilloso , Goteo ,20%,38.00,128.69,10.85,24.00,83.43,117.00,93.61
2122,2,53,Montelimar,53089,E-05, 2.29 , CG04-10295 ,1.00, 2.20 , Franco Arcillo Arenoso , Goteo ,14%,21.00,87.83,11.64,39.00,124.78,100.00,86.11
2122,2,53,Montelimar,53093,E-09, 3.48 , RB86-7515 ,1.00, 2.20 , Arcilloso , Goteo ,7%,24.00,135.34,8.91,16.00,150.90,100.00,97.64
2122,2,53,Montelimar,53094,E-10, 11.54 , CP72-2086 ,2.00, 2.60 , Arcilloso , Goteo ,25%,80.00,73.46,10.16,15.00,54.75,130.00,120.65
2122,2,53,Montelimar,53097,E-13, 5.07 , NA56-42 ,4.00, 2.20 , Franco Arcilloso , Goteo ,38%,33.00,117.99,11.60,12.00,114.19,91.00,82.73
2122,2,53,Montelimar,53099,E-15, 2.40 , CP72-2086 ,7.00, 1.90 , Franco Arcilloso , Goteo ,50%,42.00,117.68,10.42,12.00,110.49,100.00,116.02
2122,2,53,Montelimar,53102,E-18, 8.46 , NA56-42 ,2.00, 2.60 , Franco Arcilloso , Goteo ,51%,30.00,106.21,9.89,1.00,79.24,95.00,94.52
2122,2,53,Montelimar,53105,E-21, 7.88 , RB86-7515 ,1.00, 2.20 , Franco Arcillo Arenoso , Goteo ,22%,29.00,138.04,9.86,2.00,79.32,125.00,113.90
2122,2,53,Montelimar,53108,E-24, 2.70 , RB86-7515 ,1.00, 2.20 , Franco Arcillo Arenoso , Goteo ,71%,26.00,82.84,10.78,33.00,94.61,110.00,64.53
2122,2,53,Montelimar,53109,E-25, 7.80 , NA56-42 ,7.00, 1.90 , Franco Arcillo Arenoso , Goteo ,49%,36.00,150.10,10.72,12.00,91.77,118.00,86.64
2122,2,53,Montelimar,53110,E-26, 14.43 , RB86-7515 ,1.00, 2.20 , Franco Arcillo Arenoso , Goteo ,50%,35.00,67.73,11.28,30.00,99.88,110.00,84.45
2122,2,53,Montelimar,53112,E-28, 3.76 , NA56-42 ,3.00, 2.20 , Franco Arcillo Arenoso , Goteo ,55%,33.00,150.19,10.75,12.00,80.47,90.00,84.76
2122,2,53,Montelimar,53115,F-01, 0.81 , CP73-1547 ,13.00, 1.40 , Franco Arcillo Arenoso , Gravedad ,35%,24.00,103.27,12.23,72.00,88.40,85.00,84.28
2122,2,53,Montelimar,53117,F-03, 4.35 , CP72-2086 ,8.00, 1.50 , Franco Arcilloso , Goteo ,36%,33.00,132.46,11.51,23.00,253.96,90.00,94.07
2122,2,53,Montelimar,53118,F-04, 12.23 , CP72-2086 ,6.00, 1.90 , Franco Arcillo Arenoso , Goteo ,29%,32.00,122.04,11.51,23.00,132.42,112.00,96.19
2122,2,53,Montelimar,53121,GALL-01, 14.68 , CP72-2086 ,4.00, 2.20 , Franco Arcillo Arenoso , Goteo ,27%,41.00,150.13,11.31,19.00,96.50,105.00,83.77
2122,2,53,Montelimar,53124,GALL-03, 12.49 , NA56-42 ,4.00, 2.20 , Franco Arcillo Arenoso , Goteo ,29%,35.00,150.27,11.34,20.00,128.45,120.00,110.08
2122,2,53,Montelimar,53125,GALL-04, 9.99 , CP72-2086 ,4.00, 2.20 , Franco Arcillo Arenoso , Goteo ,21%,21.00,132.22,10.91,21.00,142.87,120.00,92.16
2122,2,53,Montelimar,53126,GALL-05, 9.66 , NA56-42 ,6.00, 1.90 , Franco Arcillo Arenoso , Goteo ,37%,36.00,142.53,11.41,21.00,147.42,120.00,99.63
2122,2,53,Montelimar,53128,LAV-01, 7.20 , NA56-42 ,5.00, 2.20 , Franco Arenoso , Goteo ,45%,26.00,123.53,9.73,13.00,73.70,110.00,81.28
2122,2,53,Montelimar,53129,LAV-02, 14.38 , CP00-1101 ,6.00, 2.20 , Franco Arcilloso , Goteo ,50%,39.00,155.69,11.08,13.00,106.73,123.00,116.83
2122,2,53,Montelimar,53130,LAV-03, 12.22 , CP72-2086 ,4.00, 2.20 , Franco Arcillo Arenoso , Goteo ,37%,36.00,157.20,11.34,22.00,112.88,120.00,97.70
2122,2,53,Montelimar,53144,R-01A, 4.80 , CP72-2086 ,1.00, 2.20 , Franco Arcilloso , Gravedad ,25%,30.00,120.81,11.83,70.00,108.82,100.00,106.19
2122,2,53,Montelimar,53147,R-05, 6.09 , RB86-7515 ,1.00, 1.65 , Franco Arcillo Arenoso , Gravedad ,34%,38.00,115.44,11.28,23.00,120.15,138.00,107.93
2122,2,53,Montelimar,53148,R-06, 9.70 , RB86-7515 ,1.00, 1.65 , Franco Arcillo Arenoso , Gravedad ,20%,25.00,116.60,11.05,36.00,115.69,125.00,111.02
2122,2,53,Montelimar,53150,R-08, 2.58 , NA56-42 ,5.00, 1.65 , Franco Arcillo Arenoso , Gravedad ,21%,10.00,121.58,11.77,73.00,74.87,65.00,46.21
2122,2,53,Montelimar,53151,SAN IGN-01, 10.53 , NA56-42 ,7.00, 1.90 , Arcilloso , Goteo ,35%,36.00,125.12,10.75,30.00,97.59,100.00,79.66
2122,2,53,Montelimar,53173,SAN ING-01A, 1.62 , CG04-10295 ,2.00, 2.40 , Franco Arenoso , Goteo ,5%,36.00,108.28,10.75,29.00,88.80,80.00,42.26
2122,2,50,Montelimar-02,50039,CF-01, 1.94 , NA56-42 ,9.00, 1.50 , Franco Arenoso , Gravedad ,17%,23.00,150.88,9.93,41.00,81.78,100.00,80.65
2122,2,50,Montelimar-02,50042,CF-04, 3.29 , CP72-2086 ,3.00, 1.50 , Franco Arenoso , Gravedad ,31%,25.00,127.12,9.89,41.00,89.63,110.00,85.12
2122,2,50,Montelimar-02,50043,CF-05, 2.50 , CG04-10295 ,2.00, 2.20 , Franco Arenoso , Goteo ,15%,27.00,151.64,10.39,22.00,81.05,98.00,57.30
2122,2,50,Montelimar-02,50191,CF-05A, 2.07 , NA56-42 ,9.00, 2.40 , Franco Arcilloso , Goteo ,50%,27.00,150.10,10.39,23.00,94.51,105.00,70.36
2122,2,50,Montelimar-02,50044,CF-06, 5.48 , CG04-10295 ,2.00, 2.20 , Franco Arenoso , Goteo ,21%,32.00,128.82,10.03,28.00,79.20,93.00,76.47
2122,2,50,Montelimar-02,50185,CF-06A, 1.38 , CG04-10295 ,2.00, 2.20 , Franco Arcilloso , Goteo ,12%,33.00,150.00,10.19,31.00,69.34,95.00,107.64
2122,2,50,Montelimar-02,50047,CF-09, 8.65 , CP73-1547 ,6.00, 1.40 , Franco Arenoso , Gravedad ,43%,37.00,147.44,11.83,39.00,132.58,95.00,75.25
2122,2,50,Montelimar-02,50049,CF-11, 13.02 , NA56-42 ,2.00, 1.65 , Franco Arenoso , Gravedad ,59%,24.00,144.55,10.32,38.00,133.56,100.00,81.41
2122,2,50,Montelimar-02,50179,CF-12A, 1.24 , NA56-42 ,9.00, 1.50 , Franco Arenoso , Gravedad ,56%,23.00,151.78,10.32,39.00,96.62,105.00,90.86
2122,2,50,Montelimar-02,50051,CF-13, 4.54 , CP89-2143 ,3.00, 2.20 , Franco Arenoso , Goteo ,38%,38.00,156.65,10.16,18.00,101.84,75.00,74.77
2122,2,50,Montelimar-02,50053,CF-15, 7.92 , NA56-42 ,9.00, 2.20 , Franco Arcillo Arenoso , Goteo ,23%,20.00,132.33,10.12,22.00,116.73,115.00,103.69
2122,2,50,Montelimar-02,50054,CF-16, 11.22 , CP89-2143 ,2.00, 2.20 , Franco Arcilloso , Goteo ,37%,18.00,115.84,11.31,31.00,97.62,97.00,82.80
2122,2,50,Montelimar-02,50055,CF-17, 7.16 , CG02-163 ,1.00, 2.20 , Franco Arcillo Arenoso , Goteo ,16%,28.00,117.87,11.60,44.00,87.18,95.00,68.31
2122,2,50,Montelimar-02,50056,CF-18, 2.70 , CG04-10295 ,2.00, 2.20 , Franco Arenoso , Goteo ,21%,17.00,147.22,11.90,32.00,105.05,105.00,80.14
2122,2,50,Montelimar-02,50057,CF-19, 5.84 , CP72-2086 ,4.00, 1.50 , Franco Arenoso , Gravedad ,46%,25.00,139.62,11.93,56.00,90.95,113.00,86.99
2122,2,50,Montelimar-02,50193,CF-20A, 1.00 , NA56-42 ,8.00, 1.50 , Franco Arcilloso , Gravedad ,50%,23.00,270.32,10.82,47.00,79.16,87.00,76.06
2122,2,50,Montelimar-02,50059,CF-21, 3.06 , CG02-163 ,3.00, 2.20 , Franco Arenoso , Goteo ,44%,26.00,83.51,10.82,21.00,74.44,90.00,72.69
2122,2,50,Montelimar-02,50194,CF-21A, 2.01 , CG04-10295 ,3.00, 2.20 , Franco Arcilloso , Goteo ,35%,21.00,83.23,10.82,20.00,98.16,105.00,61.29
2122,2,50,Montelimar-02,50061,CH-02, 6.10 , RB86-7515 ,1.00, 2.20 , Franco Arenoso , Goteo ,43%,29.00,158.75,10.09,18.00,90.90,125.00,77.92
2122,2,50,Montelimar-02,50063,CH-04, 1.32 , CP00-1630 ,3.00, 2.20 , Franco Arenoso , Goteo ,49%,30.00,124.25,11.37,26.00,41.13,75.00,26.58
2122,2,50,Montelimar-02,50064,CH-05, 2.46 , CP72-2086 ,3.00, 2.20 , Franco Arenoso , Goteo ,49%,29.00,149.33,11.54,32.00,79.61,110.00,65.06
2122,2,50,Montelimar-02,50065,CH-06, 10.17 , CP72-2086 ,7.00, 1.90 , Franco Arenoso , Goteo ,45%,29.00,136.36,10.98,15.00,89.95,90.00,62.44
2122,2,50,Montelimar-02,50131,M-01, 2.09 , CP72-2086 ,4.00, 2.20 , Franco Arenoso , Goteo ,46%,25.00,173.88,10.36,21.00,95.15,92.00,96.34
2122,2,50,Montelimar-02,50132,M-02, 3.26 , RB86-7515 ,1.00, 2.20 , Franco Arenoso , Goteo ,38%,19.00,126.24,11.37,23.00,105.64,115.00,101.49
2122,2,50,Montelimar-02,50133,M-03, 8.90 , CP72-2086 ,3.00, 2.20 , Franco Arenoso , Goteo ,38%,33.00,161.31,10.32,21.00,90.84,95.00,73.57
2122,2,50,Montelimar-02,50135,M-05, 5.83 , CP88-1165 ,4.00, 2.20 , Franco Arenoso , Goteo ,32%,35.00,119.13,11.87,21.00,92.42,85.00,38.22
2122,2,50,Montelimar-02,50136,M-07, 3.50 , CP89-2143 ,3.00, 2.20 , Franco Arenoso , Goteo ,28%,25.00,134.39,10.36,21.00,66.84,80.00,56.76
2122,2,50,Montelimar-02,50137,M-08, 3.43 , NA56-42 ,6.00, 2.40 , Franco Arenoso , Goteo ,42%,33.00,118.94,10.36,21.00,67.62,90.00,83.01
2122,2,50,Montelimar-02,50138,M-09, 2.32 , RB86-7515 ,1.00, 2.20 , Franco Arenoso , Goteo ,37%,19.00,126.44,11.34,23.00,89.07,100.00,72.29
2122,2,50,Montelimar-02,50139,M-10, 4.06 , CP72-2086 ,6.00, 1.90 , Franco Arenoso , Goteo ,43%,33.00,162.11,10.36,22.00,98.39,110.00,76.33
